Party,Handle,Tweet
Democrat,RepJimmyPanetta,"RT @IRSnews: Urgent: IRS provides an extra day for taxpayers to file, pay their taxes following system issues. File by midnight, April 18."
Democrat,RepJimmyPanetta,I introduced #HR5517 the Enhance Cybersecurity for Small Manufacturers Act w/ @RepGallagher to empower MEP Centers… https://t.co/421ylxr9IC
Democrat,RepJimmyPanetta,"High School students:

My office is now accepting entries for the 2018 Congressional Art Competition. All submissio… https://t.co/bZGCJwDZUh"
Democrat,RepJimmyPanetta,"The Trump Administration needs to present Congress a delineated strategy-encompassing all military, diplomatic &amp; hu… https://t.co/OHmu6JqFfe"
Democrat,RepJimmyPanetta,"The chemical attack on innocent civilians in Douma, Syria cannot be tolerated. The targeting of families, women, an… https://t.co/l8EqPeVEei"
Democrat,RepJimmyPanetta,"Proud to introduce the Enhance Cybersecurity for Small Manufacturers Act. This bipartisan, bicameral bill addresses… https://t.co/AF7IvnPofE"
Democrat,RepJimmyPanetta,Honored to be presented with the Humane Advocate award for my 100% score on animal protection legislation from the… https://t.co/cV7gZkin3U
Democrat,RepJimmyPanetta,San Benito County residents: The County is holding a Veteran Resource Fair tomorrow at the Veterans Memorial Buildi… https://t.co/SKtUF8lM0E
Democrat,RepJimmyPanetta,"On Yom Hashoah, Holocaust Remembrance Day, we mourn the loss of 11 million people, including six million Jews. We r… https://t.co/TPRUaGjYTY"
Democrat,RepJimmyPanetta,I spoke with Secretary Mattis &amp; Gen. Dunford during our House Armed Services Committee hearing today about the thre… https://t.co/in7CaNXt3e
Democrat,RepJimmyPanetta,San Benito County residents: The County is holding a Veteran Resource Fair this Friday at the Veterans Memorial Bui… https://t.co/BDPFocvghM
Democrat,RepJimmyPanetta,Congressional Staff will be in Watsonville today for Mobile Office Hours. Stop by the Watsonville Public Library to… https://t.co/IHNDOyRJJs
Democrat,RepJimmyPanetta,My team &amp; I work every day to be bridge for the Central Coast to the federal government &amp; its resources. We break t… https://t.co/baqoXNVBU6
Democrat,RepJimmyPanetta,RT @RepLoisFrankel: #EqualPayDay recognizes that women must work 3 extra months just to earn the same pay as men! Closing the #GenderWageGa…
Democrat,RepJimmyPanetta,"If your #DACA expired on or after September 5, 2016 you may submit a DACA renewal application. @USCIS recommends 90… https://t.co/1tazpn0nOe"
Democrat,RepJimmyPanetta,"It is #NationalLibraryWeek. Our local libraries have so much to offer all members of our community. Find yours: 
Mo… https://t.co/6E3cZUJ2rb"
Democrat,RepJimmyPanetta,San Benito County residents: The County is holding a Veteran Resource Fair this Friday at the Veterans Memorial Bui… https://t.co/5HwloQAwPr
Democrat,RepJimmyPanetta,"Congratulations to Senator Tammy Duckworth, her husband Bryan, and big sister Abigail on the birth of Maile Pearl!… https://t.co/8lu7lVuhvv"
Democrat,RepJimmyPanetta,"High School students:

My office is now accepting entries for the 2018 Congressional Art Competition. All submissio… https://t.co/mLAJfUAdsB"
Democrat,RepJimmyPanetta,RT @CityofMonterey: ATT #Monterey County high school artists! 🎨📸 Submit your work for US House of Representatives' Congressional Art Compet…
Democrat,RepJimmyPanetta,"Had a conversation about gun violence, mental health, school safety, and immigration reform with students, teachers… https://t.co/bzwNT11ef4"
Democrat,RepJimmyPanetta,The decision to send troops to our southern border is costly &amp; careless. It would cost us billions and detract from… https://t.co/RjH5XaIwfo
Democrat,RepJimmyPanetta,EPA Secretary Pruitt’s actions have been environmentally destructive. From rolling back emissions standards to gutt… https://t.co/MyY4T4IJv2
Democrat,RepJimmyPanetta,Met with @SC_Veterans today. They are working to provide veterans with medical cannabis as part of treatment for ph… https://t.co/p7abtMsC7R
Democrat,RepJimmyPanetta,Enjoyed meeting with members of the local @SierraClub in my Salinas office. https://t.co/i94WTv4U0c
Democrat,RepJimmyPanetta,Met with @girlscouts from Seaside and Marina. We talked about protecting our environment and how we can all make a… https://t.co/MV5lRAxDUL
Democrat,RepJimmyPanetta,"Today on Gold Star Spouses' Day, we pay respect to the husbands, wives, and families of those who made the ultimate… https://t.co/5hwakAvoCk"
Democrat,RepJimmyPanetta,RT @salnews: Hartnell College is one of the first locations in the country to display the free exhibit housed in its Steinbeck Hall through…
Democrat,RepJimmyPanetta,I had the honor of presenting Former Petty Officer First Class Johnnie Johnson of Salinas with his Vietnam Service… https://t.co/72cva5frUs
Democrat,RepJimmyPanetta,RT @CristianPNews: Vietnam veteran Johnnie Johnson received his Vietnam Service Medal today courtesy of Congressman Jimmy Panetta. Johnson…
Democrat,RepJimmyPanetta,"On April 4 1949, the North Atlantic Treaty was signed to establish @NATO. In the decades since its formation the US… https://t.co/MlTuItD1gM"
Democrat,RepJimmyPanetta,"Celebrate the Army Reserve Birthday at Fort Hunter Liggett this Saturday, April 14. Call 831-386-2406 for more info… https://t.co/yC15s3A2gG"
Democrat,RepJimmyPanetta,"As we honor Dr. Martin Luther King Jr.’s legacy, let us remember the work that still must be done by those who valu… https://t.co/Ggq6hqDzZn"
Democrat,RepJimmyPanetta,"A little high of a pitch, but an absolute honor to throw out the first ceremonial toss of the season at the… https://t.co/W22fEzp0OV"
Democrat,RepJimmyPanetta,"Do you receive my newsletter? Sign up here for updates on the work that I am doing in Congress on behalf of #CA20
https://t.co/Q2FCn19zAC"
Democrat,RepJimmyPanetta,RT @MontereyHerald: Rep. Jimmy Panetta visits Gonzales High to look at student project https://t.co/oGwgrMx0Vt
Democrat,RepJimmyPanetta,"Congratulations to Andrew, a student in #CA20 who earned a Congressional Award for Voluntary Public Service, Person… https://t.co/Yo7KguUNuY"
Democrat,RepJimmyPanetta,I met w/bright students from Gonzales High School today who are working on a weather stations project in collaborat… https://t.co/b5sF5jxBEA
Democrat,RepJimmyPanetta,"I am holding mobile constituent services hours this month in Hollister, Watsonville, and Soledad. For more informat… https://t.co/AsOv9hqOyB"
Democrat,RepJimmyPanetta,"High School students:

My office is now accepting entries for the 2018 Congressional Art Competition. All submissio… https://t.co/VfG7lZtAUC"
Democrat,RepJimmyPanetta,"From my family to yours, Happy Easter to all who celebrate on the Central Coast! #EasterSunday"
Democrat,RepJimmyPanetta,"Today we recognize Transgender Day of Visibility, seeing transgender people for who they are where they are."
Democrat,RepJimmyPanetta,Wishing a happy Passover to all who celebrate on the Central Coast. Chag Sameach!
Democrat,RepJimmyPanetta,I sat down with Organic Produce Network recently to discuss my work on the Agriculture Committee to support organic… https://t.co/0g8XmjNeE5
Democrat,RepJimmyPanetta,"I returned today from a Congressional delegation visit to Afghanistan, Jordan, and Israel. The focus of the trip wa… https://t.co/V1zSQ6c46j"
Democrat,RepJimmyPanetta,"RT @POMgarrison: In recognition of #NationalVietnamWarVeteransDay, Veterans of the Vietnam conflict were honored at the OMC Commissary and…"
Democrat,RepJimmyPanetta,"Excellent news about the Central Coast's @NPS_Monterey, just ranked as the #1 graduate school for Homeland/National… https://t.co/H5BlRUjqei"
Democrat,RepJimmyPanetta,"Today, we honor our Vietnam War veterans for their sacrifice and thank them for their service. #VietnamWarVeteransDay #VietnamVeterans"
Democrat,RepJimmyPanetta,"High School students:

My office is now accepting entries for the 2018 Congressional Art Competition. All submissio… https://t.co/CDRUCOqFyM"
Democrat,RepJimmyPanetta,I met w/students from Marjory Stoneman Douglas in my DC office. They’re in our nation’s capital for today’s March F… https://t.co/44AaCKXhss
Democrat,RepJimmyPanetta,"The Administration’s ban, which implements the same policy that was blocked by several courts, runs counter to the… https://t.co/OBj4p3Ybtm"
Democrat,RepJimmyPanetta,"All Americans, regardless of their gender identity, sexual orientation, race, or creed, who are willing, ready, and… https://t.co/ST4lyfLUjB"
Democrat,RepJimmyPanetta,"As an American, a veteran, and a Member of the Armed Services Committee, I am very disappointed in this announcemen… https://t.co/kc00ZHI5Ns"
Democrat,RepJimmyPanetta,"I held a roundtable discussion w/students, school officials &amp; local law enforcement about gun violence &amp; school saf… https://t.co/xc3ljY4Moe"
Democrat,RepJimmyPanetta,Rounding out #NationalAgWeek with a speech I gave on the floor of the House about those in agriculture -the farmers… https://t.co/e1Jd1ktvxB
Democrat,RepJimmyPanetta,"Proud to join @DrNealDunnFL2 in introducing this bill, which authorizes USDA to promote the agriculture technologie… https://t.co/3FfRTO75Tu"
Democrat,RepJimmyPanetta,"#CA20 is bountiful! Monterey County grows 53 different winegrape varieties, making the county California’s largest… https://t.co/7zBv8G2kAk"
Democrat,RepJimmyPanetta,"Yesterday, I cosponsored the Zero Tolerance for Domestic Abusers Act. This bill will save people’s lives by updatin… https://t.co/sSguu8PQph"
Democrat,RepJimmyPanetta,"#CA20 is home to over 40,000 acres of organic production, with sales topping $550 million. San Benito County alone… https://t.co/j1LjTzDdjx"
Democrat,RepJimmyPanetta,"Strategic rivals utilize propaganda, information warfare, and cyber operations to undermine democracy &amp; U.S. leader… https://t.co/MPosbYMCyJ"
Democrat,RepJimmyPanetta,"I am proud to cosponsor the Student Non-Discrimination Act, to prohibit discrimination based on actual or perceived… https://t.co/r3z2Kgjy4Y"
Democrat,RepJimmyPanetta,"Happy #NationalAgDay! Did you know that California accounts for 2/3 of U.S. fruit &amp; nut production, and 1/3 of U.S… https://t.co/ML8JqDygsd"
Democrat,RepJimmyPanetta,"Today marks one year since the Mud Creek landslide in Big Sur. As another storm approaches, please use caution. Rea… https://t.co/59Kej9GzWY"
Democrat,RepJimmyPanetta,"It is #NationalAgWeek! I will be highlighting Central Coast &amp; California agriculture facts every day this week, sta… https://t.co/JoUS9enLIv"
Democrat,RepJimmyPanetta,Today is the deadline for #Salvadorans to renew #TPS for another 18 months. More information: https://t.co/GM3K7zEHvU
Democrat,RepJimmyPanetta,"High School students:

My office is now accepting entries for the 2018 Congressional Art Competition. All submissio… https://t.co/Ve9iJRoGY4"
Democrat,RepJimmyPanetta,"Grateful to have met with a delegation of retired three- and four-star Generals, incl. General Charles “Chuck” F. W… https://t.co/mYyDftzF8d"
Democrat,RepJimmyPanetta,"Louise Slaughter was a trailblazer, a champion for women &amp; diversity and a cherished colleague. I will miss her lea… https://t.co/iagUUJHJbh"
Democrat,RepJimmyPanetta,I am proud that my daughters go to the same public schools on the central coast of California that I attended when… https://t.co/x8pA0ow7Mm
Democrat,RepJimmyPanetta,"High School students:

My office is now accepting entries for the 2018 Congressional Art Competition. All submissio… https://t.co/JY8kLCxRvL"
Democrat,RepJimmyPanetta,"Mobile Office Hours in Gonzales TODAY: 10am-1pm 

Congressional staff will be available to assist with Social Secur… https://t.co/06oTp7ul7Y"
Democrat,RepJimmyPanetta,"Today, high school students across the country took a stand to demand action on gun violence. It is time for Congre… https://t.co/mKARhKjSEC"
Democrat,RepJimmyPanetta,"Mobile Office Hours in Gonzales Tomorrow: 10am-1pm 

Congressional staff will be available to assist with Social Se… https://t.co/yitejCIz9E"
Democrat,RepJimmyPanetta,"Mobile Office Hours in Watsonville TODAY: 10am-1pm 

Congressional staff will be available to assist with Social Se… https://t.co/cf2QBzFUAO"
Democrat,RepJimmyPanetta,Spoke today with @safdelivers about the ways that Congress can support the U.S. flower industry. As a co-chair if t… https://t.co/TNhYtpBYy8
Democrat,RepJimmyPanetta,"Mobile Office Hours in Watsonville Tomorrow: 10am-1pm 

Congressional staff will be available to assist with Social… https://t.co/Ff7IVryXYw"
Democrat,RepJimmyPanetta,"RT @sustainableag: NSAC, our members, and our farmers can count on @RepJimmyPanetta to support sustainable agriculture and beginning/social…"
Democrat,RepJimmyPanetta,"RT @Teaganne_Finn: NOW: ""My role on the Ag committee as a Rep. is not to limit peoples options but to fight for their choice for fresh food…"
Democrat,RepJimmyPanetta,"RT @BPC_Bipartisan: .@RepJimmyPanetta: #SNAP is not just an anti-hunger program, it's also an anti-poverty program. It helps beneficiaries…"
Democrat,RepJimmyPanetta,March is National Nutrition Month. I had the opportunity to speak with  @BPC_Bipartisan this morning about strength… https://t.co/xVQlqjLPS9
Democrat,RepJimmyPanetta,Met with representatives of @UofCalifornia to discuss innovations in agriculture research and how to best support C… https://t.co/YJOZp64fgj
Democrat,RepJimmyPanetta,"Great to meet with members of @sustainableag, including #ALBA and @CCOForganic to discuss the importance of support… https://t.co/RibzKCxnB6"
Democrat,RepJimmyPanetta,"Do you receive my newsletter? Sign up here for updates on the work that I am doing in Congress on behalf of #CA20
https://t.co/Q2FCn19zAC"
Democrat,RepJimmyPanetta,Deadline TODAY: Don't miss your chance to submit your public comment about the Administration's offshore oil drilli… https://t.co/1Vln6slOuj
Democrat,RepJimmyPanetta,Met with the Army Corps of Engineers to discuss local projects such as flood control on the Pajaro and San Lorenzo… https://t.co/P7a1irTKWZ
Democrat,RepJimmyPanetta,"Deadline tomorrow, March 9: Don't miss your chance to submit your public comment about the Administration's offshor… https://t.co/W76n9rinJ5"
Democrat,RepJimmyPanetta,"On #IWD2018, as we celebrate the contributions that women have made, we must recommit to our work to advance equali… https://t.co/hhQ1DW6HyU"
Democrat,RepJimmyPanetta,"Honored to be recognized by the American Society of Agronomy, Crop Science Society of America and Soil Science Soci… https://t.co/gxCQoI8QRb"
Democrat,RepJimmyPanetta,"Mobile Office Hours in Hollister TODAY: 10am-1pm 

Congressional staff will be available to assist with Social Secu… https://t.co/cWEtxZbpfM"
Democrat,RepJimmyPanetta,The @TheJusticeDept’s lawsuit undermines our local law enforcement’s ability to protect &amp; serve. The federal govt s… https://t.co/99h2CTWjA2
Democrat,RepJimmyPanetta,"Deadline this Friday, March 9: Don't miss your chance to submit your public comment about the Administration's offs… https://t.co/830bA3tp0h"
Democrat,RepJimmyPanetta,"Mobile Office Hours in Hollister Tomorrow: 10am-1pm 

Congressional staff will be available to assist with Social S… https://t.co/jnwHxLiugS"
Democrat,RepJimmyPanetta,"Deadline this Friday, March 9: Don't miss your chance to submit your public comment about the Administration's offs… https://t.co/LOr71WsnO2"
Democrat,RepJimmyPanetta,"Deadline this Friday, March 9: Don't miss your chance to submit your public comment about the Administration's offs… https://t.co/jQKudbSgvy"
Democrat,RepJimmyPanetta,Deadline March 9: Don't miss your chance to submit your public comment about the Administration's offshore oil dril… https://t.co/AT4R6i9sc1
Democrat,RepJimmyPanetta,"Do you receive my newsletter? Sign up here for updates on the work that I am doing in Congress on behalf of #CA20
https://t.co/Q2FCn1raZc"
Democrat,RepJimmyPanetta,Deadline March 9: Don't miss your chance to submit your public comment about the Administration's offshore oil dril… https://t.co/v8toeMaR4B
Democrat,RepJimmyPanetta,"From pay equity, to affordable child care, to access to &amp; affordability for higher education, when every woman can… https://t.co/pnCr4FwxNm"
Democrat,RepJimmyPanetta,"This #WomensHistoryMonth as we recognize &amp; honor the contributions women have made to our country, we must also ren… https://t.co/PDg2RIWBU8"
Democrat,RepJimmyPanetta,"RT @sccounty: “This is another example of our communities coming together to do what we do best, and that’s protect our environment.” - Rep…"
Democrat,RepJimmyPanetta,RT @sccounty: And Monterey Bay Community Power is officially ON!!!! https://t.co/Tgtj8O5gvv
Democrat,RepJimmyPanetta,"Do you receive my newsletter? Sign up here for updates on the work that I am doing in Congress on behalf of #CA20
https://t.co/Q2FCn19zAC"
Democrat,RepJimmyPanetta,High School students: My office is now accepting entries for the 2018 Congressional Art Competition. All submission… https://t.co/HM6lrewwUR
Democrat,RepJimmyPanetta,"I am holding mobile constituent services hours this month in Hollister, Watsonville, and Gonzales. For more informa… https://t.co/bUEQcyw7kQ"
Democrat,RepJimmyPanetta,"There is more rain and heavy winds in store for our region this week. Make sure you &amp; your family are prepared.
• M… https://t.co/PsLSQEw4BH"
Democrat,RepJimmyPanetta,Met with representatives from Second Harvest Food Bank of Santa Clara and San Mateo Counties to discuss the importa… https://t.co/Qwp6Mpcsex
Democrat,RepJimmyPanetta,"Met with representatives from 
Disabled American Veterans of California this week in my Washington, DC office. Than… https://t.co/LLTbdG0YLI"
Democrat,RepStephMurphy,Had a great discussion about America's role in the world at the #CAPIdeas Conference with former White House Chief… https://t.co/CAf9DaZ6Ux
Democrat,RepStephMurphy,RT @CAPSecurity: .@RepStephMurphy: I know the US will get back to its signature combination of power &amp; generosity - the same spirit that sa…
Democrat,RepStephMurphy,RT @ALSFlorida: THANK YOU @RepStephMurphy for taking the time to meet with @ALSFlorida to learn about the critical needs of the #ALS commun…
Democrat,RepStephMurphy,"On #PeaceOfficersMemorialDay, we remember the local, state, and federal law enforcement officers who gave their liv… https://t.co/tZf4mDJY3k"
Democrat,RepStephMurphy,.@BillGates recently visited #FL07 to highlight the ways @UCF is meeting the educational needs of its students and… https://t.co/gpNPBPzQBp
Democrat,RepStephMurphy,"We've hosted listening sessions, town halls, roundtables &amp; Coffees with Your Congresswoman events—&amp; I've attended 2… https://t.co/tYY6DfpNiq"
Democrat,RepStephMurphy,"RT @RepCurbelo: We owe it to our service members, and their families, to better help them transition back to the civilian job market. #BATT…"
Democrat,RepStephMurphy,"After 9/11, I worked at @DeptofDefense &amp; became close friends w/servicemembers. I comforted their families when the… https://t.co/nE9UDICB3s"
Democrat,RepStephMurphy,Great joining @WeAreUnidosUS and @RepDarrenSoto for a roundtable in #Orlando on federal issues affecting central Fl… https://t.co/46ozea6hGY
Democrat,RepStephMurphy,RT @OrlandoPolice: At the #PoliceWeek2018 Candlelight Vigil.  #NeverForget https://t.co/zFZl5eINkx
Democrat,RepStephMurphy,Happy #MothersDay to my mom and all the wonderful mothers who would do anything for their children. https://t.co/gWdUZstQNf
Democrat,RepStephMurphy,"RT @holtschool: Thank YOU for such an inspiring, heartfelt speech! We can tell you these graduates DO see a little of themselves in you 😉 h…"
Democrat,RepStephMurphy,I was deeply inspired by the graduates of the @RollinsCollege @Holtschool today. These men and women have demonstra… https://t.co/Ywa6Ry5m3r
Democrat,RepStephMurphy,“If you have the courage to try; if you are determined and diligent; and if you dedicate yourself to serving others… https://t.co/zrHiB7XEFa
Democrat,RepStephMurphy,I'll be delivering the commencement address at the @RollinsCollege @HoltSchool today at 10 AM. Tune in here to watc… https://t.co/KSvhQcC7An
Democrat,RepStephMurphy,I'll be delivering the commencement address at the @RollinsCollege @HoltSchool tomorrow at 10 AM. Tune in here to w… https://t.co/HPxOWK22mZ
Democrat,RepStephMurphy,"Read about our recent #AcademyDay event at @WinterParkHS, where I brought together reps from our U.S. service acade… https://t.co/ZPwXWcEoi6"
Democrat,RepStephMurphy,"The Orlando area was the most-visited place in the US in 2017, and for good reason! Proud to work in Congress to en… https://t.co/ajsH5kfaJe"
Democrat,RepStephMurphy,Really enjoyed speaking to small business owners from central Florida at the 2018 @Franchising411 symposium this we… https://t.co/mhz4yENzg4
Democrat,RepStephMurphy,"RT @SSNAlerts: Proposals from @RepStephMurphy--with help from @RepCurbelo, @RepBrianMast--included in NDAA: https://t.co/AjzWx2BKNz #SSNale…"
Democrat,RepStephMurphy,RT @Fla_Pol: House defense bill advances with several provisions from Stephanie Murphy https://t.co/st5DowOq5X via @ScottFist #FlaPol https…
Democrat,RepStephMurphy,"5) Since last year, I've fought to ensure the @DeptofDefense's @USNationalGuard counter-drug program has the resour… https://t.co/gKfVm80vNz"
Democrat,RepStephMurphy,"4) It includes language from H.R. 5126, a bipartisan bill I intro'd with @RepBrianMast to deter attacks against Isr… https://t.co/tBngkg0wFf"
Democrat,RepStephMurphy,"3) I secured language in the defense bill to strengthen Orlando’s world-leading modeling, simulation, &amp; training co… https://t.co/CEW6YhJ2YL"
Democrat,RepStephMurphy,"2) The NDAA includes the language of my Microloan Modernization Act, which helps entrepreneurs obtain low-interest… https://t.co/ZGhQxZHLHo"
Democrat,RepStephMurphy,"1) The defense bill includes the core of the BATTLE Act, which I authored with @RepJackBergman to help servicemembe… https://t.co/QqtsKHA6H1"
Democrat,RepStephMurphy,The Armed Services Committee approved the National Defense Authorization Act last night. As a member of the committ… https://t.co/W39VByre6h
Democrat,RepStephMurphy,"Last night at 12:38am, my colleagues on the Armed Services Committee and I approved the 2019 defense authorization… https://t.co/kK1uiHsxRg"
Democrat,RepStephMurphy,RT @RepCurbelo: Very productive panel today with @RepStephMurphy and @ITI_TechTweets advocating for #bipartisan solutions to #DACA and #NAF…
Democrat,RepStephMurphy,RT @alex_borkholder: Proud that my Representative is doing everything she can to reach out to constituents. Call in if you can! #FL07 #FlaP…
Democrat,RepStephMurphy,"We've hosted listening sessions, town halls, roundtables &amp; Coffees with Your Congresswoman -- and I've attended 200… https://t.co/unvO9F7LIX"
Democrat,RepStephMurphy,RT @Franchising411: Thank you @RepStephMurphy for all you do for small businesses franchises in Florida and around the country! https://t.c…
Democrat,RepStephMurphy,"RT @SSNAlerts: .@cathymcmorris, @RepStephMurphy  get ""Spurring Business in Communities Act"" through House: https://t.co/mgbBMLd4Qw #SSNaler…"
Democrat,RepStephMurphy,"It's that time of year again. Today, my colleagues on the Armed Services Committee &amp; I will take up the annual defe… https://t.co/QgUXjhh57Q"
Democrat,RepStephMurphy,"Today is #TeacherAppreciationDay and I thank my high school history teacher, Mr. Waters, and every other teacher th… https://t.co/tD8mnwrhJn"
Democrat,RepStephMurphy,Iran can’t be allowed to obtain nuclear weapons. The Iran deal was not perfect but provided for intrusive inspectio… https://t.co/ExZL8UuHYT
Democrat,RepStephMurphy,RT @TrinityPrepFL: Jessie White '18 has been selected by US Congresswoman @RepStephMurphy as the winner of the 2018 Congressional Art Compe…
Democrat,RepStephMurphy,"Great meeting with reps from @AIDSHealthcare, which operates numerous clinics in CFL that offer affordable treatmen… https://t.co/zOPOG8xx3w"
Democrat,RepStephMurphy,I recently moderated a @MetroPlan_Orl meeting with @USDOT on transportation infrastructure in #Orlando. We had a gr… https://t.co/g5DQfgY1GS
Democrat,RepStephMurphy,Great news:  The House just passed my bill to name the U.S. post office in #Oviedo after @USArmy Sergeant First Cla… https://t.co/euV2zRv6vi
Democrat,RepStephMurphy,"Congrats to Jessie Li White, a senior at @TrinityPrepFL in #WinterPark, for winning this year's #FL07 Congressional… https://t.co/2ZFICZGuXe"
Democrat,RepStephMurphy,True Health is a federally-supported community health center that has been serving patients in CFL since 1977. Last… https://t.co/TM82RQZFbO
Democrat,RepStephMurphy,.@TrinityPrepFL sixth grader Ashley Headrick (right) will be competing in the @NBCGeniusJunior semi-finals tonight.… https://t.co/Y0F9wGykIx
Democrat,RepStephMurphy,"I recently worked w/@SenBillNelson, @SenRubioPress &amp; other FL members to call on Congress to fund 500 new @CBP offi… https://t.co/M14ZVEaFfb"
Democrat,RepStephMurphy,Proud to have worked with colleagues from both parties to help secure this extension so no displaced children from… https://t.co/tVXDEJIjZi
Democrat,RepStephMurphy,"RT @USNationalGuard: Please join us in sending thoughts and prayers to these nine @PRNationalGuard Airmen, their families, friends, loved o…"
Democrat,RepStephMurphy,RT @NawboOrlando: @RepStephMurphy @NAWBONational Thanks for your time! It was a true spirit of collaboration and we are thrilled to continu…
Democrat,RepStephMurphy,RT @TWGradio: Thankful to be with @RepStephMurphy @RepRichmond and many other friends today remembering that this day is about building bri…
Democrat,RepStephMurphy,"Thank you to my friend, colleague, &amp; Ranking Member of the House Ways &amp; Means Cmte. @RepRichardNeal for joining me… https://t.co/JSnNdXv0sB"
Democrat,RepStephMurphy,Pleased to report that @FEMA will extend the Transitional Shelter Assistance program for displaced Puerto Rican fam… https://t.co/Qe0aESHQKf
Democrat,RepStephMurphy,It was great to host a #NationalDayOfPrayer breakfast in #WinterSprings to discuss the need for unity and the impor… https://t.co/mIJRRFrHHn
Democrat,RepStephMurphy,"RT @AetnaNews: “All in for fighting opioid abuse in Florida” – Dr. Garth Graham, president of the Aetna Foundation, describes the Foundatio…"
Democrat,RepStephMurphy,Grateful to the local business leaders and members of @NawboOrlando who joined my roundtable on the challenges faci… https://t.co/3mxqQoPqsn
Democrat,RepStephMurphy,Puerto Rico has a terrific national guard filled with brave American soldiers and airmen. Deeply pained by this new… https://t.co/6HbR3Hs1zP
Democrat,RepStephMurphy,"Very pleased to announce @HelpFLKids will receive $1,123,067 from @ACFHHS @HeadStartgov to improve early childhood… https://t.co/vo48sbdopi"
Democrat,RepStephMurphy,FREE ADMISSION! Join us tomorrow for a #NationalDayofPrayer Breakfast at 8:45 AM in #WinterSprings with special gue… https://t.co/ctXPFRd7sD
Democrat,RepStephMurphy,Such a terrific turnout today at our annual #AcademyDay to learn more about how to apply to a U.S. Service Academy.… https://t.co/XXATcEa9Y0
Democrat,RepStephMurphy,RT @TrinityPrepFL: Today some of our students met with @RepStephMurphy at her congressional art exhibit! The winning pieces will be announc…
Democrat,RepStephMurphy,What a great night showcasing the talents of so many young artists in central Florida who are competing in the… https://t.co/i2BmzLHhLZ
Democrat,RepStephMurphy,"JOIN US! On Thursday, May 3, I'm hosting a #NationalDayofPrayer Breakfast at 8:45 a.m. in #WinterSprings w/special… https://t.co/nrriWCG4X1"
Democrat,RepStephMurphy,6PM to 8PM TONIGHT in #WinterPark --&gt; Are you or someone you know interested in attending a U.S. Service Academy af… https://t.co/l7w4K7o5CO
Democrat,RepStephMurphy,Join me tonight at the @winterparkhs Ninth Grade Center for our 2018 Congressional Art Competition Exhibition (5-7… https://t.co/auvCl1jErp
Democrat,RepStephMurphy,RT @WinterParkFla: Congratulations to Chief White and thank you @RepStephMurphy and Mayor Leary for honoring him today. https://t.co/ia6qoF…
Democrat,RepStephMurphy,"Excited to host the #FL07 #NationalDayofPrayer Breakfast on May 3 at 8:45 AM in #WinterSprings, with @OfficialCBC C… https://t.co/b5A695eCAO"
Democrat,RepStephMurphy,"I recently entered a statement in the Congressional Record in honor of @WinterParkFla Fire Chief Jim White, who wil… https://t.co/wqGcQnzkSj"
Democrat,RepStephMurphy,🚨The deadline to enter the Congressional Art Competition is tomorrow! 🚨It’s open to all high school students from… https://t.co/P0pRu6f1Po
Democrat,RepStephMurphy,The only thing better than having one @UCF alum named Griffin on your team is having two. Congrats to @UCF_Football… https://t.co/LqjmcI4cle
Democrat,RepStephMurphy,"Congrats to @UCF_Football cornerback @_Bigmikee1, wide receiver @TreQuanSmithUCF, and tight end Jordan Akins for be… https://t.co/D5bYrn4VWM"
Democrat,RepStephMurphy,"""Rep. Stephanie Murphy, a Florida Democrat who helped secure the education dollars, said in a press release the fed… https://t.co/iDgpPn4ain"
Democrat,RepStephMurphy,"Today, the U.S. House passed legislation that includes two amendments @USRepKeating &amp; I offered to ensure that fede… https://t.co/eIkgW3c8UZ"
Democrat,RepStephMurphy,"Proud to work w/@SenBillNelson, @SenRubioPress &amp; other FL members to call on Congress to fund 500 new @CBP officers… https://t.co/jDj7sLiAN4"
Democrat,RepStephMurphy,"Honored to meet with Derrick, Dawnasia, and Kevin from @UnderdogDreams in #Orlando. They are raising awareness abou… https://t.co/UOv3Fjvz9M"
Democrat,RepStephMurphy,"Students have until Monday, April 30 to submit their art to the Congressional Art Competition. Join me Tuesday, May… https://t.co/ShhcnEd9Xi"
Democrat,RepStephMurphy,@megabyte407 @CivilAirPatrol Hi Megan. You can also call my office at (888) 205-5421 to learn more about the application process.
Democrat,RepStephMurphy,"Are you a #FL07 high school student interested in attending a U.S. service academy? Join me on Tues, May 1 in… https://t.co/erJbow0QxX"
Democrat,RepStephMurphy,I joined the FL congressional delegation on the House floor today for a moment of silence to honor Sgt. Noel Ramire… https://t.co/9HzWUI4KQI
Democrat,RepStephMurphy,"Thank you @SenSherrodBrown and @SenatorRounds for introducing my bill, the #BattleAct, in the Senate. My bill will… https://t.co/0pM2yM7wZY"
Democrat,RepStephMurphy,It was an honor to escort French President @EmmanuelMacron to the House floor today for his address to a joint sess… https://t.co/nZqcXpVJlv
Democrat,RepStephMurphy,ICYMI: The @usEDgov will soon provide funding to schools that enroll displaced students from #PuertoRico &amp; #USVI. T… https://t.co/wbtbJ9PgxY
Democrat,RepStephMurphy,Honored to speak at an event hosted by the Aetna Foundation and @FADAA12 to discuss the opioid crisis in Florida. P… https://t.co/smV2gNzOOz
Democrat,RepStephMurphy,"Students have until Monday, April 30 to submit their art to the Congressional Art Competition. Join me on Tuesday,… https://t.co/l2JmZWjs6y"
