date,store_nbr,customers
07/19/2014,19,1915
07/19/2014,23,1136
07/19/2014,25,1068
07/19/2014,26,671
07/19/2014,27,1643
07/19/2014,28,1244
07/19/2014,30,714
07/19/2014,31,1458
07/19/2014,32,686
07/19/2014,33,1319
07/19/2014,34,2850
07/19/2014,35,709
07/19/2014,36,1068
07/19/2014,37,1470
07/19/2014,38,2219
07/19/2014,39,1622
07/19/2014,40,1374
07/19/2014,41,1153
07/19/2014,43,1411
07/19/2014,44,4838
07/19/2014,45,4267
07/19/2014,46,4122
07/19/2014,47,4453
07/19/2014,48,3704
07/19/2014,49,2915
07/19/2014,50,3221
07/19/2014,51,2035
07/19/2014,53,922
07/19/2014,54,895
07/20/2014,1,457
07/20/2014,2,1858
07/20/2014,3,3345
07/20/2014,4,1663
07/20/2014,5,1385
07/20/2014,6,1961
07/20/2014,7,1335
07/20/2014,8,2475
07/20/2014,9,1991
07/20/2014,10,906
07/20/2014,11,2169
07/20/2014,12,1142
07/20/2014,13,848
07/20/2014,14,1025
07/20/2014,15,900
07/20/2014,16,1126
07/20/2014,17,1285
07/20/2014,18,1222
07/20/2014,19,1093
07/20/2014,23,966
07/20/2014,25,710
07/20/2014,26,772
07/20/2014,27,1903
07/20/2014,28,1490
07/20/2014,30,673
07/20/2014,31,1605
07/20/2014,32,669
07/20/2014,33,1293
07/20/2014,34,2500
07/20/2014,35,713
07/20/2014,36,1117
07/20/2014,37,1192
07/20/2014,38,2220
07/20/2014,39,1413
07/20/2014,40,1302
07/20/2014,41,1353
07/20/2014,43,1415
07/20/2014,44,4433
07/20/2014,45,4197
07/20/2014,46,4149
07/20/2014,47,4483
07/20/2014,48,3994
07/20/2014,49,2786
07/20/2014,50,2954
07/20/2014,51,2056
07/20/2014,53,1032
07/20/2014,54,1084
07/21/2014,1,1808
07/21/2014,2,1911
07/21/2014,3,3048
07/21/2014,4,1392
07/21/2014,5,1472
07/21/2014,6,1735
07/21/2014,7,1819
07/21/2014,8,2786
07/21/2014,9,2125
07/21/2014,10,1038
07/21/2014,11,2247
07/21/2014,12,1270
07/21/2014,13,1019
07/21/2014,14,1622
07/21/2014,15,1497
07/21/2014,16,994
07/21/2014,17,1275
07/21/2014,18,1346
07/21/2014,19,1310
07/21/2014,23,1053
07/21/2014,25,687
07/21/2014,26,570
07/21/2014,27,1276
07/21/2014,28,1025
07/21/2014,30,705
07/21/2014,31,1321
07/21/2014,32,581
07/21/2014,33,1122
07/21/2014,34,2493
07/21/2014,35,553
07/21/2014,36,980
07/21/2014,37,1524
07/21/2014,38,1613
07/21/2014,39,1437
07/21/2014,40,1587
07/21/2014,41,911
07/21/2014,43,1298
07/21/2014,44,3940
07/21/2014,45,3663
07/21/2014,46,3252
07/21/2014,47,3688
07/21/2014,48,2745
07/21/2014,49,2252
07/21/2014,50,2451
07/21/2014,51,1661
07/21/2014,53,696
07/21/2014,54,860
07/22/2014,1,1761
07/22/2014,2,1813
07/22/2014,3,2823
07/22/2014,4,1390
07/22/2014,5,1378
07/22/2014,6,1643
07/22/2014,7,1622
07/22/2014,8,2649
07/22/2014,9,1997
07/22/2014,10,1095
07/22/2014,11,2334
07/22/2014,12,1174
07/22/2014,13,971
07/22/2014,14,1442
07/22/2014,15,1421
07/22/2014,16,993
07/22/2014,17,1240
07/22/2014,18,1274
07/22/2014,19,1123
07/22/2014,23,1050
07/22/2014,25,649
07/22/2014,26,451
07/22/2014,27,1244
07/22/2014,28,1047
07/22/2014,30,722
07/22/2014,31,1340
07/22/2014,32,533
07/22/2014,33,1172
07/22/2014,34,2282
07/22/2014,35,549
07/22/2014,36,1056
07/22/2014,37,1493
07/22/2014,38,1494
07/22/2014,39,1390
07/22/2014,40,1437
07/22/2014,41,867
07/22/2014,43,1205
07/22/2014,44,3797
07/22/2014,45,3211
07/22/2014,46,3019
07/22/2014,47,3433
07/22/2014,48,2611
07/22/2014,49,2159
07/22/2014,50,2346
07/22/2014,51,1580
07/22/2014,53,654
07/22/2014,54,815
07/23/2014,1,1868
07/23/2014,2,1933
07/23/2014,3,3111
07/23/2014,4,1547
07/23/2014,5,1392
07/23/2014,6,1805
07/23/2014,7,1819
07/23/2014,8,2807
07/23/2014,9,1910
07/23/2014,10,863
07/23/2014,11,1949
07/23/2014,12,1122
07/23/2014,13,860
07/23/2014,14,1384
07/23/2014,15,1264
07/23/2014,16,855
07/23/2014,17,1167
07/23/2014,18,1298
07/23/2014,19,1181
07/23/2014,23,1084
07/23/2014,25,724
07/23/2014,26,588
07/23/2014,27,1324
07/23/2014,28,871
07/23/2014,30,659
07/23/2014,31,1135
07/23/2014,32,489
07/23/2014,33,962
07/23/2014,34,2205
07/23/2014,35,582
07/23/2014,36,889
07/23/2014,37,1607
07/23/2014,38,1654
07/23/2014,39,1231
07/23/2014,40,1187
07/23/2014,41,973
07/23/2014,43,1108
07/23/2014,44,4225
07/23/2014,45,3487
07/23/2014,46,3045
07/23/2014,47,3661
07/23/2014,48,2601
07/23/2014,49,2302
07/23/2014,50,2340
07/23/2014,51,1804
07/23/2014,53,699
07/23/2014,54,775
07/24/2014,1,1679
07/24/2014,2,1798
07/24/2014,3,2740
07/24/2014,4,1309
07/24/2014,5,1395
07/24/2014,6,1602
07/24/2014,7,1769
07/24/2014,8,2572
07/24/2014,9,1899
07/24/2014,10,883
07/24/2014,11,2243
07/24/2014,12,1145
07/24/2014,13,851
07/24/2014,14,1421
07/24/2014,15,1279
07/24/2014,16,831
07/24/2014,17,1086
07/24/2014,18,1337
07/24/2014,19,1071
07/24/2014,23,968
07/24/2014,24,2191
07/24/2014,25,767
07/24/2014,26,422
07/24/2014,27,1137
07/24/2014,28,844
07/24/2014,30,616
07/24/2014,31,1187
07/24/2014,32,492
07/24/2014,33,989
07/24/2014,34,2329
07/24/2014,35,571
07/24/2014,36,920
07/24/2014,37,1499
07/24/2014,38,1509
07/24/2014,39,1268
07/24/2014,40,1181
07/24/2014,41,842
07/24/2014,43,1039
07/24/2014,44,3756
07/24/2014,45,3094
07/24/2014,46,2938
07/24/2014,47,3316
07/24/2014,48,2514
07/24/2014,49,2153
07/24/2014,50,2167
07/24/2014,51,1556
07/24/2014,53,583
07/24/2014,54,755
07/25/2014,1,1835
07/25/2014,2,1927
07/25/2014,3,3095
07/25/2014,4,1465
07/25/2014,5,1453
07/25/2014,6,1648
07/25/2014,7,1792
07/25/2014,8,2858
07/25/2014,9,1761
07/25/2014,10,844
07/25/2014,11,2200
07/25/2014,12,1096
07/25/2014,13,839
07/25/2014,14,1316
07/25/2014,15,1174
07/25/2014,16,842
07/25/2014,17,1002
07/25/2014,18,1188
07/25/2014,19,1105
07/25/2014,23,1117
07/25/2014,24,1816
07/25/2014,25,1723
07/25/2014,26,604
07/25/2014,27,1720
07/25/2014,28,1097
07/25/2014,30,509
07/25/2014,31,1154
07/25/2014,32,572
07/25/2014,33,791
07/25/2014,34,2514
07/25/2014,35,772
07/25/2014,36,1032
07/25/2014,37,1632
07/25/2014,38,1661
07/25/2014,39,1319
07/25/2014,40,1198
07/25/2014,41,909
07/25/2014,43,1193
07/25/2014,44,4140
07/25/2014,45,3667
07/25/2014,46,3172
07/25/2014,47,3603
07/25/2014,48,2728
07/25/2014,49,2316
07/25/2014,50,2590
07/25/2014,51,1794
07/25/2014,53,675
07/25/2014,54,771
07/26/2014,1,1236
07/26/2014,2,2025
07/26/2014,3,3337
07/26/2014,4,1551
07/26/2014,5,1568
07/26/2014,6,1956
07/26/2014,7,1687
07/26/2014,8,2737
07/26/2014,9,2180
07/26/2014,10,1127
07/26/2014,11,2226
07/26/2014,12,1275
07/26/2014,13,1166
07/26/2014,14,1742
07/26/2014,15,1233
07/26/2014,16,1100
07/26/2014,17,1296
07/26/2014,18,1216
07/26/2014,19,1807
07/26/2014,23,1121
07/26/2014,24,2078
07/26/2014,25,1586
07/26/2014,26,626
07/26/2014,27,1607
07/26/2014,28,1192
07/26/2014,30,676
07/26/2014,31,1462
07/26/2014,32,639
07/26/2014,33,1103
07/26/2014,34,2360
07/26/2014,35,807
07/26/2014,36,1094
07/26/2014,37,1465
07/26/2014,38,2164
07/26/2014,39,1510
07/26/2014,40,1299
07/26/2014,41,1146
07/26/2014,43,1308
07/26/2014,44,4746
07/26/2014,45,4228
07/26/2014,46,4016
07/26/2014,47,4275
07/26/2014,48,3427
07/26/2014,49,2688
07/26/2014,50,3103
07/26/2014,51,1645
07/26/2014,53,862
07/26/2014,54,959
07/27/2014,1,494
07/27/2014,2,1787
07/27/2014,3,3304
07/27/2014,4,1553
07/27/2014,5,1398
07/27/2014,6,1986
07/27/2014,7,1336
07/27/2014,8,2505
07/27/2014,9,1900
07/27/2014,10,878
07/27/2014,11,2114
07/27/2014,12,1095
07/27/2014,13,820
07/27/2014,14,965
07/27/2014,15,906
07/27/2014,16,1167
07/27/2014,17,1314
07/27/2014,18,1149
07/27/2014,19,1063
07/27/2014,23,937
07/27/2014,24,1718
07/27/2014,25,877
07/27/2014,26,582
07/27/2014,27,1709
07/27/2014,28,1441
07/27/2014,30,633
07/27/2014,31,1574
07/27/2014,32,571
07/27/2014,33,1273
07/27/2014,34,2421
07/27/2014,35,636
07/27/2014,36,1201
07/27/2014,37,1105
07/27/2014,38,2055
07/27/2014,39,1300
07/27/2014,40,1154
07/27/2014,41,1276
07/27/2014,43,1416
07/27/2014,44,4526
07/27/2014,45,4093
07/27/2014,46,4162
07/27/2014,47,4259
07/27/2014,48,3867
07/27/2014,49,2693
07/27/2014,50,2830
07/27/2014,51,1684
07/27/2014,53,1004
07/27/2014,54,1196
07/28/2014,1,1902
07/28/2014,2,1883
07/28/2014,3,2900
07/28/2014,4,1423
07/28/2014,5,1464
07/28/2014,6,1738
07/28/2014,7,1783
07/28/2014,8,2714
07/28/2014,9,1913
07/28/2014,10,1022
07/28/2014,11,2204
07/28/2014,12,1129
07/28/2014,13,909
07/28/2014,14,1517
07/28/2014,15,1408
07/28/2014,16,946
07/28/2014,17,1277
07/28/2014,18,1316
07/28/2014,19,1228
07/28/2014,23,1005
07/28/2014,24,2237
07/28/2014,25,718
07/28/2014,26,554
07/28/2014,27,1254
07/28/2014,28,1023
07/28/2014,30,683
07/28/2014,31,1201
07/28/2014,32,592
07/28/2014,33,1114
07/28/2014,34,2463
07/28/2014,35,580
07/28/2014,36,1021
07/28/2014,37,1459
07/28/2014,38,1602
07/28/2014,39,1332
07/28/2014,40,1441
07/28/2014,41,858
07/28/2014,43,1270
07/28/2014,44,3830
07/28/2014,45,3331
07/28/2014,46,3074
07/28/2014,47,3428
07/28/2014,48,2648
07/28/2014,49,2133
07/28/2014,50,2390
07/28/2014,51,1655
07/28/2014,53,704
07/28/2014,54,847
07/29/2014,1,1751
07/29/2014,2,1762
07/29/2014,3,2780
07/29/2014,4,1384
07/29/2014,5,1344
07/29/2014,6,1585
07/29/2014,7,1712
07/29/2014,8,2563
07/29/2014,9,1873
07/29/2014,10,1056
07/29/2014,11,2158
07/29/2014,12,1177
07/29/2014,13,851
07/29/2014,14,1384
07/29/2014,15,1312
07/29/2014,16,946
07/29/2014,17,1318
07/29/2014,18,1307
07/29/2014,19,1184
07/29/2014,23,1015
07/29/2014,24,2114
07/29/2014,25,658
07/29/2014,26,490
07/29/2014,27,1186
07/29/2014,28,1045
07/29/2014,30,714
07/29/2014,31,1211
07/29/2014,32,534
07/29/2014,33,1105
07/29/2014,34,2264
07/29/2014,35,590
07/29/2014,36,1060
07/29/2014,37,1490
07/29/2014,38,1528
07/29/2014,39,1364
07/29/2014,40,1396
07/29/2014,41,857
07/29/2014,43,1112
07/29/2014,44,3758
07/29/2014,45,3171
07/29/2014,46,2820
07/29/2014,47,3168
07/29/2014,48,2244
07/29/2014,49,2083
07/29/2014,50,2312
07/29/2014,51,1526
07/29/2014,53,602
07/29/2014,54,758
07/30/2014,1,1845
07/30/2014,2,1861
07/30/2014,3,2981
07/30/2014,4,1411
07/30/2014,5,1423
07/30/2014,6,1622
07/30/2014,7,1829
07/30/2014,8,2731
07/30/2014,9,1797
07/30/2014,10,890
07/30/2014,11,2022
07/30/2014,12,1106
07/30/2014,13,755
07/30/2014,14,1370
07/30/2014,15,1223
07/30/2014,16,817
07/30/2014,17,1098
07/30/2014,18,1188
07/30/2014,19,1236
07/30/2014,23,1102
07/30/2014,24,2355
07/30/2014,25,752
07/30/2014,26,557
07/30/2014,27,1281
07/30/2014,28,907
07/30/2014,30,650
07/30/2014,31,1142
07/30/2014,32,500
07/30/2014,33,920
07/30/2014,34,2180
07/30/2014,35,553
07/30/2014,36,929
07/30/2014,37,1607
07/30/2014,38,1619
07/30/2014,39,1239
07/30/2014,40,1134
07/30/2014,41,909
07/30/2014,43,1090
07/30/2014,44,4128
07/30/2014,45,3310
07/30/2014,46,3052
07/30/2014,47,3543
07/30/2014,48,2522
07/30/2014,49,2211
07/30/2014,50,2374
07/30/2014,51,1730
07/30/2014,53,702
07/30/2014,54,702
07/31/2014,1,1733
07/31/2014,2,1831
07/31/2014,3,2745
07/31/2014,4,1288
07/31/2014,5,1409
07/31/2014,6,1572
07/31/2014,7,1675
07/31/2014,8,2650
07/31/2014,9,2092
07/31/2014,10,887
07/31/2014,11,2321
07/31/2014,12,1146
07/31/2014,13,840
07/31/2014,14,1439
07/31/2014,15,1259
07/31/2014,16,915
07/31/2014,17,1101
07/31/2014,18,1327
07/31/2014,19,1186
07/31/2014,23,998
07/31/2014,24,2208
07/31/2014,25,712
07/31/2014,26,539
07/31/2014,27,1237
07/31/2014,28,1123
07/31/2014,30,720
07/31/2014,31,1326
07/31/2014,32,583
07/31/2014,33,1027
07/31/2014,34,2323
07/31/2014,35,633
07/31/2014,36,1121
07/31/2014,37,1466
07/31/2014,38,1539
07/31/2014,39,1383
07/31/2014,40,1286
07/31/2014,41,887
07/31/2014,43,1178
07/31/2014,44,3836
07/31/2014,45,3236
07/31/2014,46,3075
07/31/2014,47,3470
07/31/2014,48,2776
07/31/2014,49,2104
07/31/2014,50,2300
07/31/2014,51,1503
07/31/2014,53,673
07/31/2014,54,756
08/01/2014,1,1930
08/01/2014,2,2080
08/01/2014,3,3204
08/01/2014,4,1623
08/01/2014,5,1666
08/01/2014,6,1894
08/01/2014,7,2025
08/01/2014,8,2924
08/01/2014,9,2129
08/01/2014,10,1081
08/01/2014,11,2668
08/01/2014,12,1161
08/01/2014,13,941
08/01/2014,14,1454
08/01/2014,15,1347
08/01/2014,16,974
08/01/2014,17,1141
08/01/2014,18,1321
08/01/2014,19,1339
08/01/2014,23,1124
08/01/2014,24,2593
08/01/2014,25,1061
08/01/2014,26,732
08/01/2014,27,1353
08/01/2014,28,1084
08/01/2014,30,685
08/01/2014,31,1350
08/01/2014,32,702
08/01/2014,33,1115
08/01/2014,34,2753
08/01/2014,35,647
08/01/2014,36,1094
08/01/2014,37,1772
08/01/2014,38,1919
08/01/2014,39,1454
08/01/2014,40,1366
08/01/2014,41,1036
08/01/2014,43,1331
08/01/2014,44,4493
08/01/2014,45,4197
08/01/2014,46,3759
08/01/2014,47,4148
08/01/2014,48,3319
08/01/2014,49,2790
08/01/2014,50,2810
08/01/2014,51,1899
08/01/2014,53,791
08/01/2014,54,917
08/02/2014,1,1207
08/02/2014,2,2018
08/02/2014,3,3438
08/02/2014,4,1645
08/02/2014,5,1756
08/02/2014,6,2207
08/02/2014,7,1615
08/02/2014,8,2900
08/02/2014,9,2653
08/02/2014,10,1325
08/02/2014,11,2771
08/02/2014,12,1220
08/02/2014,13,1311
08/02/2014,14,1799
08/02/2014,15,1415
08/02/2014,16,1174
08/02/2014,17,1441
08/02/2014,18,1294
08/02/2014,19,2083
08/02/2014,23,1019
08/02/2014,24,2495
08/02/2014,25,1294
08/02/2014,26,881
08/02/2014,27,1802
08/02/2014,28,1460
08/02/2014,30,749
08/02/2014,31,1739
08/02/2014,32,740
08/02/2014,33,1352
08/02/2014,34,3112
08/02/2014,35,787
08/02/2014,36,1287
08/02/2014,37,1566
08/02/2014,38,2403
08/02/2014,39,1717
08/02/2014,40,1490
08/02/2014,41,1290
08/02/2014,43,1386
08/02/2014,44,5006
08/02/2014,45,4692
08/02/2014,46,4722
08/02/2014,47,4662
08/02/2014,48,4262
08/02/2014,49,2979
08/02/2014,50,3320
08/02/2014,51,2140
08/02/2014,53,1007
08/02/2014,54,1018
08/03/2014,1,459
08/03/2014,2,1821
08/03/2014,3,3303
08/03/2014,4,1600
08/03/2014,5,1586
08/03/2014,6,2041
08/03/2014,7,1366
08/03/2014,8,2636
08/03/2014,9,2397
08/03/2014,10,1007
08/03/2014,11,2802
08/03/2014,12,1130
08/03/2014,13,970
08/03/2014,14,917
08/03/2014,15,1018
08/03/2014,16,1295
08/03/2014,17,1435
08/03/2014,18,1281
08/03/2014,19,1119
08/03/2014,23,917
08/03/2014,24,1977
08/03/2014,25,847
08/03/2014,26,821
08/03/2014,27,1944
08/03/2014,28,1685
08/03/2014,30,732
08/03/2014,31,1835
08/03/2014,32,722
08/03/2014,33,1343
08/03/2014,34,2751
08/03/2014,35,816
08/03/2014,36,1352
08/03/2014,37,1109
08/03/2014,38,2339
08/03/2014,39,1375
08/03/2014,40,1359
08/03/2014,41,1353
08/03/2014,43,1404
08/03/2014,44,4931
08/03/2014,45,4543
08/03/2014,46,4801
08/03/2014,47,4632
08/03/2014,48,4521
08/03/2014,49,2884
08/03/2014,50,3100
08/03/2014,51,2059
08/03/2014,53,1102
08/03/2014,54,1343
08/04/2014,1,1892
08/04/2014,2,1956
08/04/2014,3,3092
08/04/2014,4,1437
08/04/2014,5,1552
08/04/2014,6,1764
08/04/2014,7,1813
08/04/2014,8,2848
08/04/2014,9,2490
08/04/2014,10,1137
08/04/2014,11,2740
08/04/2014,12,1210
08/04/2014,13,985
08/04/2014,15,1451
08/04/2014,16,1025
08/04/2014,17,1286
08/04/2014,18,1397
08/04/2014,19,1394
08/04/2014,23,1049
08/04/2014,24,2343
08/04/2014,25,807
08/04/2014,26,627
08/04/2014,27,1338
08/04/2014,28,1142
08/04/2014,30,725
08/04/2014,31,1337
08/04/2014,32,610
08/04/2014,33,1292
08/04/2014,34,2588
08/04/2014,35,666
08/04/2014,36,1163
08/04/2014,37,1546
08/04/2014,38,1700
08/04/2014,39,1426
08/04/2014,40,1519
08/04/2014,41,989
08/04/2014,43,1388
08/04/2014,44,4272
08/04/2014,45,3846
08/04/2014,46,3568
08/04/2014,47,4056
08/04/2014,48,3329
08/04/2014,49,2441
08/04/2014,50,2612
08/04/2014,51,1706
08/04/2014,53,690
08/04/2014,54,914
08/05/2014,1,1782
08/05/2014,2,1948
08/05/2014,3,2876
08/05/2014,4,1354
08/05/2014,5,1468
08/05/2014,6,1706
08/05/2014,7,1771
08/05/2014,8,2795
08/05/2014,9,2319
08/05/2014,10,1143
08/05/2014,11,2685
08/05/2014,12,1206
08/05/2014,13,952
08/05/2014,15,1382
08/05/2014,16,936
08/05/2014,17,1335
08/05/2014,18,1409
08/05/2014,19,1210
08/05/2014,23,1076
08/05/2014,24,2220
08/05/2014,25,696
08/05/2014,26,587
08/05/2014,27,1223
08/05/2014,28,1182
08/05/2014,30,765
08/05/2014,31,1414
08/05/2014,32,564
08/05/2014,33,1288
08/05/2014,34,2468
08/05/2014,35,676
08/05/2014,36,1246
08/05/2014,37,1533
08/05/2014,38,1577
08/05/2014,39,1494
08/05/2014,40,1466
08/05/2014,41,912
08/05/2014,43,1207
08/05/2014,44,3871
08/05/2014,45,3497
08/05/2014,46,3270
08/05/2014,47,3733
08/05/2014,48,2918
08/05/2014,49,2202
08/05/2014,50,2685
08/05/2014,51,1586
08/05/2014,53,683
08/05/2014,54,862
08/06/2014,1,1791
08/06/2014,2,1996
08/06/2014,3,3033
08/06/2014,4,1447
08/06/2014,5,1542
08/06/2014,6,1692
08/06/2014,7,1740
08/06/2014,8,2914
08/06/2014,9,2035
08/06/2014,10,1004
08/06/2014,11,2552
08/06/2014,12,1146
08/06/2014,13,893
08/06/2014,15,1324
08/06/2014,16,890
08/06/2014,17,1224
08/06/2014,18,1287
08/06/2014,19,1239
08/06/2014,23,1073
08/06/2014,24,2417
08/06/2014,25,863
08/06/2014,26,586
08/06/2014,27,1290
08/06/2014,28,956
08/06/2014,30,663
08/06/2014,31,1185
08/06/2014,32,570
08/06/2014,33,1135
08/06/2014,34,2307
08/06/2014,35,590
08/06/2014,36,981
08/06/2014,37,1540
08/06/2014,38,1758
08/06/2014,39,1276
08/06/2014,40,1352
08/06/2014,41,920
08/06/2014,43,1359
08/06/2014,44,4347
08/06/2014,45,3512
08/06/2014,46,3387
08/06/2014,47,3867
08/06/2014,48,2901
08/06/2014,49,2384
08/06/2014,50,2511
08/06/2014,51,1761
08/06/2014,53,776
08/06/2014,54,771
08/07/2014,1,1657
08/07/2014,2,1732
08/07/2014,3,2686
08/07/2014,4,1309
08/07/2014,5,1330
08/07/2014,6,1558
08/07/2014,7,1633
08/07/2014,8,2700
08/07/2014,9,2163
08/07/2014,10,1035
08/07/2014,11,2451
08/07/2014,12,1179
08/07/2014,13,907
08/07/2014,15,1332
08/07/2014,16,881
08/07/2014,17,1185
08/07/2014,18,1333
08/07/2014,19,1081
08/07/2014,23,1056
08/07/2014,24,2154
08/07/2014,25,838
08/07/2014,26,485
08/07/2014,27,1283
08/07/2014,28,987
08/07/2014,30,702
08/07/2014,31,1218
08/07/2014,32,573
08/07/2014,33,1088
08/07/2014,34,2432
08/07/2014,35,600
08/07/2014,36,1003
08/07/2014,37,1476
08/07/2014,38,1616
08/07/2014,39,1363
08/07/2014,40,1221
08/07/2014,41,918
08/07/2014,43,1391
08/07/2014,44,3844
08/07/2014,45,3373
08/07/2014,46,3089
08/07/2014,47,3453
08/07/2014,48,2771
08/07/2014,49,2229
08/07/2014,50,2343
08/07/2014,51,1510
08/07/2014,53,690
08/07/2014,54,762
08/08/2014,1,1835
08/08/2014,2,1840
08/08/2014,3,2998
08/08/2014,4,1486
08/08/2014,5,1540
08/08/2014,6,1715
08/08/2014,7,1845
08/08/2014,8,2873
08/08/2014,9,1888
08/08/2014,10,940
08/08/2014,11,2401
08/08/2014,12,1058
08/08/2014,13,900
08/08/2014,15,1333
08/08/2014,16,849
08/08/2014,17,1099
08/08/2014,18,1292
08/08/2014,19,1226
08/08/2014,23,1060
08/08/2014,24,2405
08/08/2014,25,1138
08/08/2014,26,583
08/08/2014,27,1247
08/08/2014,28,902
08/08/2014,30,638
08/08/2014,31,1254
08/08/2014,32,511
08/08/2014,33,986
08/08/2014,34,2647
08/08/2014,35,552
08/08/2014,36,1066
08/08/2014,37,1603
08/08/2014,38,1718
08/08/2014,39,1392
08/08/2014,40,1169
08/08/2014,41,963
08/08/2014,43,1323
08/08/2014,44,4377
08/08/2014,45,3822
08/08/2014,46,3274
08/08/2014,47,3718
08/08/2014,48,2819
08/08/2014,49,2450
08/08/2014,50,2686
08/08/2014,51,1772
08/08/2014,53,673
08/08/2014,54,832
08/09/2014,1,1216
08/09/2014,2,1984
08/09/2014,3,3178
08/09/2014,4,1628
08/09/2014,5,1586
08/09/2014,6,1937
08/09/2014,7,1611
08/09/2014,8,2675
08/09/2014,9,2299
08/09/2014,10,1188
08/09/2014,11,2417
08/09/2014,12,1166
08/09/2014,13,1181
08/09/2014,15,1260
08/09/2014,16,1064
08/09/2014,17,1356
08/09/2014,18,1207
08/09/2014,19,1987
08/09/2014,23,1014
08/09/2014,24,2294
08/09/2014,25,1361
08/09/2014,26,665
08/09/2014,27,1674
08/09/2014,28,1313
08/09/2014,30,752
08/09/2014,31,1502
08/09/2014,32,688
08/09/2014,33,1291
08/09/2014,34,2790
08/09/2014,35,661
08/09/2014,36,1158
08/09/2014,37,1397
08/09/2014,38,2199
08/09/2014,39,1579
08/09/2014,40,1353
08/09/2014,41,1196
08/09/2014,43,1416
08/09/2014,44,4715
08/09/2014,45,4197
08/09/2014,46,4186
08/09/2014,47,4357
08/09/2014,48,3528
08/09/2014,49,2777
08/09/2014,50,3256
08/09/2014,51,1822
08/09/2014,53,935
08/09/2014,54,994
08/10/2014,1,477
08/10/2014,2,1800
08/10/2014,3,3146
08/10/2014,4,1537
08/10/2014,5,1474
08/10/2014,6,1880
08/10/2014,7,1312
08/10/2014,8,2482
08/10/2014,9,2087
08/10/2014,10,919
08/10/2014,11,2382
08/10/2014,12,1124
08/10/2014,13,711
08/10/2014,15,944
08/10/2014,16,1177
08/10/2014,17,1272
08/10/2014,18,1141
08/10/2014,19,1037
08/10/2014,23,943
08/10/2014,24,1733
08/10/2014,25,818
08/10/2014,26,688
08/10/2014,27,1855
08/10/2014,28,1479
08/10/2014,30,672
08/10/2014,31,1635
08/10/2014,32,646
08/10/2014,33,1296
08/10/2014,34,2408
08/10/2014,35,665
08/10/2014,36,1184
08/10/2014,37,1026
08/10/2014,38,2015
08/10/2014,39,1322
08/10/2014,40,1260
08/10/2014,41,1288
08/10/2014,43,1464
08/10/2014,44,4738
08/10/2014,45,4217
08/10/2014,46,4140
08/10/2014,47,4300
08/10/2014,48,3838
08/10/2014,49,2653
08/10/2014,50,2955
08/10/2014,51,1784
08/10/2014,53,989
08/10/2014,54,1272
08/11/2014,1,1824
08/11/2014,2,1863
08/11/2014,3,2878
08/11/2014,4,1469
08/11/2014,5,1598
08/11/2014,6,1726
08/11/2014,7,1680
08/11/2014,8,2773
08/11/2014,9,2148
08/11/2014,10,1087
08/11/2014,11,2354
08/11/2014,12,1188
08/11/2014,13,942
08/11/2014,15,1418
08/11/2014,16,948
08/11/2014,17,1294
08/11/2014,18,1419
08/11/2014,19,1286
08/11/2014,23,1025
08/11/2014,24,2240
08/11/2014,25,852
08/11/2014,26,534
08/11/2014,27,1354
08/11/2014,28,1121
08/11/2014,30,663
08/11/2014,31,1336
08/11/2014,32,572
08/11/2014,33,1164
08/11/2014,34,2409
08/11/2014,35,625
08/11/2014,36,1044
08/11/2014,37,1505
08/11/2014,38,1597
08/11/2014,39,1400
08/11/2014,40,1543
08/11/2014,41,960
08/11/2014,43,1424
08/11/2014,44,4383
08/11/2014,45,3536
08/11/2014,46,3314
08/11/2014,47,3597
08/11/2014,48,2824
08/11/2014,49,2309
08/11/2014,50,2484
08/11/2014,51,1536
08/11/2014,53,700
08/11/2014,54,962
08/12/2014,1,1701
08/12/2014,2,1725
08/12/2014,3,2609
08/12/2014,4,1391
08/12/2014,5,1483
08/12/2014,6,1457
08/12/2014,7,1653
08/12/2014,8,2526
08/12/2014,9,1777
08/12/2014,10,1178
08/12/2014,11,2303
08/12/2014,12,1120
08/12/2014,13,943
08/12/2014,15,1340
08/12/2014,16,1001
08/12/2014,17,1260
08/12/2014,18,1414
08/12/2014,19,1193
08/12/2014,23,978
08/12/2014,24,2221
08/12/2014,25,792
08/12/2014,26,485
08/12/2014,27,1251
08/12/2014,28,1054
08/12/2014,30,714
08/12/2014,31,1315
08/12/2014,32,575
08/12/2014,33,1213
08/12/2014,34,2314
08/12/2014,35,614
08/12/2014,36,1183
08/12/2014,37,1335
08/12/2014,38,1465
08/12/2014,39,1352
08/12/2014,40,1471
08/12/2014,41,920
08/12/2014,43,1275
08/12/2014,44,3927
08/12/2014,45,3172
08/12/2014,46,3017
08/12/2014,47,2781
08/12/2014,48,2455
08/12/2014,49,2037
08/12/2014,50,2467
08/12/2014,51,1374
08/12/2014,53,639
08/12/2014,54,810
08/13/2014,1,1868
08/13/2014,2,1948
08/13/2014,3,2991
08/13/2014,4,1502
08/13/2014,5,1466
08/13/2014,6,1730
08/13/2014,7,1812
08/13/2014,8,2820
08/13/2014,9,1881
08/13/2014,10,958
08/13/2014,11,2167
08/13/2014,12,1176
08/13/2014,13,839
08/13/2014,15,1300
08/13/2014,16,885
08/13/2014,17,1100
08/13/2014,18,1309
08/13/2014,19,1216
