date,wp,ws
2009092319,0.256,4.78
2009092320,0.261,4.7
2009092321,0.396,4.35
2009092322,0.391,3.64
2009092323,0.34600000000000003,2.79
2009092400,0.29100000000000004,2.14
2009092401,0.226,2.19
2009092402,0.231,2.12
2009092403,0.17,2.18
2009092404,0.105,2.21
2009092405,0.055,2.16
2009092406,0.07,2.05
2009092407,0.04,1.98
2009092408,0.005,2.0
2009092409,0.0,2.05
2009092410,0.0,2.0
2009092411,0.03,1.91
2009092412,0.05,1.91
2009092413,0.035,2.11
2009092414,0.01,2.4
2009092415,0.005,2.68
2009092416,0.0,2.91
2009092417,0.0,3.2
2009092418,0.005,3.56
2009092419,0.045,3.87
2009092420,0.05,4.03
2009092421,0.12,3.96
2009092422,0.14,3.62
2009092423,0.075,3.17
2009092500,0.16,2.79
2009092501,0.221,2.91
2009092502,0.12,2.99
2009092503,0.16,3.18
2009092504,0.155,3.35
2009092505,0.20600000000000002,3.43
2009092506,0.12,3.31
2009092507,0.09,2.98
2009092508,0.135,2.68
2009092509,0.24100000000000002,2.65
2009092510,0.226,2.87
2009092511,0.17,3.17
2009092512,0.221,3.45
2009092513,0.221,3.75
2009092514,0.261,4.12
2009092515,0.175,4.5
2009092516,0.125,4.72
2009092517,0.095,4.77
2009092518,0.065,4.73
2009092519,0.04,4.7
2009092520,0.05,4.61
2009092521,0.05,4.36
2009092522,0.04,3.85
2009092523,0.065,3.28
2009092600,0.13,2.91
2009092601,0.195,3.07
2009092602,0.261,3.24
2009092603,0.35600000000000004,3.42
2009092604,0.251,3.47
2009092605,0.28600000000000003,3.43
2009092606,0.316,3.39
2009092607,0.35100000000000003,3.37
2009092608,0.28600000000000003,3.34
2009092609,0.35100000000000003,3.19
2009092610,0.29600000000000004,2.91
2009092611,0.24600000000000002,2.66
2009092612,0.16,2.68
2009092613,0.11,3.15
2009092614,0.055,3.87
2009092615,0.075,4.54
2009092616,0.14,4.92
2009092617,0.1,5.05
2009092618,0.115,5.05
2009092619,0.065,5.03
2009092620,0.105,5.03
2009092621,0.13,4.99
2009092622,0.115,4.78
2009092623,0.135,4.49
2009092700,0.11,4.26
2009092701,0.075,3.4
2009092702,0.085,3.32
2009092703,0.09,3.31
2009092704,0.06,3.26
2009092705,0.02,3.1
2009092706,0.015,2.76
2009092707,0.0,2.22
2009092708,0.005,1.59
2009092709,0.005,1.18
2009092710,0.045,1.37
2009092711,0.03,1.97
2009092712,0.045,2.62
2009092713,0.04,3.15
2009092714,0.065,3.59
2009092715,0.05,3.96
2009092716,0.065,4.27
2009092717,0.1,4.52
2009092718,0.165,4.69
2009092719,0.155,4.78
2009092720,0.13,4.68
2009092721,0.125,4.27
2009092722,0.19,3.51
2009092723,0.09,2.7
2009092800,0.09,2.25
2009092801,0.145,2.51
2009092802,0.19,2.76
2009092803,0.336,3.01
2009092804,0.381,3.2
2009092805,0.361,3.39
2009092806,0.456,3.63
2009092807,0.506,3.95
2009092808,0.466,4.43
2009092809,0.47100000000000003,5.32
2009092810,0.687,6.84
2009092811,0.5760000000000001,8.19
2009092812,0.7070000000000001,8.13
2009092813,0.667,6.83
2009092814,0.526,7.5
2009092815,0.652,9.71
2009092816,0.887,10.54
2009092817,0.877,10.01
2009092818,0.872,9.11
2009092819,0.862,8.28
2009092820,0.8320000000000001,7.59
2009092821,0.7120000000000001,7.19
2009092822,0.35600000000000004,7.31
2009092823,0.42100000000000004,7.83
2009092900,0.907,8.39
2009092901,0.907,6.55
2009092902,0.8170000000000001,6.35
2009092903,0.672,6.35
2009092904,0.642,6.61
2009092905,0.732,6.87
2009092906,0.747,6.81
2009092907,0.747,6.22
2009092908,0.787,5.46
2009092909,0.737,4.99
2009092910,0.5710000000000001,5.05
2009092911,0.396,5.18
2009092912,0.221,4.72
2009092913,0.366,3.99
2009092914,0.396,4.97
2009092915,0.7070000000000001,7.03
2009092916,0.802,8.55
2009092917,0.812,9.38
2009092918,0.777,9.57
2009092919,0.747,9.06
2009092920,0.792,8.17
2009092921,0.802,7.37
2009092922,0.777,7.05
2009092923,0.722,7.1
2009093000,0.657,7.27
2009093001,0.657,6.94
2009093002,0.652,6.7
2009093003,0.647,6.39
2009093004,0.667,5.99
2009093005,0.541,5.56
2009093006,0.48100000000000004,5.09
2009093007,0.441,4.62
2009093008,0.456,4.13
2009093009,0.35100000000000003,3.65
2009093010,0.306,3.26
2009093011,0.21600000000000003,3.17
2009093012,0.21600000000000003,3.67
2009093013,0.21600000000000003,4.88
2009093014,0.195,6.38
2009093015,0.221,7.58
2009093016,0.24100000000000002,8.08
2009093017,0.251,8.01
2009093018,0.271,7.64
2009093019,0.261,7.19
2009093020,0.266,6.67
2009093021,0.281,6.12
2009093022,0.311,5.51
2009093023,0.261,4.89
2009100100,,4.32
2009100101,,2.81
2009100102,,2.45
2009100103,,2.2
2009100104,,1.97
2009100105,,1.79
2009100106,,1.72
2009100107,,1.72
2009100108,,1.76
2009100109,,1.83
2009100110,,1.93
2009100111,,2.13
2009100112,,2.53
2009100113,,3.19
2009100114,,3.97
2009100115,,4.64
2009100116,,5.01
2009100117,,5.08
2009100118,,4.9
2009100119,,4.52
2009100120,,4.03
2009100121,,3.48
2009100122,,2.83
2009100123,,2.13
2009100200,,1.47
2009100201,,1.2
2009100202,,1.23
2009100203,,1.29
2009100204,,1.4
2009100205,,1.6
2009100206,,1.81
2009100207,,1.92
2009100208,,1.94
2009100209,,1.93
2009100210,,1.98
2009100211,,2.28
2009100212,,3.05
2009100213,,4.43
2009100214,,6.04
2009100215,,7.37
2009100216,,8.02
2009100217,,8.15
2009100218,,8.03
2009100219,,7.92
2009100220,,7.79
2009100221,,7.55
2009100222,,7.1
2009100223,,6.4
2009100300,,5.45
2009100301,,4.9
2009100302,,4.09
2009100303,,4.08
2009100304,,3.96
2009100305,,3.49
2009100306,,2.97
2009100307,,2.75
2009100308,,2.77
2009100309,,2.91
2009100310,,3.06
2009100311,,3.26
2009100312,,3.64
2009100313,,4.26
2009100314,,4.99
2009100315,,5.65
2009100316,,6.11
2009100317,,6.4
2009100318,,6.46
2009100319,,6.16
2009100320,,5.55
2009100321,,4.77
2009100322,,3.99
2009100323,,3.34
2009100400,,2.94
2009100401,,2.98
2009100402,,3.1
2009100403,,3.22
2009100404,,3.21
2009100405,,3.09
2009100406,,2.97
2009100407,,2.93
2009100408,,2.97
2009100409,,3.05
2009100410,,3.13
2009100411,,3.25
2009100412,,3.47
2009100413,,3.85
2009100414,,4.33
2009100415,,4.83
2009100416,,5.28
2009100417,,5.62
2009100418,,5.85
2009100419,,5.95
2009100420,,5.87
2009100421,,5.47
2009100422,,4.62
2009100423,,3.64
2009100500,,2.96
2009100501,,2.98
2009100502,,3.19
2009100503,,3.53
2009100504,,3.8
2009100505,,3.99
2009100506,,4.15
2009100507,,4.3
2009100508,,4.39
2009100509,,4.38
2009100510,,4.27
2009100511,,4.26
2009100512,,4.6
2009100513,,5.49
2009100514,,6.68
2009100515,,7.68
2009100516,,8.15
2009100517,,8.23
2009100518,,8.21
2009100519,,8.27
2009100520,,8.17
2009100521,,7.55
2009100522,,6.22
2009100523,,4.62
2009100600,,3.32
2009100601,,2.38
2009100602,,2.4
2009100603,,2.65
2009100604,,2.82
2009100605,,2.89
2009100606,,2.91
2009100607,,2.86
2009100608,,2.77
2009100609,,2.63
2009100610,,2.45
2009100611,,2.3
2009100612,,2.23
2009100613,,2.29
2009100614,,2.5
2009100615,,2.88
2009100616,,3.37
2009100617,,3.7
2009100618,,3.57
2009100619,,2.89
2009100620,,2.29
2009100621,,2.5
2009100622,,3.26
2009100623,,4.13
2009100700,,5.08
2009100701,,5.45
2009100702,,5.97
2009100703,,6.04
2009100704,,5.61
2009100705,,5.17
2009100706,,5.21
2009100707,,5.83
2009100708,,6.86
2009100709,,7.64
2009100710,,7.6
2009100711,,7.0
2009100712,,6.44
2009100713,,7.06
2009100714,,9.16
2009100715,,11.4
2009100716,,12.56
2009100717,,12.68
2009100718,,12.2
2009100719,,11.49
2009100720,,10.52
2009100721,,9.13
2009100722,,7.24
2009100723,,5.26
2009100800,,3.72
2009100801,,3.04
2009100802,,2.91
2009100803,,3.0
2009100804,,3.04
2009100805,,3.01
2009100806,,2.94
2009100807,,2.93
2009100808,,2.98
2009100809,,2.95
2009100810,,2.71
2009100811,,2.48
2009100812,,2.65
2009100813,,3.47
2009100814,,4.63
2009100815,,5.66
2009100816,,6.22
2009100817,,6.38
2009100818,,6.27
2009100819,,5.99
2009100820,,5.56
2009100821,,4.95
2009100822,,4.19
2009100823,,3.44
2009100900,,2.92
2009100901,,3.09
2009100902,,3.38
2009100903,,3.69
2009100904,,3.75
2009100905,,3.6
2009100906,,3.31
2009100907,,2.97
2009100908,,2.58
2009100909,,2.07
2009100910,,1.4
2009100911,,0.66
2009100912,,0.04
2009100913,,0.76
2009100914,,1.6
2009100915,,2.53
2009100916,,3.44
2009100917,,4.2
2009100918,,4.65
2009100919,,4.72
2009100920,,4.61
2009100921,,4.55
2009100922,,4.72
2009100923,,5.07
2009101000,,5.49
2009101001,,4.56
2009101002,,4.91
2009101003,,5.09
2009101004,,5.0
2009101005,,4.69
2009101006,,4.29
2009101007,,3.94
2009101008,,3.73
2009101009,,3.47
2009101010,,2.96
2009101011,,2.5
2009101012,,2.56
2009101013,,3.36
2009101014,,4.47
2009101015,,5.24
2009101016,,5.25
2009101017,,4.88
2009101018,,4.74
2009101019,,5.25
2009101020,,5.92
2009101021,,6.07
2009101022,,5.29
2009101023,,4.17
2009101100,,3.45
2009101101,,3.35
2009101102,,4.34
2009101103,,5.36
2009101104,,5.79
2009101105,,5.69
2009101106,,5.27
2009101107,,4.68
2009101108,,4.05
2009101109,,3.51
2009101110,,3.15
2009101111,,3.13
2009101112,,3.73
2009101113,,5.17
2009101114,,6.95
2009101115,,8.27
2009101116,,8.58
2009101117,,8.19
2009101118,,7.64
2009101119,,7.36
2009101120,,7.14
2009101121,,6.61
2009101122,,5.54
2009101123,,4.29
2009101200,,3.39
2009101201,,2.82
2009101202,,3.1
2009101203,,3.45
2009101204,,3.64
2009101205,,3.6
2009101206,,3.34
2009101207,,2.9
2009101208,,2.46
2009101209,,2.14
2009101210,,1.95
2009101211,,1.82
2009101212,,1.73
2009101213,,1.68
2009101214,,1.71
2009101215,,1.76
2009101216,,1.77
2009101217,,1.75
2009101218,,1.76
2009101219,,1.83
2009101220,,1.91
2009101221,,1.93
2009101222,,1.86
2009101223,,1.73
2009101300,,1.53
2009101301,,1.09
2009101302,,1.19
2009101303,,1.16
2009101304,,0.91
2009101305,,0.76
2009101306,,0.89
2009101307,,1.05
2009101308,,1.29
2009101309,,1.76
2009101310,,2.52
2009101311,,3.4
2009101312,,4.19
2009101313,,4.91
2009101314,,5.72
2009101315,,6.51
2009101316,,7.01
2009101317,,7.21
2009101318,,7.27
2009101319,,7.26
2009101320,,7.05
2009101321,,6.42
2009101322,,5.28
2009101323,,4.01
2009101400,,3.06
2009101401,,2.59
2009101402,,2.75
2009101403,,3.07
2009101404,,3.13
2009101405,,3.01
2009101406,,2.9
2009101407,,2.94
2009101408,,3.02
2009101409,,2.99
2009101410,,2.77
2009101411,,2.49
2009101412,,2.34
2009101413,,2.44
2009101414,,2.63
2009101415,,2.73
2009101416,,2.62
2009101417,,2.49
2009101418,,2.51
2009101419,,2.75
2009101420,,3.06
2009101421,,3.19
2009101422,,2.98
2009101423,,2.57
2009101500,,2.22
2009101501,,2.63
2009101502,,2.74
2009101503,,2.8
2009101504,,2.71
2009101505,,2.62
2009101506,,2.68
2009101507,,2.86
2009101508,,2.99
2009101509,,2.93
2009101510,,2.66
2009101511,,2.43
2009101512,,2.59
2009101513,,3.32
2009101514,,4.31
2009101515,,5.12
2009101516,,5.42
2009101517,,5.42
2009101518,,5.43
2009101519,,5.65
2009101520,,5.84
2009101521,,5.66
2009101522,,4.9
2009101523,,3.9
2009101600,,3.13
2009101601,,3.01
2009101602,,3.44
2009101603,,3.86
2009101604,,3.93
2009101605,,3.74
2009101606,,3.51
2009101607,,3.37
2009101608,,3.31
2009101609,,3.27
2009101610,,3.22
2009101611,,3.27
2009101612,,3.54
2009101613,,4.07
2009101614,,4.67
2009101615,,5.06
2009101616,,5.05
2009101617,,4.82
2009101618,,4.67
2009101619,,4.77
2009101620,,4.91
2009101621,,4.77
2009101622,,4.13
2009101623,,3.25
2009101700,,2.5
2009101701,,2.61
2009101702,,2.47
2009101703,,2.46
2009101704,,2.53
2009101705,,2.61
2009101706,,2.65
2009101707,,2.66
2009101708,,2.66
2009101709,,2.58
2009101710,,2.36
2009101711,,2.22
2009101712,,2.44
2009101713,,3.2
2009101714,,4.11
2009101715,,4.64
2009101716,,4.44
2009101717,,3.86
2009101718,,3.42
2009101719,,3.47
2009101720,,3.75
2009101721,,3.89
2009101722,,3.61
2009101723,,3.12
2009101800,,2.73
2009101801,,3.14
2009101802,,3.16
2009101803,,3.14
2009101804,,3.12
2009101805,,3.11
2009101806,,3.1
2009101807,,3.05
2009101808,,2.97
2009101809,,2.87
2009101810,,2.74
2009101811,,2.56
2009101812,,2.35
2009101813,,2.1
2009101814,,1.83
2009101815,,1.5
2009101816,,1.11
2009101817,,0.8
2009101818,,0.84
2009101819,,1.19
2009101820,,1.59
2009101821,,1.91
2009101822,,2.12
2009101823,,2.31
2009101900,,2.56
2009101901,,1.11
2009101902,,2.24
2009101903,,3.13
2009101904,,3.44
2009101905,,3.37
2009101906,,3.23
2009101907,,3.25
2009101908,,3.36
2009101909,,3.36
2009101910,,3.19
2009101911,,3.1
2009101912,,3.43
2009101913,,4.4
2009101914,,5.66
2009101915,,6.7
2009101916,,7.17
2009101917,,7.19
2009101918,,7.03
2009101919,,6.88
2009101920,,6.66
2009101921,,6.21
2009101922,,5.47
2009101923,,4.67
2009102000,,4.13
2009102001,,4.67
2009102002,,4.64
2009102003,,4.69
2009102004,,4.73
2009102005,,4.72
2009102006,,4.61
2009102007,,4.35
2009102008,,3.98
2009102009,,3.52
2009102010,,3.02
2009102011,,2.67
2009102012,,2.62
2009102013,,2.99
2009102014,,3.58
2009102015,,4.07
2009102016,,4.22
2009102017,,4.07
2009102018,,3.75
2009102019,,3.38
2009102020,,2.98
2009102021,,2.51
2009102022,,1.96
2009102023,,1.39
2009102100,,0.96
2009102101,,0.9
2009102102,,0.81
2009102103,,0.69
2009102104,,0.64
2009102105,,0.61
2009102106,,0.57
2009102107,,0.56
2009102108,,0.68
2009102109,,0.86
2009102110,,1.01
2009102111,,1.2
2009102112,,1.44
2009102113,,1.69
2009102114,,1.99
2009102115,,2.42
2009102116,,3.01
2009102117,,3.63
2009102118,,4.1
2009102119,,4.31
2009102120,,4.3
2009102121,,4.15
2009102122,,3.98
2009102123,,3.94
2009102200,,4.0
2009102201,,3.5
2009102202,,3.73
2009102203,,3.94
2009102204,,4.14
2009102205,,4.34
2009102206,,4.55
2009102207,,4.77
2009102208,,4.96
2009102209,,5.06
2009102210,,5.06
2009102211,,5.21
2009102212,,5.82
2009102213,,7.0
2009102214,,8.08
2009102215,,8.28
2009102216,,7.4
2009102217,,6.67
2009102218,,6.84
2009102219,,7.1
2009102220,,6.93
2009102221,,6.5
2009102222,,6.2
2009102223,,6.12
2009102300,,6.15
2009102301,,5.76
2009102302,,5.58
2009102303,,5.4
2009102304,,5.27
2009102305,,5.19
2009102306,,5.18
2009102307,,5.29
2009102308,,5.49
2009102309,,5.69
2009102310,,5.82
2009102311,,5.95
2009102312,,6.18
2009102313,,6.58
2009102314,,7.05
2009102315,,7.4
2009102316,,7.52
2009102317,,7.52
2009102318,,7.55
2009102319,,7.72
2009102320,,7.98
2009102321,,8.26
2009102322,,8.48
2009102323,,8.58
2009102400,,8.49
2009102401,,7.8
2009102402,,7.13
2009102403,,6.18
2009102404,,5.18
2009102405,,4.68
2009102406,,4.87
2009102407,,5.29
2009102408,,5.64
2009102409,,5.93
2009102410,,6.25
2009102411,,6.61
2009102412,,7.0
2009102413,,7.39
2009102414,,7.78
2009102415,,8.17
2009102416,,8.55
2009102417,,8.83
2009102418,,8.81
2009102419,,8.31
2009102420,,7.48
2009102421,,6.61
2009102422,,5.96
2009102423,,5.58
2009102500,,5.49
2009102501,,5.8
2009102502,,6.14
2009102503,,6.46
2009102504,,6.51
2009102505,,6.34
2009102506,,6.05
2009102507,,5.72
2009102508,,5.28
2009102509,,4.63
2009102510,,3.76
2009102511,,3.04
2009102512,,2.92
2009102513,,3.7
2009102514,,4.89
2009102515,,5.81
2009102516,,5.97
2009102517,,5.54
2009102518,,4.88
2009102519,,4.26
2009102520,,3.73
2009102521,,3.34
2009102522,,3.16
2009102523,,3.12
2009102600,,2.93
2009102601,,2.62
2009102602,,2.05
2009102603,,1.86
2009102604,,1.94
2009102605,,2.01
2009102606,,2.08
2009102607,,2.16
2009102608,,2.22
2009102609,,2.24
2009102610,,2.23
2009102611,,2.33
2009102612,,2.68
2009102613,,3.37
2009102614,,4.17
2009102615,,4.82
2009102616,,5.14
2009102617,,5.2
2009102618,,5.16
2009102619,,5.12
2009102620,,5.03
2009102621,,4.8
2009102622,,4.41
2009102623,,4.0
2009102700,,3.73
2009102701,,2.75
2009102702,,2.69
2009102703,,2.75
2009102704,,2.76
2009102705,,2.74
2009102706,,2.82
2009102707,,3.05
2009102708,,3.31
2009102709,,3.39
2009102710,,3.16
2009102711,,2.93
2009102712,,2.97
2009102713,,3.4
2009102714,,3.95
2009102715,,4.38
2009102716,,4.77
2009102717,,5.38
2009102718,,5.8
2009102719,,5.39
2009102720,,4.41
2009102721,,3.32
2009102722,,2.38
2009102723,,1.63
2009102800,,1.19
2009102801,,2.12
2009102802,,2.07
2009102803,,2.06
2009102804,,2.17
2009102805,,2.34
2009102806,,2.48
2009102807,,2.56
2009102808,,2.61
2009102809,,2.57
2009102810,,2.42
2009102811,,2.34
2009102812,,2.47
2009102813,,2.72
2009102814,,2.9
2009102815,,2.82
2009102816,,2.41
2009102817,,2.01
2009102818,,1.99
2009102819,,2.55
2009102820,,3.25
2009102821,,3.45
2009102822,,2.74
2009102823,,1.68
2009102900,,1.15
2009102901,,1.85
2009102902,,1.61
2009102903,,1.4
2009102904,,1.22
2009102905,,1.15
2009102906,,1.17
2009102907,,1.16
2009102908,,1.09
2009102909,,0.96
2009102910,,0.83
2009102911,,0.76
2009102912,,0.75
2009102913,,0.8
2009102914,,0.98
2009102915,,1.28
2009102916,,1.61
2009102917,,1.94
2009102918,,2.3
2009102919,,2.69
2009102920,,3.13
2009102921,,3.58
2009102922,,3.98
2009102923,,4.33
2009103000,,4.64
2009103001,,3.95
2009103002,,4.07
2009103003,,4.26
2009103004,,4.53
2009103005,,4.84
2009103006,,5.14
2009103007,,5.37
2009103008,,5.53
2009103009,,5.59
2009103010,,5.57
2009103011,,5.58
2009103012,,5.79
2009103013,,6.31
2009103014,,6.99
2009103015,,7.63
2009103016,,8.07
2009103017,,8.29
2009103018,,8.33
2009103019,,8.23
2009103020,,8.07
2009103021,,7.87
2009103022,,7.69
2009103023,,7.64
2009103100,,7.74
2009103101,,8.31
2009103102,,8.88
2009103103,,9.52
2009103104,,10.02
2009103105,,10.12
2009103106,,9.59
2009103107,,8.48
2009103108,,7.55
2009103109,,7.3
2009103110,,7.48
2009103111,,7.85
2009103112,,8.34
2009103113,,8.8
2009103114,,9.19
2009103115,,9.51
2009103116,,9.8
2009103117,,10.05
2009103118,,10.11
2009103119,,9.85
2009103120,,9.31
2009103121,,8.62
2009103122,,7.9
2009103123,,7.14
2009110100,0.662,6.33
2009110101,0.612,4.98
2009110102,0.642,4.79
2009110103,0.637,4.81
2009110104,0.451,4.81
2009110105,0.501,4.71
2009110106,0.47600000000000003,4.44
2009110107,0.331,3.98
2009110108,0.231,3.45
2009110109,0.175,2.96
2009110110,0.17,2.63
2009110111,0.105,2.51
2009110112,0.04,2.68
2009110113,0.02,3.24
2009110114,0.015,3.96
2009110115,0.01,4.31
2009110116,0.02,3.88
2009110117,0.0,2.97
2009110118,0.0,2.08
2009110119,0.0,1.45
2009110120,0.0,1.0
2009110121,0.0,0.68
2009110122,0.0,0.53
2009110123,0.0,0.69
2009110200,0.0,1.01
2009110201,0.01,1.74
2009110202,0.035,2.06
2009110203,0.025,2.54
2009110204,0.04,2.74
2009110205,0.05,2.74
2009110206,0.04,2.74
2009110207,0.02,2.74
2009110208,0.02,2.69
2009110209,0.04,2.63
2009110210,0.065,2.62
2009110211,0.105,2.73
2009110212,0.09,3.06
2009110213,0.13,3.67
2009110214,0.14,4.38
2009110215,0.20600000000000002,4.96
2009110216,0.29600000000000004,5.22
2009110217,0.341,5.19
2009110218,0.256,4.94
2009110219,0.271,4.54
2009110220,0.271,4.07
2009110221,0.17,3.61
2009110222,0.175,3.26
2009110223,0.271,3.15
2009110300,0.331,3.42
2009110301,0.316,3.76
2009110302,0.326,3.98
2009110303,0.376,4.17
2009110304,0.331,4.25
2009110305,0.276,4.28
2009110306,0.381,4.41
2009110307,0.501,4.87
2009110308,0.381,5.58
2009110309,0.251,6.08
2009110310,0.266,6.01
2009110311,0.13,5.64
2009110312,0.185,5.45
2009110313,0.231,5.79
2009110314,0.095,6.46
2009110315,0.18,7.12
2009110316,0.386,7.57
2009110317,0.361,7.88
2009110318,0.29100000000000004,8.12
2009110319,0.20600000000000002,8.2
2009110320,0.15,7.95
2009110321,0.376,7.26
2009110322,0.24600000000000002,6.09
2009110323,0.16,4.77
2009110400,0.125,3.71
2009110401,0.125,3.1
2009110402,0.09,3.0
2009110403,0.065,3.03
2009110404,0.035,3.0
2009110405,0.06,2.92
2009110406,0.045,2.88
2009110407,0.03,2.93
2009110408,0.015,2.96
2009110409,0.0,2.83
2009110410,0.0,2.47
2009110411,0.0,2.08
2009110412,0.0,1.96
2009110413,0.0,2.29
2009110414,0.015,2.81
2009110415,0.01,3.16
2009110416,0.025,3.08
2009110417,0.03,2.71
2009110418,0.0,2.31
2009110419,0.0,1.98
2009110420,0.0,1.6
2009110421,0.0,0.98
2009110422,0.0,0.03
2009110423,0.0,0.94
2009110500,0.0,1.59
2009110501,0.01,2.36
2009110502,0.015,2.58
2009110503,0.015,2.73
2009110504,0.02,2.63
2009110505,0.015,2.36
2009110506,0.02,2.14
2009110507,0.055,2.13
2009110508,0.07,2.27
2009110509,0.085,2.41
2009110510,0.075,2.46
2009110511,0.1,2.6
2009110512,0.175,3.14
2009110513,0.266,4.32
2009110514,0.301,5.64
2009110515,0.366,6.53
2009110516,0.466,7.06
2009110517,0.5710000000000001,8.02
2009110518,0.677,9.1
2009110519,0.722,9.45
2009110520,0.8370000000000001,9.05
2009110521,0.632,8.17
2009110522,0.41600000000000004,6.99
2009110523,0.306,5.76
2009110600,0.401,4.79
2009110601,0.396,3.76
2009110602,0.35100000000000003,3.49
2009110603,0.386,3.4
2009110604,0.24100000000000002,3.33
2009110605,0.12,3.21
2009110606,0.085,3.02
2009110607,0.095,2.73
2009110608,0.1,2.39
2009110609,0.06,2.06
2009110610,0.045,1.83
2009110611,0.025,1.74
2009110612,0.025,1.8
2009110613,0.02,1.95
2009110614,0.005,2.04
2009110615,0.0,1.82
2009110616,0.0,1.18
2009110617,0.0,0.92
2009110618,0.0,1.65
2009110619,0.0,2.36
2009110620,0.0,2.81
2009110621,0.035,3.02
2009110622,0.065,3.03
2009110623,0.11,2.99
2009110700,0.261,2.98
2009110701,0.41100000000000003,3.02
2009110702,0.41100000000000003,3.22
2009110703,0.361,3.52
2009110704,0.47100000000000003,3.93
2009110705,0.607,4.34
2009110706,0.667,4.63
2009110707,0.677,4.73
2009110708,0.632,4.67
2009110709,0.591,4.51
2009110710,0.807,4.36
2009110711,0.757,4.4
2009110712,0.782,4.82
2009110713,0.787,5.73
2009110714,0.8220000000000001,6.83
2009110715,0.777,7.72
2009110716,0.787,8.09
2009110717,0.797,7.98
2009110718,0.787,7.53
2009110719,0.732,6.86
2009110720,0.6970000000000001,6.17
2009110721,0.737,5.62
2009110722,0.762,5.33
2009110723,0.602,5.18
2009110800,0.622,5.06
2009110801,0.7070000000000001,4.28
2009110802,0.647,4.1
2009110803,0.581,3.93
2009110804,0.48100000000000004,3.69
2009110805,0.306,3.4
2009110806,0.221,3.18
2009110807,0.21600000000000003,3.12
2009110808,0.261,3.16
2009110809,0.366,3.2
2009110810,0.326,3.18
2009110811,0.251,3.04
2009110812,0.185,2.73
2009110813,0.055,2.23
2009110814,0.0,1.7
2009110815,0.0,1.4
2009110816,0.0,1.48
2009110817,0.0,1.71
2009110818,0.02,1.85
2009110819,0.045,1.79
2009110820,0.035,1.74
2009110821,0.05,1.88
2009110822,0.03,2.26
2009110823,0.085,2.81
2009110900,0.21100000000000002,3.38
2009110901,0.426,3.72
2009110902,0.47100000000000003,3.82
2009110903,0.456,3.88
2009110904,0.536,4.07
2009110905,0.632,4.33
2009110906,0.682,4.55
2009110907,0.807,4.62
2009110908,0.6970000000000001,4.62
2009110909,0.652,4.6
2009110910,0.682,4.61
2009110911,0.662,4.7
2009110912,0.652,4.97
2009110913,0.677,5.48
2009110914,0.647,6.12
2009110915,0.647,6.8
2009110916,0.647,7.4
2009110917,0.7070000000000001,7.77
2009110918,0.667,7.6
2009110919,0.591,6.7
2009110920,0.586,5.43
2009110921,0.446,4.31
2009110922,0.48100000000000004,3.74
2009110923,0.466,3.6
2009111000,0.426,3.61
2009111001,0.341,3.89
2009111002,0.301,3.33
2009111003,0.24600000000000002,2.79
2009111004,0.221,2.42
2009111005,0.185,2.22
2009111006,0.12,2.17
2009111007,0.035,2.21
2009111008,0.085,2.29
2009111009,0.17,2.33
2009111010,0.155,2.31
2009111011,0.226,2.3
2009111012,0.331,2.46
2009111013,0.175,2.87
2009111014,0.05,3.44
2009111015,0.03,3.99
2009111016,0.05,4.4
2009111017,0.14,4.61
2009111018,0.266,4.56
2009111019,0.326,4.21
2009111020,0.266,3.69
2009111021,0.175,3.17
2009111022,0.11,2.76
2009111023,0.12,2.51
2009111100,0.23600000000000002,2.45
2009111101,0.271,3.05
2009111102,0.326,3.23
2009111103,0.331,3.38
2009111104,0.316,3.47
2009111105,0.29600000000000004,3.55
2009111106,0.20600000000000002,3.6
2009111107,0.185,3.55
2009111108,0.21600000000000003,3.41
2009111109,0.17,3.24
2009111110,0.185,3.09
2009111111,0.18,2.95
2009111112,0.185,2.77
2009111113,0.18,2.56
2009111114,0.12,2.4
2009111115,0.065,2.32
2009111116,0.045,2.27
2009111117,0.075,2.17
2009111118,0.1,1.98
2009111119,0.1,1.7
2009111120,0.065,1.48
2009111121,0.025,1.47
2009111122,0.04,1.88
2009111123,0.035,2.6
2009111200,0.075,3.23
2009111201,0.13,3.77
2009111202,0.21600000000000003,3.71
2009111203,0.361,3.69
2009111204,0.441,3.72
2009111205,0.391,3.7
2009111206,0.381,3.58
2009111207,0.256,3.37
2009111208,0.251,3.1
2009111209,0.185,2.79
2009111210,0.321,2.49
2009111211,0.135,2.23
2009111212,0.15,2.04
2009111213,0.165,1.96
2009111214,0.04,2.03
2009111215,0.0,2.24
2009111216,0.0,2.45
2009111217,0.005,2.54
2009111218,0.005,2.45
2009111219,0.0,2.15
2009111220,0.0,1.88
2009111221,0.005,1.87
2009111222,0.01,2.28
2009111223,0.065,2.93
2009111300,0.28600000000000003,3.48
2009111301,0.24600000000000002,3.84
2009111302,0.301,3.8
2009111303,0.376,3.63
2009111304,0.29100000000000004,3.48
2009111305,0.311,3.41
2009111306,0.431,3.43
2009111307,0.466,3.51
2009111308,0.41600000000000004,3.58
2009111309,0.321,3.5
2009111310,0.226,3.23
2009111311,0.256,2.96
2009111312,0.41100000000000003,2.96
2009111313,0.47600000000000003,3.39
2009111314,0.276,4.01
2009111315,0.17,4.51
2009111316,0.05,4.63
2009111317,0.055,4.43
