date,Microchip Technology,Lennar Corp.,Ulta Beauty,Occidental Petroleum,Exxon Mobil Corp.,Apache Corporation,General Motors,People's United Financial,ConocoPhillips,Cboe Global Markets,Skyworks Solutions,QUALCOMM Inc.,Northern Trust Corp.,Ross Stores,Halliburton Co.,Marathon Oil Corp.,Oil Price
2014-09-19,48.43,40.2255,120.38,97.71,97.12,96.51,33.94,14.9,80.56,55.12,57.68,75.53,69.63,37.75,66.51,39.23,96.75
2014-09-22,48.0,39.098,118.92,96.91,96.54,94.52,33.44,14.715,79.68,54.55,56.77,76.29,69.53,37.295,64.68,38.71,95.37
2014-09-23,47.5,39.2647,116.05,96.46,96.03,95.06,33.22,14.67,78.91,54.14,56.9,75.83,69.05,37.0825,64.8,38.41,94.87
2014-09-24,47.78,39.1765,120.41,98.41,95.82,94.85,33.65,14.785,78.72,53.97,58.84,76.24,69.21,37.8575,64.72,38.69,94.53
2014-09-25,47.35,38.6667,118.855,96.77,94.25,93.31,32.87,14.58,77.57,53.52,57.515,74.81,68.08,37.415,63.66,38.13,95.2
2014-09-26,47.6,38.9608,118.65,98.35,95.43,94.62,33.17,14.61,78.12,53.81,58.41,75.06,68.65,38.005,65.88,38.54,95.08
2014-09-29,47.52,38.6372,118.32,97.23,94.43,94.68,32.22,14.59,77.84,53.46,58.53,74.82,68.23,37.73,65.61,38.6,95.7
2014-09-30,47.23,38.0686,118.17,96.15,94.05,93.87,31.94,14.47,76.52,53.525,58.05,74.77,68.03,37.79,64.51,37.59,94.67
2014-10-01,46.07,37.7941,115.83,94.29,92.86,91.05,32.49,14.37,75.0,53.44,53.31,73.88,67.26,37.495,62.47,37.13,94.57
2014-10-02,46.28,38.2451,115.31,95.22,93.3,88.74,33.18,14.47,74.69,54.34,53.62,73.655,67.37,37.905,61.44,36.9,91.29
2014-10-03,46.13,39.0686,116.2,95.96,93.92,86.95,33.76,14.46,74.77,54.49,55.25,74.86,68.12,38.485,61.86,36.65,90.8
2014-10-06,45.98,39.5686,116.0,97.08,94.52,86.19,33.75,14.33,74.96,54.42,54.095,74.725,68.22,37.895,61.68,36.63,90.65
2014-10-07,44.925,39.0686,113.42,94.87,93.37,84.21,31.77,14.11,73.91,53.86,52.41,73.51,66.66,37.55,61.21,35.84,90.9
2014-10-08,46.2,40.0686,114.87,95.56,94.61,85.43,32.18,14.32,74.53,55.38,54.26,75.19,67.38,38.22,60.41,36.16,90.25
2014-10-09,45.54,39.0392,114.77,92.53,91.82,81.88,31.03,14.04,71.44,55.9,52.23,74.08,65.44,38.085,57.28,34.71,90.47
2014-10-10,39.955,37.6961,114.22,91.56,91.6,79.91,30.29,14.11,70.36,55.615,47.01,71.22,64.55,38.765,54.29,34.23,88.66
2014-10-13,38.69,36.8823,113.17,87.9,90.84,75.93,29.79,14.29,68.07,54.77,45.32,70.71,63.8,38.435,50.26,32.92,87.82
2014-10-14,38.21,37.6176,111.96,86.55,90.55,74.4,30.11,14.4,66.2,55.57,48.91,71.86,63.79,38.92,49.63,32.55,86.36
2014-10-15,37.73,38.9608,110.28,85.25,90.22,72.67,29.69,14.05,66.25,56.45,49.605,71.2,62.59,38.23,50.64,32.73,84.02
2014-10-16,39.19,38.902,113.85,86.44,90.6,73.23,29.94,14.13,66.93,55.56,51.525,71.14,62.76,38.36,51.17,33.5,84.02
2014-10-17,38.39,40.6471,116.57,88.36,91.21,72.85,30.24,13.82,68.08,54.34,51.06,72.43,63.3,38.595,52.6,33.93,85.27
2014-10-20,39.12,42.1078,119.87,88.74,91.77,72.93,30.34,13.99,68.83,56.11,51.86,73.27,63.61,39.2,52.92,34.26,84.42
2014-10-21,40.59,42.1176,118.97,91.07,93.65,75.53,30.84,14.21,70.59,56.25,54.7,74.995,65.47,39.79,55.66,34.88,85.17
2014-10-22,39.97,41.9608,117.61,89.7,93.13,73.87,31.31,14.16,69.44,56.32,53.69,74.3,61.9,39.695,54.43,34.03,86.38
2014-10-23,40.34,42.4608,117.84,91.01,94.11,76.08,30.93,14.19,70.0,56.96,55.34,75.14,62.86,40.04,55.85,34.73,85.94
2014-10-24,41.04,42.902,117.35,89.52,94.49,75.81,30.04,14.34,70.07,57.54,55.04,76.0,63.64,40.25,55.78,34.5,86.0
2014-10-27,41.17,42.9216,117.72,86.47,93.71,73.05,30.08,14.42,68.83,57.59,54.86,75.84,63.64,40.31,52.39,33.0,85.64
2014-10-28,41.88,43.0588,120.97,88.14,95.1,75.24,31.17,14.46,70.22,57.77,55.81,76.57,64.18,40.16,53.26,34.27,85.57
2014-10-29,42.22,42.5686,121.56,88.85,94.59,75.56,30.72,14.41,69.88,58.28,57.32,76.89,65.1,40.035,54.42,33.57,86.91
2014-10-30,41.09,42.5,120.56,88.59,94.45,75.81,31.42,14.42,71.35,58.42,56.04,77.37,65.23,40.415,53.92,34.11,85.5
2014-10-31,43.11,42.2353,120.81,88.93,96.71,77.2,31.4,14.62,72.15,58.94,58.24,78.51,66.3,40.36,55.14,35.4,84.17
2014-11-03,43.21,42.4706,119.91,87.14,95.26,76.4,31.18,14.53,70.56,60.51,60.23,78.24,65.79,40.62,53.88,34.57,84.9
2014-11-04,42.88,41.8627,120.11,85.32,94.52,74.21,30.82,14.49,68.77,62.15,60.42,77.11,65.91,40.22,51.18,33.36,82.12
2014-11-05,43.585,41.8922,118.66,86.47,95.07,75.56,30.73,14.59,69.88,61.48,60.88,77.2,66.29,40.385,52.37,33.57,82.88
2014-11-06,43.51,43.0588,122.08,86.4,96.26,75.44,31.37,14.71,71.32,61.39,62.14,70.58,66.83,40.94,53.17,34.34,82.08
2014-11-07,43.14,43.6667,121.75,88.04,96.59,76.52,31.59,14.815,72.16,61.89,59.88,69.26,66.9,40.705,53.86,34.39,83.2
2014-11-10,43.49,44.402,124.08,87.93,96.28,75.1,31.12,14.88,71.6,61.87,60.97,69.36,67.23,41.155,53.63,33.25,82.9
2014-11-11,43.38,45.4804,122.18,89.11,96.41,75.41,31.35,14.85,71.75,62.38,60.97,69.64,67.58,40.965,53.72,33.13,80.94
2014-11-12,43.38,44.6667,125.04,88.59,95.38,73.7,31.42,14.865,71.2,61.05,60.99,70.29,67.86,41.395,53.23,32.65,80.42
2014-11-13,42.89,44.7647,123.92,86.29,94.66,72.07,31.65,14.795,70.35,60.875,60.71,70.65,67.52,41.28,53.79,31.95,77.74
2014-11-14,43.36,44.7451,123.75,86.66,95.09,73.35,31.79,14.78,71.41,60.81,62.8,70.85,67.79,40.69,55.08,32.36,77.51
2014-11-17,43.655,44.7451,124.2,85.9,95.11,72.09,32.31,14.83,71.42,60.14,62.15,70.4,67.83,40.67,49.23,31.82,76.86
2014-11-18,44.025,44.7941,124.88,86.66,94.87,72.07,32.27,14.805,71.67,59.62,63.9,72.01,68.12,40.64,48.54,32.06,77.23
2014-11-19,43.15,44.8529,127.26,86.04,95.61,72.05,32.15,14.71,72.13,59.86,63.81,70.47,68.135,41.08,48.43,32.77,77.21
2014-11-20,43.24,46.049,127.04,86.87,95.82,74.24,32.13,14.825,73.21,59.49,64.66,70.71,68.31,41.605,49.21,33.28,77.61
2014-11-21,43.78,46.3627,127.38,87.6,96.81,75.7,32.13,14.79,73.64,59.43,64.36,71.47,67.92,44.65,50.63,33.83,79.2
2014-11-24,44.06,46.5784,126.77,88.26,95.72,75.81,32.19,14.85,73.33,59.38,65.73,71.695,67.74,44.52,49.88,33.57,79.62
2014-11-25,44.12,46.0882,125.7,86.36,94.78,73.36,32.23,14.9,71.73,59.45,65.47,72.27,67.85,44.645,48.26,33.11,77.62
2014-11-26,45.05,45.9412,125.8,86.13,94.48,72.24,32.07,14.88,70.83,59.78,67.9,72.26,67.61,44.885,47.34,32.5,77.39
2014-11-28,45.15,46.3137,126.49,79.77,90.54,64.09,33.43,14.78,66.07,59.91,67.47,72.9,67.73,45.74,42.2,28.92,71.89
2014-12-01,44.73,45.3627,124.46,79.45,92.35,63.81,32.94,14.68,67.77,60.15,65.77,71.79,66.78,45.08,41.21,28.99,70.87
2014-12-02,44.65,45.7451,122.0,80.69,94.19,63.11,33.26,14.68,69.21,60.53,65.8,73.32,67.67,45.14,40.34,29.73,71.13
2014-12-03,46.59,45.3823,124.68,83.1,94.95,64.3,33.64,14.77,70.8,60.35,66.67,74.37,67.84,45.425,40.75,30.53,70.13
2014-12-04,46.02,44.8725,125.74,82.54,94.37,63.25,33.09,14.715,69.31,60.57,69.75,73.34,67.53,45.525,40.74,29.84,68.48
2014-12-05,46.29,44.6569,129.75,81.48,93.82,61.64,33.93,14.915,67.85,60.71,70.36,73.37,68.36,45.345,40.37,29.23,68.0
2014-12-08,45.285,44.6176,126.99,76.11,91.7,57.43,32.68,14.89,65.03,61.64,69.15,72.61,68.67,45.105,38.59,27.25,65.64
2014-12-09,45.41,44.9216,127.53,77.45,91.38,58.84,32.81,14.89,64.96,62.13,69.22,73.005,68.38,44.93,39.5,27.78,66.11
2014-12-10,44.48,42.5588,125.23,75.14,88.67,57.78,31.97,14.58,63.54,63.17,68.52,71.5,67.09,44.65,38.12,26.43,63.32
2014-12-11,44.69,42.4706,129.44,75.08,89.2,57.04,32.19,14.7,63.61,63.53,70.08,71.99,66.86,45.4075,38.23,26.25,63.65
2014-12-12,43.7,41.4804,128.67,74.22,86.6,56.44,31.57,14.57,62.45,62.34,69.1,70.585,65.9,45.29,37.93,25.45,61.67
2014-12-15,43.13,40.8627,128.34,73.16,86.9,55.2,31.0,14.49,61.69,62.21,68.51,70.37,65.65,46.025,37.82,24.8,61.09
2014-12-16,43.1,40.5098,127.28,74.41,86.41,56.71,30.73,14.51,63.22,62.21,68.12,70.31,64.73,44.985,38.11,25.31,60.26
2014-12-17,43.71,42.2647,130.86,77.8,89.02,60.2,31.15,14.83,66.94,62.78,70.82,72.21,66.36,45.385,39.44,26.67,59.84
2014-12-18,45.16,42.8235,129.7,79.17,91.16,62.15,31.75,14.92,69.75,64.47,73.19,73.36,68.03,46.355,39.23,27.56,58.81
2014-12-19,45.28,42.8137,129.22,81.52,93.64,64.82,32.81,15.155,70.98,64.17,72.7,73.43,67.3,45.51,40.49,28.23,58.87
2014-12-22,45.64,42.902,128.53,80.79,93.33,63.74,33.23,15.16,69.52,64.675,74.42,74.56,67.86,46.58,39.68,28.27,58.31
2014-12-23,45.79,42.5294,128.56,82.9,94.59,65.43,33.56,15.295,71.05,64.69,73.4,74.6,68.7,46.66,39.88,28.7,59.07
2014-12-24,45.84,42.5196,128.18,82.24,93.78,64.05,33.43,15.23,70.13,64.53,74.32,74.66,68.33,46.36,39.7,28.36,58.67
2014-12-26,45.71,42.902,127.83,82.05,93.21,63.96,33.73,15.25,69.88,64.19,74.49,75.62,68.15,46.705,39.73,28.26,58.72
2014-12-29,45.52,43.402,128.765,81.71,93.07,63.64,34.6,15.39,70.11,64.59,73.17,74.985,68.31,47.05,40.0,28.58,57.86
2014-12-30,45.22,43.5686,128.77,81.4,93.02,62.97,35.09,15.28,69.93,64.14,72.86,75.02,68.08,46.9625,39.53,28.42,55.6
2014-12-31,45.11,43.9314,127.84,80.61,92.45,62.67,34.91,15.18,69.06,63.42,72.71,74.33,67.4,47.13,39.33,28.29,55.27
2015-01-02,44.87,43.4216,126.84,80.65,92.83,63.83,34.84,15.15,68.92,63.36,73.32,74.28,67.55,46.865,39.49,28.6,55.38
2015-01-05,43.87,43.0882,127.15,77.66,90.29,59.91,34.33,14.79,65.64,65.38,72.13,73.93,65.07,46.83,38.71,27.27,51.08
2015-01-06,43.02,42.7255,126.95,77.0,89.81,59.26,34.85,14.55,62.93,66.06,69.83,72.88,63.24,46.9175,38.33,26.86,50.12
2015-01-07,43.26,44.8333,130.58,77.01,90.72,58.6,35.84,14.69,63.35,67.18,70.98,73.73,64.26,47.835,39.36,27.19,49.06
2015-01-08,44.64,45.9412,132.24,77.69,92.23,60.87,36.2,14.89,64.93,66.495,74.2,74.505,65.26,48.47,40.21,27.74,49.43
2015-01-09,44.52,45.8725,131.57,77.54,92.1,60.69,35.59,14.59,64.92,66.0,74.08,74.42,64.11,47.6,39.8,27.65,47.64
2015-01-12,44.03,46.1471,129.84,74.95,90.33,58.46,35.84,14.56,63.07,66.14,72.32,73.57,63.34,47.915,38.54,26.24,46.9
2015-01-13,43.97,45.3725,128.81,74.97,90.0,58.46,35.25,14.5,62.44,65.37,72.84,72.97,63.46,47.43,38.29,25.89,45.13
2015-01-14,45.01,44.8627,128.75,75.48,89.74,59.53,34.3,14.4,62.62,65.02,71.6,72.22,62.25,46.315,38.34,25.96,45.82
2015-01-15,44.46,41.6471,127.135,75.99,88.96,60.0,33.43,14.17,61.41,65.06,71.325,71.38,61.79,45.57,37.33,25.47,47.66
2015-01-16,44.84,42.3529,129.72,78.06,91.12,62.25,33.68,14.28,63.08,66.49,73.85,71.29,62.3,46.45,39.13,26.6,47.38
2015-01-20,45.26,41.5,127.16,78.01,91.09,60.16,33.93,14.12,63.19,65.89,75.56,72.48,62.44,45.9025,39.83,25.94,46.49
2015-01-21,46.17,42.4216,128.345,79.24,91.87,62.32,33.89,14.15,64.54,63.91,77.3,71.59,66.32,46.085,40.69,26.59,46.5
2015-01-22,46.54,42.9706,132.56,78.86,92.87,63.76,33.82,14.73,65.3,65.88,79.33,71.905,68.0,47.1275,40.82,26.83,46.09
2015-01-23,46.52,42.8725,135.34,78.85,90.89,62.88,33.75,14.57,64.65,65.87,80.86,72.175,66.88,47.3325,40.99,26.52,46.69
2015-01-26,46.79,44.0098,136.08,80.32,91.76,64.47,33.7,14.6,65.82,66.42,82.48,72.61,67.61,47.615,41.46,27.27,46.07
2015-01-27,45.79,44.0588,135.84,79.41,90.95,64.59,33.42,14.375,65.54,65.7,81.52,71.77,66.305,47.165,41.5,26.97,46.55
2015-01-28,45.71,43.7843,133.86,76.5,87.95,61.12,32.84,13.99,62.58,65.3,81.83,70.99,64.84,46.83,39.47,25.55,47.07
2015-01-29,45.85,45.3039,134.4,78.31,87.58,61.23,33.16,14.18,62.82,65.62,84.19,63.69,66.405,46.815,39.57,25.57,46.61
2015-01-30,45.1,44.0294,131.94,80.0,87.42,62.57,32.62,14.07,62.98,64.47,83.05,62.46,65.38,45.855,39.99,26.6,47.52
2015-02-02,44.765,43.7647,130.96,80.16,89.58,66.23,33.11,14.34,65.77,63.99,82.02,65.53,66.615,45.925,41.51,27.9,51.74
2015-02-03,45.585,44.5392,133.85,82.15,92.25,68.06,33.98,14.59,67.74,63.89,82.27,66.96,68.14,47.295,43.32,28.79,54.41
2015-02-04,46.33,45.5588,132.0,80.85,91.46,67.31,35.83,14.42,65.87,64.49,82.3,66.96,67.75,47.37,42.39,27.98,55.07
2015-02-05,49.04,45.5392,133.03,82.12,92.36,68.37,36.25,14.58,67.57,65.14,81.4,67.95,68.505,47.465,43.35,28.38,55.98
2015-02-06,48.64,47.0784,133.26,81.75,91.5,68.33,36.0,14.71,67.49,62.455,81.44,66.35,69.615,47.49,43.36,27.96,55.88
2015-02-09,47.88,47.4902,134.97,81.26,91.56,67.22,36.0,14.68,67.85,61.33,79.08,67.11,68.94,47.31,43.51,28.31,57.0
2015-02-10,48.88,48.4118,137.0,81.31,91.01,66.25,37.52,14.74,67.99,61.59,81.64,70.26,69.9,47.67,42.6,28.38,55.79
2015-02-11,48.865,48.2059,135.9,79.98,90.6,64.75,37.67,14.67,67.88,62.04,82.36,70.21,70.58,47.41,42.15,28.08,53.48
2015-02-12,49.98,49.2745,136.07,82.04,92.37,64.58,38.02,14.95,68.04,62.17,82.42,70.39,70.59,47.835,42.77,28.78,56.23
2015-02-13,50.71,49.0,136.66,83.11,93.37,67.05,37.62,14.95,69.88,63.01,81.85,70.88,70.08,48.09,44.19,29.49,60.33
2015-02-17,50.91,49.4216,135.91,82.53,93.05,66.79,37.24,15.02,69.47,62.605,82.74,70.8,70.21,48.425,44.87,29.63,60.78
2015-02-18,50.71,49.1569,136.615,81.37,91.01,65.75,37.19,14.85,67.73,62.135,82.555,70.54,69.18,48.35,44.39,29.02,60.72
2015-02-19,50.53,49.2549,136.92,80.61,89.44,66.63,37.51,14.89,67.42,61.96,83.055,70.98,69.63,48.46,44.24,29.01,58.78
2015-02-20,50.925,49.3333,138.0,80.1,89.92,66.22,37.65,14.97,67.38,62.61,84.3,71.52,70.08,48.96,43.36,28.47,60.99
2015-02-23,50.62,48.8235,137.25,79.8,89.01,66.22,37.69,15.01,66.92,63.0,86.005,70.94,70.14,49.4175,43.22,28.54,59.78
2015-02-24,51.53,50.2059,138.39,79.75,89.42,66.91,37.75,15.1,67.09,62.685,88.18,71.37,71.09,49.035,43.12,28.83,60.33
2015-02-25,51.35,49.6863,138.76,80.21,89.6,67.83,37.86,15.04,67.53,61.86,87.73,71.68,71.115,49.23,43.68,29.06,59.77
2015-02-26,51.465,49.1078,140.59,78.32,88.65,65.74,37.56,15.07,65.85,60.85,88.58,72.01,70.18,49.525,42.7,28.0,61.39
2015-02-27,51.27,49.2255,140.76,77.88,88.54,65.84,37.31,15.13,65.2,60.03,87.75,72.51,69.83,52.905,42.94,27.86,61.89
2015-03-02,52.41,49.0588,143.62,77.74,88.04,65.79,37.61,15.19,64.4,59.48,91.13,72.655,70.51,52.995,42.99,27.67,60.75
2015-03-03,51.43,48.4804,142.03,78.01,87.62,66.72,37.8,15.2,64.78,58.98,88.74,71.405,70.17,52.77,43.11,27.74,61.18
2015-03-04,51.48,49.0686,139.91,78.33,87.18,66.53,37.57,15.08,64.25,58.55,90.155,70.845,69.37,52.56,43.07,27.61,59.18
2015-03-05,50.88,49.1372,140.86,77.49,86.74,65.43,37.61,15.08,63.33,58.945,91.55,70.93,69.48,52.475,42.94,27.34,60.33
2015-03-06,50.75,47.6667,138.59,74.77,85.63,63.13,36.84,15.13,62.79,59.89,90.75,71.505,70.36,52.2,42.38,26.78,59.15
2015-03-09,51.33,47.7647,140.96,74.8,85.16,61.41,37.66,15.18,61.97,60.44,92.115,72.705,70.51,52.725,42.04,26.3,58.67
2015-03-10,49.53,47.3333,140.47,73.82,84.26,60.15,37.55,14.93,60.87,60.59,91.2,71.885,69.38,52.46,41.31,25.82,55.95
2015-03-11,49.015,47.2549,141.96,74.26,84.02,61.16,37.78,14.88,61.3,60.72,92.2,70.27,69.82,52.525,41.31,25.79,56.46
2015-03-12,49.69,48.5882,144.82,74.58,84.22,60.17,38.43,15.2,61.36,59.71,92.86,69.37,70.9,53.14,40.99,25.61,56.66
2015-03-13,49.52,48.2353,150.1,72.84,83.87,59.36,38.05,15.075,61.64,59.41,92.92,68.64,70.87,53.02,40.18,25.78,54.8
2015-03-16,50.43,48.3431,150.18,73.11,84.76,59.83,38.58,15.19,62.4,60.0,96.78,70.0,71.87,53.425,40.52,26.01,52.0
2015-03-17,49.73,47.902,150.46,72.36,84.08,59.09,38.29,15.27,62.01,59.87,97.31,69.815,72.09,53.19,40.28,25.56,52.17
2015-03-18,50.21,48.7451,150.99,74.01,86.07,61.5,38.5,15.345,63.64,58.78,97.12,70.23,71.31,52.89,41.59,26.34,52.59
2015-03-19,50.3,48.6765,152.285,71.87,84.41,59.88,38.65,15.18,62.76,59.82,99.57,69.83,70.93,53.37,41.55,25.69,52.96
2015-03-20,50.87,49.2745,152.02,72.72,84.54,59.55,38.87,15.345,63.84,59.51,102.05,70.04,71.35,53.73,42.82,26.18,53.88
2015-03-23,50.375,48.5686,153.18,72.86,85.43,58.68,38.59,15.225,63.23,59.45,101.76,70.065,70.72,53.19,42.4,25.91,53.82
2015-03-24,49.62,49.451,153.77,72.45,84.52,59.03,37.85,15.2,62.55,58.25,101.46,68.975,69.63,53.32,42.53,25.9,53.61
2015-03-25,48.09,48.7059,151.58,73.72,84.86,59.83,37.38,15.06,63.05,57.11,95.57,67.21,68.85,52.42,43.46,26.41,54.18
2015-03-26,48.21,48.451,150.005,73.73,84.32,59.81,37.35,15.06,63.24,57.73,93.04,67.155,69.62,51.885,43.18,26.38,57.02
2015-03-27,49.205,49.4412,151.2,72.72,83.58,59.41,37.31,15.09,62.93,57.47,98.83,67.025,69.33,52.065,43.26,25.9,56.44
2015-03-30,49.89,50.4804,151.58,73.98,85.63,60.83,37.68,15.27,64.0,58.23,100.13,68.88,69.93,52.87,43.82,26.43,53.99
2015-03-31,48.9,50.7941,150.85,73.0,85.0,60.33,37.5,15.2,62.26,57.405,98.29,69.34,69.65,52.68,43.88,26.11,53.69
2015-04-01,48.31,50.8333,150.98,74.24,84.46,60.63,36.74,15.09,63.02,56.72,96.84,69.43,70.05,52.01,43.82,26.64,55.73
2015-04-02,48.18,52.1471,151.33,74.55,84.3,61.44,36.5,15.18,63.18,56.02,96.51,67.97,70.7,51.96,43.96,27.07,55.73
2015-04-06,48.32,51.0392,153.27,76.51,85.13,64.84,36.66,15.14,65.39,56.18,95.47,67.76,70.435,51.975,45.88,27.9,55.73
2015-04-07,48.925,49.7451,151.45,76.81,85.75,65.44,35.73,15.13,65.79,56.68,96.78,67.315,71.0,51.41,44.52,28.16,57.55
2015-04-08,48.915,50.2549,152.17,76.6,84.06,65.25,36.11,15.12,64.81,56.57,97.47,67.26,71.18,52.0,44.22,27.96,56.42
2015-04-09,49.4,49.5,151.8,77.83,84.65,66.47,36.29,15.03,67.0,57.15,99.84,68.81,71.205,51.84,46.04,28.77,56.04
2015-04-10,50.0,49.5098,151.68,78.45,85.56,67.84,36.57,15.07,66.53,57.23,99.64,69.16,70.86,51.7275,46.26,29.18,56.82
2015-04-13,49.53,49.4216,152.0,77.74,85.34,67.51,36.4,15.15,66.34,57.27,98.58,68.73,71.455,52.095,45.44,28.9,57.14
2015-04-14,48.8,49.9706,153.49,79.3,86.63,69.81,36.48,15.09,68.36,58.12,95.64,68.97,71.34,51.9,46.2,29.4,57.69
2015-04-15,50.11,50.4314,153.56,81.51,88.08,71.4,36.94,15.19,69.4,58.4,96.23,68.46,71.15,51.68,48.26,30.7,59.32
2015-04-16,50.26,49.1667,154.16,81.37,87.73,70.81,37.08,15.23,69.01,58.5,95.68,67.91,71.005,51.73,47.83,30.7,60.13
2015-04-17,49.2,47.6274,152.05,80.53,86.93,70.38,36.64,15.04,67.69,58.0,94.28,67.115,69.83,50.2,46.89,30.52,61.31
2015-04-20,49.61,47.2843,151.59,80.37,87.24,70.67,37.11,15.305,68.61,57.65,94.93,68.64,70.23,51.1425,47.85,30.97,61.2
2015-04-21,49.225,48.1765,152.97,79.45,86.88,68.37,37.16,15.31,68.02,57.33,95.42,68.57,71.89,51.81,47.05,30.13,60.12
2015-04-22,49.3,47.4608,153.94,79.59,87.46,67.8,37.16,15.33,67.88,57.31,96.83,68.94,73.845,51.9525,47.11,30.35,60.12
2015-04-23,48.57,45.8039,156.99,80.04,87.54,68.35,35.92,15.22,68.26,57.64,95.815,68.34,73.79,52.255,48.17,30.55,62.66
2015-04-24,47.33,46.2647,157.08,79.77,86.97,66.32,35.59,15.15,67.51,57.25,93.385,68.24,73.1,52.19,48.0,30.33,62.96
2015-04-27,47.35,45.4608,155.91,79.43,87.01,66.72,35.78,15.08,67.06,56.55,94.55,69.23,73.01,51.2375,48.43,30.41,62.86
2015-04-28,47.94,45.598,154.47,79.7,87.8,66.79,35.72,15.33,67.74,57.1,94.545,69.65,73.54,50.915,48.59,30.72,62.61
2015-04-29,47.62,45.3039,151.83,80.11,87.87,68.56,35.51,15.18,68.06,56.89,93.59,68.67,73.74,49.88,49.21,31.19,63.97
2015-04-30,47.655,44.902,151.09,80.1,87.37,68.4,35.06,15.11,67.92,56.27,92.25,68.0,73.15,49.44,48.95,31.1,63.9
2015-05-01,48.59,45.902,154.27,80.5,88.85,68.48,35.42,14.99,67.44,55.51,98.295,68.42,73.7,50.85,49.11,30.77,64.13
2015-05-04,48.84,45.4804,153.85,80.03,89.11,68.55,35.4,15.16,67.02,55.53,99.11,69.055,74.55,50.64,49.2,31.08,64.62
2015-05-05,47.54,44.4314,153.47,78.62,88.61,67.94,35.01,15.07,67.2,55.5,94.63,68.37,74.56,50.27,48.04,29.97,65.44
2015-05-06,47.105,44.402,152.04,79.42,88.19,67.34,34.77,15.24,67.23,55.82,94.57,67.81,74.23,50.6,47.67,29.81,66.22
2015-05-07,47.41,45.5588,153.84,77.61,87.6,65.08,34.88,15.17,66.62,56.84,97.07,68.43,74.64,50.415,46.35,28.92,64.93
2015-05-08,48.97,46.5588,154.29,77.9,88.99,65.54,35.32,15.33,67.17,57.27,97.71,69.41,75.25,51.275,48.11,29.31,63.82
2015-05-11,49.385,45.7843,154.27,76.68,86.78,63.13,35.22,15.33,65.28,58.09,97.16,69.05,75.05,51.005,47.19,28.4,62.82
2015-05-12,49.09,45.7745,153.19,76.68,87.02,63.64,34.74,15.31,65.4,58.77,96.79,68.785,74.64,51.035,47.49,28.39,65.09
2015-05-13,49.655,45.7157,152.13,76.17,86.56,62.7,34.8,15.365,65.39,58.85,96.65,69.73,74.73,50.62,47.29,28.15,66.33
2015-05-14,49.85,46.3529,149.83,76.29,86.97,62.63,34.65,15.41,65.42,59.4,98.48,70.52,75.01,49.68,46.44,27.62,65.58
2015-05-15,49.255,46.6667,151.0,76.84,87.35,63.42,34.91,15.24,65.76,58.69,97.56,71.06,74.72,50.24,46.7,27.68,64.69
2015-05-18,48.98,47.4902,151.51,77.24,86.85,63.78,35.05,15.38,66.04,58.31,103.03,70.42,75.7,51.175,46.72,27.71,65.15
2015-05-19,48.32,47.7157,152.14,75.84,86.99,62.17,35.12,15.57,65.12,58.45,103.99,69.62,76.15,51.49,45.07,27.33,63.48
2015-05-20,48.68,47.7941,150.83,76.62,87.13,61.61,35.02,15.53,64.78,58.15,103.735,69.28,76.155,50.465,44.97,27.46,63.52
2015-05-21,48.39,47.4608,152.25,76.95,87.21,62.17,35.58,15.45,65.58,58.06,103.89,70.09,76.03,50.775,46.16,28.18,64.7
2015-05-22,48.4,47.5784,151.24,77.01,86.52,62.53,35.7,15.42,65.11,59.16,104.69,69.51,75.56,48.515,45.91,28.09,64.7
2015-05-26,47.76,46.4706,150.16,76.72,85.35,61.41,35.52,15.35,63.84,58.81,103.72,69.36,74.79,47.7825,45.45,27.68,61.65
2015-05-27,48.5,46.2549,154.78,76.82,85.11,60.77,35.81,15.51,63.82,58.38,108.63,71.02,75.51,48.275,45.62,27.58,61.35
2015-05-28,48.88,46.5882,156.27,77.73,85.11,59.79,36.39,15.56,63.86,58.43,107.65,70.6,75.65,48.47,45.35,27.22,60.12
2015-05-29,49.13,45.7157,152.62,78.19,85.2,59.84,35.97,15.56,63.68,58.52,109.36,69.68,74.55,48.335,45.4,27.19,63.16
2015-06-01,49.09,46.1078,153.87,78.89,85.13,58.87,36.18,15.53,63.61,58.06,109.45,69.415,74.25,48.26,45.24,27.09,62.87
2015-06-02,48.285,46.1274,154.35,79.44,85.14,59.6,36.22,15.56,64.07,57.35,108.12,69.35,74.4,48.49,45.92,27.08,63.14
2015-06-03,48.02,46.3529,156.26,78.37,84.95,58.95,35.94,15.78,63.8,57.42,105.39,69.86,75.1,49.09,45.62,27.08,62.78
2015-06-04,47.305,45.5098,155.9,77.3,84.22,58.25,35.54,15.695,63.0,57.47,105.62,68.9,74.265,48.93,44.71,26.65,60.34
2015-06-05,47.46,45.7941,156.28,79.09,84.28,59.35,35.12,15.89,63.04,57.1,105.74,68.255,75.25,48.8,45.73,26.95,60.36
2015-06-08,46.66,45.3333,153.69,77.23,84.85,58.21,34.99,15.87,63.43,57.39,102.32,67.275,75.66,48.79,45.42,26.58,61.33
2015-06-09,46.835,45.4216,153.77,77.48,84.58,58.57,35.26,15.93,63.06,57.59,102.24,66.84,75.88,48.75,45.28,26.73,63.23
2015-06-10,47.51,46.2451,154.98,78.83,85.21,58.96,35.59,16.07,64.02,58.04,105.54,67.31,77.26,48.915,46.24,27.06,64.68
