ContrabandIndicator,Department Name,InterventionLocationName,InterventionReasonCode,ReportingOfficerIdentificationID,ResidentIndicator,SearchAuthorizationCode,StatuteReason,SubjectAge,SubjectEthnicityCode,SubjectRaceCode,SubjectSexCode,TownResidentIndicator
False,stratford,stratford,E,30252,True,I,Display of Plates,38,N,B,F,True
True,new haven,new haven,V,79,True,I,Other/Error,26,H,W,M,False
False,berlin,berlin,V,TFB2836,True,O,Traffic Control Signal,14,N,W,M,False
False,west hartford,west hartford,V,1000002101,False,O,Display of Plates,35,N,B,M,False
False,state police,windsor             ,V,1000003156,False,C,Moving Violation,18,N,B,M,True
False,norwich,norwich,V,1048,False,I,Moving Violation,46,H,W,M,False
False,state police,west hartford       ,V,1000003156,True,C,Other,30,N,B,M,True
False,csp troop d,plainfield,V,1000002707,True,C,Moving Violation,36,N,W,M,False
True,naugatuck,naugatuck,E,PL37,True,I,Defective Lights,24,N,B,M,False
False,wallingford,wallingford,V,P210    ,False,O,Other/Error,23,N,W,F,False
True,south windsor,south windsor,E,MTP0139,True,O,Defective Lights,24,N,W,M,False
False,glastonbury,glastonbury,V,SAS0410,True,I,Suspended License,29,N,B,M,True
False,new london,new london,I,PSC56058,True,O,Other,49,N,W,M,False
False,stratford,stratford,V,10120,True,I,Other,56,N,W,M,True
False,new haven,new haven,V,6536,False,O,Other,24,N,B,M,False
True,derby,derby,V,75,True,C,Other,34,H,W,M,False
False,new london,new london,V,PSC56028,False,O,Registration,31,H,W,F,True
False,west hartford,west hartford       ,V,1000002101,False,C,Display of Plates,42,H,W,M,True
True,new britain,new britain,E,ACM0377,False,C,Suspended License,42,N,B,M,True
True,state police,somers              ,E,983655904,True,C,Other/Error,22,N,W,M,False
False,east hartford,east hartford,V,JAC0342,False,O,Stop Sign,28,N,B,M,False
False,new milford,new milford,V,425,False,C,Stop Sign,35,N,W,F,True
True,danbury,danbury,V,10502,True,I,Registration,10,N,W,M,True
True,east hartford,east hartford,V,CAT0330,False,O,Administrative Offense,21,N,W,M,True
True,state police,newtown             ,V,1000003023,False,O,Moving Violation,16,N,B,M,False
False,vernon,vernon,V,617,True,I,Moving Violation,30,N,W,M,False
True,wallingford,wallingford,V,P197    ,True,O,Equipment Violation,17,H,W,M,False
True,milford,milford,V,1803,True,O,Other,38,N,W,M,False
False,csp troop f,middlefield,V,1000003197,True,O,Registration,24,N,W,M,True
False,csp troop a,danbury,V,790642042,False,O,Other,64,N,W,M,False
False,west haven,west haven,I,214,False,I,Registration,23,H,W,M,False
False,new haven,new haven,I,481,True,C,Other,37,N,W,M,True
False,new haven,new haven,V,139,False,C,Seatbelt,31,N,B,M,True
False,glastonbury,glastonbury,E,CJD0356,True,C,Other,11,N,W,M,True
False,csp troop h,new britain,V,1000002608,True,I,Other,63,N,W,F,False
True,csp troop f,madison,V,1000002347,True,O,Speed Related,34,N,W,F,False
False,norwich,norwich,V,1041,True,I,Speed Related,36,H,W,M,False
True,new haven,new haven,V,383,True,O,Registration,38,N,B,M,True
False,danbury,danbury             ,V,10576,False,I,Registration,14,N,W,F,False
True,norwich,norwich,E,1053,True,C,Defective Lights,26,N,W,M,True
False,north haven,north haven,V,100000218,False,C,Defective Lights,16,N,B,M,True
True,csp troop a,waterbury,V,1000003509,False,C,Other,40,H,W,F,True
False,willimantic,willimantic,V,382,True,N,Defective Lights,19,N,B,F,True
True,watertown,waterbury,I,1984,True,O,Other,29,N,B,M,False
True,new haven,new haven,V,88,True,I,Other,16,N,B,M,True
False,new haven,new haven,I,299,False,C,Other,42,H,W,M,False
False,csp troop h,east hartford,V,1000002962,False,O,Moving Violation,18,N,B,M,False
True,waterford,waterford,V,52,True,C,Moving Violation,38,H,B,M,True
True,middletown,middletown,V,229,False,O,Other,79,N,W,M,True
True,state police,torrington          ,V,1000003157,True,C,Suspended License,11,N,W,M,False
True,new canaan,new canaan,V,275,False,O,Stop Sign,19,N,W,F,False
False,hartford,hartford,V,565,False,C,Stop Sign,14,N,B,M,True
False,stamford,stamford,V,77,True,O,Window Tint,17,N,B,M,True
False,csp troop i,orange,V,1000003016,False,I,Moving Violation,27,H,W,M,False
False,wallingford,wallingford,V,P213    ,True,O,Administrative Offense,31,N,B,F,False
True,csp troop a,southbury,V,1000003764,False,O,Other,26,N,W,M,True
False,darien,darien,V,PSC21362,True,I,Display of Plates,16,N,W,M,False
True,milford,milford,V,477,True,I,Administrative Offense,42,H,W,F,True
False,hamden,hamden              ,V,100000543,False,O,Other/Error,26,N,W,M,False
False,willimantic,willimantic,V,262,True,O,Other,28,N,W,M,True
False,stamford,stamford,V,2A NIGHTS,True,O,Stop Sign,29,H,W,M,False
True,bridgeport,bridgeport,V,536,False,I,Administrative Offense,65,N,B,M,True
False,farmington,unionville,V,359,False,N,Moving Violation,50,N,W,M,False
True,state police,hartford            ,V,59628728,True,O,Speed Related,21,N,W,M,False
False,state police,beacon falls        ,V,19172,True,O,Other,33,N,B,M,False
False,plainville,plainville,V,JJH2683,True,C,Administrative Offense,36,H,W,M,False
False,naugatuck,naugatuck,V,PL41,False,I,Seatbelt,22,N,W,M,True
True,east hartford,east hartford,V,KKC0268,False,O,Administrative Offense,22,N,B,M,False
False,westport,westport,V,PSC20040,True,C,Moving Violation,55,N,W,M,False
True,new haven,new haven,V,355,False,N,Display of Plates,32,N,B,M,True
False,middletown,middletown,V,3117,False,O,Moving Violation,26,N,W,M,True
False,west haven,west haven,E,1224,True,N,Registration,25,N,W,M,True
False,csp troop a,danbury,V,790642042,False,O,Speed Related,46,H,W,M,False
False,state police,colchester          ,E,1000003030,False,C,Defective Lights,17,H,W,M,False
False,wilton,wilton              ,V,1016,True,N,Registration,43,H,W,F,True
False,vernon,vernon,E,595,True,C,Other,20,M,W,M,True
True,csp troop k,columbia,V,1000002353,False,O,STC Violation,16,N,W,F,True
True,state police,salisbury           ,V,432175311,False,C,Speed Related,24,M,W,M,False
True,csp troop a,danbury,V,790642042,False,O,Speed Related,17,N,W,F,False
True,state police,waterbury           ,V,1000002761,False,C,Speed Related,35,N,W,F,False
True,wallingford,wallingford,V,P049,True,O,Moving Violation,21,N,W,M,False
False,csp troop e,north stonington,V,1000003527,False,O,Stop Sign,38,N,W,M,False
False,newtown,newtown,E,310,True,I,Defective Lights,20,H,W,M,False
False,csp troop h,farmington,V,1000003200,True,O,Other,16,N,B,M,False
False,waterford,waterford,V,PSC02545,False,C,Suspended License,28,N,B,M,False
False,csp troop i,hamden,V,1000003534,True,C,Moving Violation,20,N,W,M,False
True,wethersfield,wethersfield,V,250039,False,O,Moving Violation,15,H,W,M,False
False,west hartford,west hartford,V,1000002237,False,O,Administrative Offense,23,H,I,M,True
False,waterbury,waterbury,E,2380,True,I,Display of Plates,24,N,B,M,False
True,norwich,norwich,E,1063,False,O,Defective Lights,27,N,W,F,False
False,new haven,new haven,V,6511,True,C,Seatbelt,24,N,B,M,False
True,wilton,wilton,V,1016,False,I,Moving Violation,37,N,W,M,False
True,seymour,seymour,V,342,False,O,Speed Related,12,H,B,M,False
True,west hartford,west hartford       ,V,1000002101,False,O,Moving Violation,34,N,W,M,False
True,wilton,wilton,E,120000059,False,O,Defective Lights,17,N,B,M,True
False,clinton,clinton,V,446,False,O,Speed Related,38,H,W,M,True
False,norwich,norwich,V,1040,True,I,Stop Sign,27,N,B,M,True
True,csp troop e,groton,V,1000003162,True,C,STC Violation,22,N,W,M,False
False,manchester,manchester,V,SMK5114,True,O,Display of Plates,29,N,B,M,True
False,vernon,vernon,V,625,False,C,Moving Violation,26,N,W,M,True
False,orange,orange,V,CLB7784,False,I,Other,35,H,W,F,False
True,new haven,new haven,E,203,True,N,Window Tint,26,N,B,M,False
False,west hartford,west hartford       ,V,1000002108,True,C,Display of Plates,41,N,W,M,False
False,new haven,new haven,V,30514,True,O,Other,29,N,B,F,True
True,new haven,new haven,V,290,False,O,Display of Plates,30,N,B,M,True
False,bridgeport,bridgeport,V,536,True,I,Registration,34,N,W,M,False
False,stratford,bridgeport,E,30233,False,O,Display of Plates,19,H,B,M,True
False,state police,bridgeport          ,V,1000001904,True,C,Registration,23,N,B,F,True
True,ledyard,ledyard,V,PSC27522,True,C,Speed Related,21,N,W,F,False
True,wethersfield,wethersfield,E,ABS0498,False,C,Defective Lights,37,N,B,M,False
True,csp troop g,trumbull,V,1000002598,True,O,Moving Violation,42,N,W,M,False
False,east hartford,east hartford,V,WCW0264,True,C,Registration,37,H,W,M,False
False,hamden,hamden,V,100000674,True,O,Administrative Offense,24,N,W,M,True
True,redding,redding,V,217,False,I,Suspended License,46,N,W,M,False
False,new haven,new haven,E,6534,False,C,Window Tint,25,H,W,M,True
True,stratford,stratford,V,10165,True,C,Administrative Offense,38,N,B,M,True
False,newington,newington,V,49,True,C,Administrative Offense,49,H,W,F,False
False,norwalk,norwalk,V,100000277,True,O,Administrative Offense,33,N,B,M,True
True,state police,griswold            ,V,1000003375,True,C,Speed Related,15,N,W,M,False
True,fairfield,fairfield,V,100000808,False,O,Stop Sign,15,N,W,F,False
True,west hartford,west hartford,V,1000002139,False,N,Cell Phone,34,N,B,M,False
True,wilton,wilton              ,V,1008,True,N,Stop Sign,20,H,W,M,False
False,east haven,east haven,I,100216,True,I,Display of Plates,21,N,W,F,True
True,wethersfield,wethersfield,V,542,True,C,Moving Violation,25,H,W,M,True
True,new haven,new haven,V,6514,True,C,Stop Sign,38,N,B,M,True
False,groton town,groton,E,PSC21943,True,O,Display of Plates,13,H,W,M,True
False,windsor,windsor,V,224,True,I,Registration,49,H,W,F,True
True,west haven,west haven,E,1232,True,C,Defective Lights,40,N,B,M,False
False,csp troop e,preston,V,1000002938,True,C,Moving Violation,22,N,B,M,False
False,csp troop f,deep river,V,1000001949,False,I,Other,31,N,W,M,False
True,new haven,new haven,V,6511,False,C,Window Tint,26,N,W,M,False
False,coventry,coventry,V,346,True,O,Administrative Offense,25,N,B,F,True
True,east hartford,east hartford,V,KJH0331,True,C,Cell Phone,27,N,B,M,True
False,stamford,stamford,V,4A NIGHTS,True,C,Display of Plates,23,N,W,M,False
True,csp troop l,waterbury,V,1000001946,True,C,Administrative Offense,37,H,W,M,True
False,enfield,enfield,V,58,False,O,Administrative Offense,63,N,B,M,True
True,enfield,enfield,V,44,True,O,Window Tint,29,H,W,M,False
True,state police,lebanon             ,V,1000003030,False,O,Stop Sign,24,N,W,M,False
False,new london,new london,V,PSC56107,True,O,Stop Sign,39,H,W,F,False
False,new haven,new haven,E,6583,True,C,Display of Plates,28,N,B,M,False
False,glastonbury,glastonbury,E,BJB0397,True,C,Defective Lights,26,N,W,F,False
True,new haven,new haven,E,229,True,O,Display of Plates,33,N,B,M,True
False,bridgeport,bridgeport,I,HAR0158,False,O,Other,44,H,W,M,True
True,state police,brookfield          ,V,1000002592,True,C,Speed Related,17,N,W,F,False
False,naugatuck,naugatuck,V,PL31,True,C,Cell Phone,18,N,W,M,False
True,danbury,danbury,E,10626,True,I,Equipment Violation,25,N,W,F,True
False,east hartford,east hartford,I,KJH0331,False,C,Window Tint,27,H,W,F,False
False,trumbull,trumbull,V,5102,True,C,Display of Plates,25,N,B,M,True
False,rocky hill,rocky hill,V,1095410,True,O,Defective Lights,23,N,W,M,False
True,vernon,vernon,V,596,False,C,Moving Violation,15,N,W,M,False
True,bridgeport,bridgeport,V,536,True,I,Registration,37,N,B,M,False
False,putnam,putnam,E,488,True,O,Display of Plates,19,N,W,M,True
True,westport,westport,V,PSC20040,False,C,Speed Related,32,N,W,F,True
True,newington,newington,V,GML2597,True,O,Moving Violation,23,N,W,M,False
True,csp troop f,old saybrook,V,1000003170,False,C,Registration,32,N,B,M,False
False,state police,beacon falls        ,I,1000002714,False,O,Other,32,N,W,M,True
True,east hartford,east hartford,V,JDR0353,False,O,Administrative Offense,17,H,W,M,False
True,wallingford,wallingford,E,P193    ,True,O,Defective Lights,14,N,W,M,False
False,new haven,new haven,E,147,False,O,Window Tint,28,N,B,M,False
False,state police,montville           ,V,1000002546,False,O,Other/Error,17,N,W,F,True
False,state police,tolland             ,V,223693286,False,C,Other/Error,33,N,W,M,False
True,trumbull,trumbull,I,5020,True,O,Other,23,H,W,M,True
False,norwalk,norwalk,V,329,True,C,Traffic Control Signal,28,N,W,M,True
False,ridgefield,ridgefield,V,1000176,True,O,Speed Related,19,N,W,M,True
True,derby,derby,V,76,False,N,Suspended License,20,N,B,M,False
True,east hartford,east hartford,V,JJF0297,True,C,Defective Lights,26,N,W,M,True
False,manchester,manchester,V,AVP5109,False,C,Speed Related,20,N,W,M,False
True,wethersfield,wethersfield,V,555,False,O,Moving Violation,19,H,W,M,False
False,westport,westport,V,PSC20040,False,O,Cell Phone,53,N,W,F,True
True,darien,darien,E,PSC21353,False,C,Defective Lights,33,H,W,M,False
False,stratford,bridgeport,V,30252,True,O,Defective Lights,32,N,B,M,True
False,stratford,stratford,V,30224,True,I,Registration,40,N,B,F,True
True,west haven,west haven,V,1155,False,I,Speed Related,30,N,W,M,True
False,norwalk,norwalk             ,E,100000244,True,O,Display of Plates,26,N,B,M,False
True,milford,milford,E,50,True,O,Other,24,N,B,M,True
False,csp troop f,clinton,V,1000003358,False,O,Speed Related,28,N,B,M,False
False,stamford,stamford,V,1672,False,I,Stop Sign,54,N,W,M,False
True,portland,portland,V,PSC29402,False,C,Moving Violation,21,N,B,M,False
False,derby,derby,V,67,False,I,Stop Sign,30,N,W,M,False
True,west haven,west haven,V,1000335,False,I,Display of Plates,33,H,W,M,False
False,csp troop g,orange,V,1000003389,False,O,Other,58,N,W,M,False
False,wallingford,wallingford,I,P230,True,O,Administrative Offense,31,N,B,M,True
False,redding,redding,V,219,True,C,Other,27,H,W,M,False
True,milford,milford,V,121,True,C,Registration,60,H,W,F,True
True,csp troop k,marlborough,V,331752178,True,C,Speed Related,27,N,W,M,False
False,state police,litchfield          ,V,1000001927,False,C,Registration,37,N,W,M,True
True,norwalk,norwalk             ,V,100000277,False,C,Window Tint,50,N,B,M,True
True,willimantic,willimantic,V,256,True,C,Defective Lights,23,N,W,M,True
False,old saybrook,old saybrook,E,8,False,O,Window Tint,29,N,W,M,True
False,bridgeport,bridgeport,E,PER0150,False,C,Defective Lights,16,H,W,M,True
False,willimantic,willimantic,V,262,True,C,Other,21,H,W,M,True
False,ansonia,ansonia             ,V,100000129,True,N,Display of Plates,27,N,B,M,True
False,derby,derby,V,66,True,I,Other,40,N,W,M,True
False,csp troop c,somers,E,983655904,True,C,Defective Lights,16,N,B,F,True
True,branford,branford            ,I,306,True,C,Suspended License,47,N,W,M,False
False,stratford,stratford,V,10173,False,I,Registration,46,H,W,M,True
False,rocky hill,rocky hill,V,1116008,False,O,Moving Violation,28,N,W,M,False
True,bridgeport,bridgeport,V,TOP0206,True,I,Moving Violation,27,N,B,M,True
False,new haven,new haven,V,137,True,C,Stop Sign,24,H,W,M,True
False,enfield,enfield,V,124,True,C,Speed Related,24,N,W,M,False
False,waterford,waterford,I,73,True,O,Other,21,N,W,M,False
False,wallingford,wallingford,V,P173,False,O,Other,31,N,B,F,True
True,greenwich,pemberwick,V,120000089,True,I,Speed Related,25,H,W,M,True
True,south windsor,south windsor,V,MNC0179,True,O,Registration,33,N,B,M,True
False,csp troop c,vernon,V,1000003196,False,O,Registration,38,N,W,M,False
True,waterbury,waterbury,V,1018,False,C,Stop Sign,33,H,B,M,False
False,state police,clinton             ,V,1000002362,True,C,Moving Violation,49,N,W,M,True
False,danbury,danbury,V,10502,True,I,Cell Phone,46,H,W,M,False
False,west haven,west haven,V,1191,False,C,Speed Related,26,N,W,M,False
True,manchester,manchester,V,DRM5035,False,O,Traffic Control Signal,16,N,W,M,True
True,csp troop l,litchfield,V,1000003378,False,I,Registration,27,N,W,F,True
False,wethersfield,wethersfield,V,542,True,O,Moving Violation,58,N,B,M,False
False,norwalk,norwalk,V,100000230,True,C,STC Violation,36,N,B,M,True
True,torrington,high street,I,66,True,C,Other,48,N,B,M,True
False,derby,derby,V,77,True,I,Administrative Offense,34,N,B,M,True
False,bridgeport,bridgeport,V,536,False,I,Unlicensed Operation,27,H,W,F,False
False,newington,newington,V,TDB2590,True,I,Registration,52,N,W,F,False
True,hartford,hartford,I,3186,True,C,Traffic Control Signal,23,N,B,M,False
False,csp troop i,beacon falls,V,1000001893,True,O,Speed Related,37,N,B,F,False
False,westport,westport,V,PSC20056,True,C,Window Tint,21,N,W,M,False
False,csp troop h,southington,V,1000003161,True,O,Other,41,H,W,M,False
False,waterbury,waterbury,V,1558,False,I,Speed Related,33,N,A,F,False
True,csp troop a,southbury,I,324857301,True,C,Other,54,N,W,M,True
True,wethersfield,wethersfield,V,250039,False,O,Administrative Offense,29,H,W,M,True
True,bloomfield,bloomfield          ,V,2088,True,I,Moving Violation,82,N,B,M,False
False,vernon,vernon              ,V,551,True,I,Moving Violation,58,N,W,F,False
False,norwalk,norwalk,I,100000090,True,I,Unlicensed Operation,29,H,W,M,False
False,berlin,berlin,E,JNS2806,True,I,Other,20,H,W,M,False
False,wallingford,wallingford,I,212,True,O,Other,24,N,W,F,True
True,csp troop l,woodbury,V,1000002600,True,O,Other,22,N,W,M,False
True,bristol,bristol,V,120000052,False,C,Stop Sign,45,H,W,M,False
True,westport,westport,V,PSC20059,False,C,Cell Phone,21,N,W,M,True
False,bridgeport,bridgeport,V,536,True,I,Administrative Offense,18,N,B,F,True
False,east hartford,east hartford,E,CAT0330,True,O,Window Tint,28,N,B,M,True
True,csp troop a,southbury,V,1000002350,True,O,STC Violation,18,N,W,M,False
False,hamden,hamden              ,V,100000244,True,O,Moving Violation,13,N,B,M,False
False,middletown,middletown,E,258,True,C,Window Tint,51,N,B,M,True
True,trumbull,trumbull,V,3372,True,C,Equipment Violation,16,N,W,M,True
True,plainville,plainville,E,SAH2837,True,C,Defective Lights,46,N,B,M,False
True,derby,shelton,V,77,True,O,Stop Sign,25,N,W,M,False
True,wallingford,wallingford,V,P231,True,C,Moving Violation,26,H,W,M,True
False,monroe,monroe,V,1000100,True,O,Speed Related,24,N,W,M,False
False,westport,westport,V,PSC20045,True,O,Other,20,N,W,M,True
False,new haven,new haven,E,6577,False,C,Other,33,N,B,M,False
False,norwalk,norwalk             ,E,100000226,True,C,Display of Plates,19,H,W,M,True
False,csp troop c,ellington,V,1000003196,True,O,Registration,15,N,W,M,False
False,new haven,new haven,E,6575,True,O,Other,28,N,B,M,True
False,new haven,new haven,V,6568,False,C,Other,68,N,B,M,True
False,milford,milford,V,93,False,O,Moving Violation,24,N,W,M,False
True,waterford,waterford,V,50,False,O,Speed Related,26,N,W,F,True
False,bridgeport,bridgeport,V,SIM0873,False,I,Display of Plates,32,H,W,M,False
True,wallingford,wallingford,V,128,True,C,Other,32,N,W,M,False
False,willimantic,willimantic,V,162,False,C,Traffic Control Signal,40,N,W,F,False
False,southington,plantsville,V,100000109,True,C,Defective Lights,28,N,W,F,True
True,new britain,new britain,I,LAS0423,True,O,Other/Error,19,N,W,M,True
False,middletown,middletown,V,3197,True,C,Defective Lights,23,H,W,F,True
True,woodbridge,woodbridge          ,V,212,True,N,Stop Sign,26,N,W,M,True
False,csp troop g,new haven,V,1000003389,True,C,Defective Lights,27,N,B,F,True
True,state police,montville           ,I,1000002337,True,N,Moving Violation,13,N,W,M,True
True,wallingford,wallingford,E,P199    ,True,O,Display of Plates,11,N,W,M,False
False,stamford,stamford,E,1D NIGHTS,True,O,Window Tint,19,N,W,M,False
True,state police,old saybrook        ,V,159668340,True,O,Speed Related,24,H,W,F,True
True,darien,darien,V,PSC21343,True,O,Display of Plates,17,N,B,M,True
False,stratford,bridgeport,E,30233,False,O,Registration,43,H,W,M,True
False,west haven,west haven,V,1000324,False,O,Window Tint,35,N,B,M,False
False,wilton,wilton,V,1016,True,I,Moving Violation,30,H,W,M,True
True,north branford,north branford,I,365,True,O,Other,20,N,W,M,False
True,seymour,seymour,I,2,False,O,Other/Error,42,H,W,M,True
False,wethersfield,wethersfield,V,542,True,C,Registration,23,H,W,M,True
True,new britain,new britain,V,MPS0474,True,C,Moving Violation,21,N,B,M,True
False,willimantic,willimantic,I,331,False,C,Stop Sign,46,N,W,F,False
False,danbury,danbury,V,10453,False,I,Speed Related,17,H,W,M,True
False,seymour,seymour,E,356,True,O,Defective Lights,32,N,W,M,True
False,waterbury,waterbury,V,1638,True,I,Registration,24,N,B,M,True
True,new haven,new haven,E,23,False,C,Other/Error,30,H,W,M,False
False,farmington,farmington,I,372,True,O,Registration,18,N,B,M,True
True,winsted,winchester,V,1150,True,C,Speed Related,17,N,W,M,True
True,new haven,new haven,V,455,True,O,Other,47,N,W,M,True
False,waterbury,waterbury,V,2002,False,I,Registration,25,H,W,F,True
True,trumbull,bridgeport,E,5106,False,C,Display of Plates,43,N,W,M,False
True,waterford,waterford,V,73,True,O,Speed Related,24,N,B,M,False
True,csp troop i,north haven,E,1000003016,True,O,Defective Lights,33,N,B,F,True
True,state police,union               ,V,1000003174,True,C,Speed Related,23,N,W,M,True
False,norwalk,norwalk,I,100000287,False,O,Other,22,N,W,M,True
False,newington,newington,V,DCW2604,False,I,Speed Related,35,H,W,M,True
False,new britain,new britain,V,DCM0394,False,O,Traffic Control Signal,25,H,W,M,False
True,vernon,vernon,E,593,True,O,Defective Lights,35,N,W,M,True
False,west haven,west haven,V,1000332,False,I,Registration,39,H,W,M,False
True,state police,windham             ,V,1000002564,True,N,Speed Related,25,H,W,M,False
True,norwalk,norwalk,E,100000283,True,O,Defective Lights,15,N,W,M,True
False,wilton,wilton,V,1045,True,N,Registration,17,N,W,M,True
True,norwich,norwich,I,1041,False,O,Other,18,N,W,M,True
True,enfield,enfield,V,TJF1125,False,I,Speed Related,18,N,W,M,False
False,state police,chaplin             ,V,1000003171,True,O,Other/Error,39,H,W,M,True
False,new haven,new haven,V,139,False,O,Administrative Offense,28,N,B,M,True
True,wallingford,wallingford,V,144,False,O,Other,35,H,W,M,False
True,west hartford,west hartford,V,1000002072,True,O,Moving Violation,31,N,W,F,True
False,new haven,new haven,V,156,True,C,Other,21,H,W,M,False
True,state police,hartford            ,V,747982770,False,C,Other/Error,40,N,W,M,True
True,waterbury,waterbury,V,1030,False,I,Stop Sign,35,N,W,M,True
False,csp troop e,groton,V,1000002622,False,C,Speed Related,26,N,W,M,True
False,wallingford,wallingford,V,P197,True,O,Defective Lights,17,N,W,M,False
True,vernon,vernon              ,V,596,True,C,Registration,20,N,W,M,False
True,bridgeport,bridgeport,V,1295,True,O,Stop Sign,36,N,B,M,False
False,trumbull,trumbull,I,5102,False,O,Other,16,H,W,F,False
False,ledyard,ledyard,V,PSC27506,True,C,Other,31,H,W,M,False
False,clinton,clinton,E,446,True,O,Defective Lights,19,N,W,M,False
False,stratford,stratford,V,30126,False,C,Stop Sign,20,N,W,F,True
False,csp troop d,plainfield,V,1000002576,False,O,STC Violation,17,N,B,M,False
True,csp troop a,waterbury,V,1000003235,True,O,Registration,28,N,B,M,False
False,milford,milford,V,2089,True,O,Display of Plates,21,M,W,M,True
False,greenwich,greenwich           ,E,111486,True,C,Defective Lights,28,N,W,M,False
False,groton town,groton,V,DELAN,True,O,Speed Related,21,N,B,M,False
True,enfield,enfield,V,84,False,I,Registration,31,N,A,M,True
False,vernon,vernon,V,622,True,I,Registration,54,N,W,M,True
False,glastonbury,glastonbury,E,NPC0399,False,I,Display of Plates,38,H,W,F,True
True,farmington,farmington          ,V,346,False,I,Traffic Control Signal,51,N,W,M,True
True,bridgeport,bridgeport,V,216,True,I,Other,28,H,W,F,False
False,new haven,new haven,V,6575,True,O,Display of Plates,36,N,B,M,True
False,csp troop h,hartford,V,747982770,False,C,Other,29,H,W,M,True
False,norwalk,norwalk             ,V,100000237,False,I,Traffic Control Signal,19,N,B,F,True
True,norwich,norwich,I,1023,True,C,Defective Lights,26,N,B,M,True
True,west hartford,west hartford,E,1000002072,True,O,Window Tint,35,N,B,M,False
False,norwich,norwich,E,1053,False,O,Defective Lights,22,N,W,M,True
True,monroe,monroe,V,1000062,True,O,Other,20,M,W,M,False
True,new haven,new haven,V,245,True,C,Display of Plates,10,H,W,M,True
False,wallingford,wallingford,E,218,True,O,Defective Lights,27,H,W,M,True
False,csp troop g,trumbull,V,1000001904,True,O,Registration,25,N,B,M,False
False,hamden,hamden              ,V,100000412,False,O,Traffic Control Signal,22,N,W,F,False
True,darien,darien,V,PSC21312,False,I,Registration,32,H,W,M,True
False,csp troop h,hartford,E,1000002369,False,C,Administrative Offense,24,N,B,F,True
False,manchester,manchester,V,HJA5176,True,O,Seatbelt,25,N,B,M,False
False,westport,westport,V,PSC20079,True,O,Other/Error,22,H,B,M,False
True,manchester,manchester,V,JDM5229,False,O,Seatbelt,21,H,W,M,False
False,southington,southington,I,100000109,False,I,Other,25,N,W,M,False
False,suffield,suffield,V,355,False,I,Moving Violation,28,N,B,M,False
False,vernon,vernon,V,601,True,I,Traffic Control Signal,21,H,W,M,False
False,state police,hartford            ,V,671622127,False,O,Seatbelt,14,H,W,M,False
False,new britain,new britain,E,DCA0369,True,O,Defective Lights,32,H,W,F,True
False,darien,darien,V,1021,True,O,Registration,19,N,W,M,False
False,csp troop g,bridgeport,V,1000003221,False,C,Administrative Offense,35,N,B,M,True
False,vernon,vernon,V,625,False,C,Stop Sign,18,N,B,M,True
True,state police,southbury           ,V,1000002575,False,O,Other,62,N,B,M,True
False,new haven,new haven,V,442,True,C,Stop Sign,13,N,B,M,False
False,easton,easton,V,007,True,C,Other,32,N,W,M,True
False,woodbridge,woodbridge          ,V,212,True,N,Speed Related,28,N,B,M,False
False,norwalk,norwalk,V,100000342,True,O,Other,35,N,B,M,False
False,glastonbury,glastonbury,V,JMC0418,True,I,Registration,31,N,W,F,False
False,torrington,torrington,I,004,False,O,Administrative Offense,45,N,W,M,False
True,wolcott, wolcott,V,175,True,I,Administrative Offense,20,H,B,M,False
False,naugatuck,naugatuck,V,PL30,True,I,Speed Related,16,N,W,M,False
False,meriden,meriden,V,199,True,C,Registration,26,H,W,M,False
True,bloomfield,bloomfield,V,2088,False,O,Defective Lights,18,N,B,M,True
False,newington,newington,E,SJA2613,True,I,Defective Lights,31,N,B,F,True
True,newington,newington,E,GML2597,True,O,Window Tint,19,N,W,M,False
True,newington,newington,V,47,True,O,Administrative Offense,14,H,W,M,False
True,csp troop f,madison,V,1000001898,True,O,Other,11,H,W,M,False
False,csp troop a,waterbury,V,1000003509,False,C,Administrative Offense,34,H,W,M,False
False,west hartford,west hartford       ,V,1000002052,True,N,Equipment Violation,18,N,W,M,False
False,clinton,clinton,V,445,True,C,Speed Related,19,N,W,M,True
True,new haven,new haven,V,282,False,N,Stop Sign,17,H,W,M,False
True,enfield,enfield,V,59,True,I,Registration,23,N,W,M,True
True,greenwich,cos cob,V,374,False,O,Unlicensed Operation,22,N,W,F,False
False,norwich,norwich,V,1048,False,O,Moving Violation,33,H,W,F,True
False,east lyme,east lyme,E,WIL5967,True,C,Defective Lights,52,N,W,M,False
True,csp troop f,old lyme,V,1000003387,False,C,Speed Related,23,N,B,M,True
True,canton,canton              ,V,2854,False,N,Speed Related,27,N,W,M,True
True,wallingford,wallingford,V,P199,True,O,Unlicensed Operation,53,N,W,M,True
False,new haven,new haven,E,477,True,C,Window Tint,16,N,B,M,True
False,bridgeport,bridgeport,V,COY0216,False,I,Speed Related,16,H,W,M,False
False,stamford,stamford,E,11790,False,I,Defective Lights,30,H,W,M,True
True,west hartford,west hartford,V,100258,True,N,Cell Phone,39,N,W,F,False
False,trumbull,trumbull,E,5106,False,O,Defective Lights,33,N,B,M,False
False,stamford,stamford,V,21534,True,I,Traffic Control Signal,39,H,W,M,True
False,csp troop f,madison,V,1000003387,True,C,Speed Related,32,N,B,M,True
False,torrington,torrington,V,068,False,O,Moving Violation,60,N,W,M,True
