StatuteReason,SubjectAge,InterventionDateTime,ContrabandIndicator
Other,47.0,03/03/2018 01:53:00 AM,False
Other/Error,27.0,10/31/2014 11:50:00 PM,False
Other,30.0,10/13/2015 11:16:43 AM,False
Registration,33.0,07/08/2014 09:41:00 AM,False
Suspended License,34.0,02/06/2015 01:16:00 AM,False
Other/Error,31.0,01/22/2015 10:16:00 AM,False
Window Tint,31.0,11/07/2014 07:54:00 PM,False
Speed Related,29.0,12/25/2013 12:35:00 AM,False
Registration,25.0,11/27/2013 10:02:00 PM,False
Window Tint,26.0,03/21/2017 07:00:00 PM,True
Defective Lights,21.0,03/17/2016 09:37:17 PM,False
Registration,35.0,04/17/2014 02:49:00 PM,False
Suspended License,70.0,10/23/2013 11:58:00 PM,False
Registration,30.0,01/30/2015 08:55:00 PM,False
Equipment Violation,40.0,12/31/2015 06:09:09 PM,False
Speed Related,33.0,01/09/2017 08:52:00 PM,False
Registration,34.0,12/19/2017 08:53:00 PM,False
Other,23.0,04/05/2016 10:45:53 PM,True
Registration,51.0,07/10/2017 01:56:00 PM,False
Other/Error,30.0,11/09/2014 05:10:00 PM,False
Defective Lights,25.0,03/04/2018 12:14:00 AM,True
Registration,46.0,08/22/2014 08:16:00 PM,False
Display of Plates,37.0,08/07/2017 07:25:00 PM,False
Other,42.0,05/25/2017 11:12:00 PM,False
Defective Lights,49.0,11/08/2017 06:23:00 AM,False
Moving Violation,32.0,02/22/2017 10:00:00 AM,True
Other,49.0,07/30/2016 10:20:56 PM,False
Other,40.0,01/30/2016 06:59:56 PM,False
Stop Sign,18.0,06/18/2016 08:10:29 PM,True
Registration,32.0,04/10/2016 12:30:00 PM,True
Display of Plates,22.0,04/26/2018 09:12:00 PM,False
Other/Error,21.0,12/07/2014 01:08:00 AM,True
Equipment Violation,50.0,03/20/2018 05:25:00 PM,False
Other,21.0,05/02/2017 11:53:00 PM,False
Window Tint,31.0,07/16/2014 04:19:00 PM,False
Suspended License,35.0,01/13/2014 01:14:00 AM,False
Display of Plates,36.0,03/28/2016 08:08:00 PM,True
Seatbelt,22.0,05/31/2016 07:44:45 PM,False
Administrative Offense,20.0,03/14/2018 01:27:00 AM,True
Administrative Offense,22.0,01/16/2018 04:13:00 PM,False
Speed Related,40.0,03/20/2018 05:54:00 PM,False
Moving Violation,33.0,11/23/2015 03:03:00 AM,False
Moving Violation,49.0,05/10/2017 12:42:00 AM,False
Registration,44.0,11/29/2014 04:47:00 PM,False
Speed Related,34.0,04/11/2014 10:48:00 AM,False
Defective Lights,25.0,05/15/2014 09:03:00 AM,False
Administrative Offense,36.0,01/15/2017 11:04:00 AM,False
Stop Sign,56.0,01/10/2018 10:00:00 AM,False
Administrative Offense,21.0,01/22/2018 09:21:00 AM,False
Defective Lights,20.0,11/29/2014 11:00:00 PM,False
Registration,25.0,05/19/2016 10:57:30 PM,False
Other,21.0,06/11/2014 01:39:00 AM,True
Speed Related,41.0,07/04/2017 12:27:00 AM,False
Registration,34.0,03/15/2018 01:20:00 AM,False
Stop Sign,17.0,03/28/2015 04:58:00 PM,False
Display of Plates,27.0,08/29/2017 05:07:00 PM,True
Display of Plates,27.0,07/28/2016 01:27:09 AM,True
Seatbelt,46.0,04/24/2017 04:50:00 PM,False
Other/Error,28.0,12/12/2014 04:49:00 PM,True
Moving Violation,21.0,01/18/2014 11:45:00 PM,True
Seatbelt,20.0,11/25/2015 03:53:00 PM,True
Other,34.0,07/23/2016 05:53:32 PM,False
Speed Related,22.0,05/21/2016 03:11:17 AM,True
Display of Plates,30.0,03/01/2017 04:26:00 PM,False
Moving Violation,34.0,02/18/2016 04:20:33 PM,False
Administrative Offense,41.0,02/05/2018 03:31:00 PM,False
Moving Violation,17.0,04/27/2018 09:01:00 PM,True
Stop Sign,19.0,11/03/2015 01:27:00 PM,False
Moving Violation,57.0,04/07/2017 07:47:00 PM,True
Moving Violation,38.0,01/27/2018 08:54:00 PM,False
Other,35.0,07/28/2017 10:37:00 PM,False
Defective Lights,33.0,12/04/2016 09:28:00 AM,False
Speed Related,25.0,02/16/2017 09:50:00 PM,False
Moving Violation,73.0,06/09/2016 05:09:00 PM,False
Defective Lights,25.0,02/27/2014 12:41:00 AM,False
Equipment Violation,34.0,12/08/2014 01:49:00 AM,False
Moving Violation,47.0,11/15/2016 02:55:00 PM,True
Defective Lights,26.0,11/05/2013 11:07:00 PM,True
Speed Related,36.0,05/20/2017 02:50:00 AM,False
Display of Plates,36.0,04/24/2014 03:44:00 PM,False
Cell Phone,38.0,08/12/2017 11:46:00 AM,False
Registration,63.0,01/04/2014 09:27:00 PM,False
Registration,69.0,10/03/2014 09:09:00 PM,False
Defective Lights,26.0,05/07/2014 10:36:00 PM,False
Speed Related,28.0,01/15/2015 11:00:00 PM,False
Other/Error,46.0,12/05/2014 08:32:00 PM,False
Stop Sign,18.0,07/21/2014 01:28:00 PM,True
Administrative Offense,21.0,02/25/2017 07:07:00 PM,False
Window Tint,31.0,05/15/2014 05:21:00 PM,False
Seatbelt,29.0,02/10/2017 06:34:00 PM,True
Moving Violation,26.0,02/26/2018 08:05:00 PM,True
Moving Violation,20.0,11/15/2014 02:52:00 AM,False
Speed Related,18.0,03/26/2017 06:42:00 PM,False
Traffic Control Signal,58.0,06/26/2017 08:07:00 PM,False
Traffic Control Signal,26.0,12/13/2017 09:50:00 AM,False
Suspended License,25.0,03/21/2014 05:51:00 PM,False
Traffic Control Signal,24.0,09/10/2016 06:13:00 PM,True
Other,38.0,03/10/2016 04:53:12 PM,False
Seatbelt,27.0,05/31/2016 02:53:00 PM,True
Window Tint,21.0,04/05/2017 06:15:00 PM,False
Defective Lights,22.0,03/06/2018 12:15:00 AM,False
Defective Lights,29.0,06/13/2017 01:34:00 AM,True
Defective Lights,24.0,01/28/2015 08:57:00 PM,True
Moving Violation,27.0,03/24/2018 01:34:00 AM,False
Display of Plates,33.0,03/06/2017 05:14:00 PM,True
Other,32.0,12/29/2017 05:32:00 PM,False
Moving Violation,26.0,10/25/2015 09:42:58 PM,True
Registration,20.0,03/01/2014 01:15:00 AM,True
Defective Lights,31.0,12/15/2017 04:14:00 AM,False
Speed Related,21.0,03/12/2018 10:27:00 AM,True
Speed Related,65.0,04/28/2016 08:20:00 PM,True
Speed Related,39.0,07/29/2017 12:00:00 AM,False
Defective Lights,19.0,12/16/2016 06:17:00 PM,False
Moving Violation,37.0,01/18/2017 07:56:00 PM,True
Other/Error,19.0,12/13/2014 10:41:00 PM,True
Seatbelt,21.0,03/09/2018 12:18:00 PM,True
Administrative Offense,31.0,01/26/2018 02:18:00 PM,False
Other,35.0,04/02/2018 11:21:00 PM,False
Traffic Control Signal,32.0,10/16/2015 10:40:00 PM,False
Moving Violation,47.0,03/29/2016 07:00:25 PM,False
Display of Plates,20.0,12/18/2013 08:56:00 PM,False
Defective Lights,48.0,02/15/2018 03:34:00 PM,True
Administrative Offense,53.0,04/26/2018 04:39:00 PM,False
Moving Violation,22.0,06/29/2017 02:08:00 AM,True
Speed Related,20.0,10/29/2015 09:03:24 PM,True
Other,21.0,03/20/2018 10:23:00 PM,True
Other,33.0,05/18/2017 10:37:00 PM,False
Other,18.0,11/29/2017 02:19:00 AM,False
Moving Violation,41.0,10/07/2015 02:11:00 AM,True
Other,28.0,02/04/2018 12:49:00 AM,True
Registration,25.0,03/17/2017 11:33:00 AM,False
Speed Related,29.0,02/28/2016 01:02:00 PM,True
Stop Sign,34.0,03/31/2015 05:51:00 PM,False
Moving Violation,27.0,05/10/2017 07:19:00 PM,True
Registration,18.0,02/23/2018 10:41:00 AM,False
Speed Related,22.0,02/05/2017 02:48:00 AM,False
STC Violation,18.0,04/16/2016 10:25:11 AM,False
Display of Plates,25.0,11/13/2017 01:08:00 PM,False
Registration,40.0,08/21/2014 09:47:00 AM,False
Registration,32.0,06/18/2016 08:01:16 PM,True
Speed Related,22.0,11/09/2013 04:11:00 AM,False
Other,31.0,06/02/2016 08:15:20 PM,True
Speed Related,50.0,12/03/2013 04:44:00 PM,True
Other,54.0,01/31/2014 11:36:00 PM,False
Other,27.0,10/05/2013 11:36:00 AM,True
Other,36.0,06/04/2014 11:10:00 PM,True
Stop Sign,30.0,02/16/2016 06:02:18 PM,False
Other,34.0,05/19/2016 07:00:41 PM,False
Moving Violation,19.0,10/25/2014 01:52:00 AM,False
Speed Related,26.0,01/18/2018 11:21:00 PM,False
Registration,21.0,01/24/2017 05:06:00 PM,False
Unlicensed Operation,22.0,01/31/2018 12:57:00 PM,False
Other,44.0,02/18/2017 03:19:00 PM,False
Suspended License,49.0,08/19/2014 09:37:00 PM,False
Traffic Control Signal,22.0,04/16/2016 09:49:59 PM,True
Stop Sign,23.0,06/05/2017 12:23:00 AM,True
Speed Related,21.0,05/30/2014 02:07:00 AM,False
Speed Related,18.0,08/03/2014 08:53:00 PM,True
Speed Related,40.0,11/06/2015 03:57:00 AM,False
Registration,30.0,03/19/2014 06:17:00 PM,False
Moving Violation,22.0,05/03/2016 12:26:19 AM,False
Traffic Control Signal,32.0,10/19/2014 02:24:00 AM,False
Speed Related,46.0,04/30/2016 02:15:37 AM,True
Other,53.0,05/06/2016 10:42:04 PM,False
Moving Violation,22.0,10/08/2013 07:00:00 PM,False
Registration,21.0,12/20/2017 09:07:00 AM,False
Defective Lights,18.0,05/17/2014 09:23:00 PM,False
Administrative Offense,20.0,06/17/2016 08:13:53 PM,False
Speed Related,17.0,09/19/2014 11:09:00 AM,True
Defective Lights,24.0,01/02/2016 07:48:33 PM,True
Traffic Control Signal,20.0,01/13/2015 12:48:00 AM,False
Other,26.0,11/01/2015 01:36:00 AM,True
Other/Error,26.0,03/08/2015 11:14:00 PM,False
Stop Sign,25.0,01/16/2018 08:01:00 PM,False
Administrative Offense,23.0,05/03/2017 02:10:00 AM,True
Registration,48.0,10/17/2016 11:18:00 AM,False
Administrative Offense,19.0,11/06/2016 11:36:00 PM,False
Defective Lights,50.0,07/17/2016 09:31:43 PM,False
Defective Lights,19.0,03/16/2018 12:15:00 AM,True
Traffic Control Signal,20.0,04/09/2018 08:02:00 PM,False
Stop Sign,32.0,02/12/2017 12:10:00 AM,True
Administrative Offense,25.0,03/11/2017 12:01:00 PM,True
Other,26.0,04/04/2014 01:27:00 AM,True
Traffic Control Signal,46.0,02/10/2018 02:38:00 AM,False
Defective Lights,54.0,02/06/2018 09:30:00 PM,False
Speed Related,21.0,07/12/2014 01:50:00 AM,False
Cell Phone,44.0,12/15/2015 09:29:40 AM,False
Registration,57.0,08/23/2017 11:10:00 AM,True
Display of Plates,22.0,04/08/2014 06:20:00 PM,False
Other,23.0,02/01/2017 12:57:00 AM,True
Defective Lights,20.0,11/19/2015 12:30:18 AM,False
Window Tint,40.0,11/14/2014 05:59:00 PM,False
Window Tint,17.0,03/15/2014 10:49:00 AM,True
Moving Violation,26.0,01/22/2016 12:15:18 PM,False
Moving Violation,23.0,05/02/2018 12:19:00 AM,True
Speed Related,28.0,01/04/2017 03:50:00 AM,False
Traffic Control Signal,23.0,10/03/2015 12:25:00 AM,True
Moving Violation,42.0,08/09/2016 01:59:00 AM,False
Other/Error,61.0,01/22/2015 05:32:00 AM,True
Stop Sign,21.0,04/01/2014 07:52:00 PM,True
Speed Related,17.0,12/22/2014 09:07:00 PM,False
Seatbelt,22.0,11/17/2016 12:04:00 AM,True
Registration,37.0,08/13/2014 10:31:00 AM,False
STC Violation,20.0,12/27/2015 07:46:33 PM,False
Speed Related,56.0,02/18/2016 12:54:22 PM,False
Other,24.0,05/06/2014 01:25:00 AM,False
Display of Plates,33.0,11/04/2016 05:13:00 PM,False
Stop Sign,24.0,12/14/2016 08:15:00 PM,True
Equipment Violation,22.0,10/25/2016 08:57:00 PM,True
Defective Lights,24.0,08/17/2014 02:20:00 AM,False
Defective Lights,21.0,03/13/2017 03:46:00 AM,False
Seatbelt,23.0,02/15/2014 02:05:00 AM,False
Registration,33.0,01/16/2017 11:30:00 AM,False
Stop Sign,31.0,02/03/2018 02:09:00 AM,False
Other,29.0,09/07/2014 09:10:00 PM,True
Other/Error,61.0,11/08/2014 06:49:00 PM,False
Other,33.0,06/09/2016 10:22:39 PM,False
Speed Related,20.0,08/09/2017 09:38:00 PM,False
Defective Lights,42.0,03/09/2018 02:36:00 AM,False
Other,38.0,11/25/2017 10:39:00 PM,True
Administrative Offense,31.0,10/22/2017 05:50:00 PM,True
Suspended License,35.0,08/20/2014 08:43:00 PM,False
Moving Violation,38.0,04/09/2017 12:23:00 AM,False
Administrative Offense,28.0,11/17/2017 09:40:00 AM,False
Other,31.0,10/19/2013 03:20:00 PM,True
Defective Lights,24.0,09/21/2016 09:15:00 PM,True
Display of Plates,28.0,02/15/2018 04:36:00 PM,True
Defective Lights,45.0,03/11/2018 09:10:00 PM,True
Administrative Offense,23.0,01/18/2018 04:53:00 PM,False
Stop Sign,41.0,08/14/2014 05:43:00 AM,False
Registration,34.0,11/01/2013 07:56:00 PM,False
Other,42.0,03/01/2014 07:15:00 PM,True
Unlicensed Operation,22.0,10/16/2016 09:09:00 PM,False
Administrative Offense,27.0,04/23/2018 08:10:00 AM,False
Administrative Offense,55.0,04/27/2016 04:57:23 PM,False
Moving Violation,17.0,04/27/2017 08:17:00 PM,True
Moving Violation,19.0,05/07/2018 10:29:00 PM,True
Other,23.0,12/09/2015 10:37:00 AM,False
Moving Violation,30.0,11/11/2017 02:36:00 AM,False
Cell Phone,62.0,04/09/2014 04:19:00 PM,True
Traffic Control Signal,20.0,07/06/2016 08:11:00 PM,False
Administrative Offense,32.0,04/24/2018 02:52:00 PM,False
Registration,28.0,12/20/2013 07:29:00 PM,True
Registration,27.0,01/20/2018 12:58:00 PM,True
Other,26.0,04/25/2018 02:50:00 AM,True
Unlicensed Operation,31.0,01/01/2016 01:20:26 AM,False
Display of Plates,23.0,07/10/2017 05:33:00 PM,False
Window Tint,29.0,08/29/2014 05:10:00 PM,False
Administrative Offense,28.0,12/07/2017 09:16:00 AM,False
Administrative Offense,18.0,03/20/2017 12:53:00 PM,False
Other,28.0,01/12/2016 12:13:00 AM,False
Moving Violation,45.0,01/31/2016 12:28:00 AM,False
Speed Related,28.0,11/30/2015 04:17:00 PM,True
Administrative Offense,26.0,01/19/2017 05:34:00 PM,True
Speed Related,20.0,10/12/2014 12:34:00 PM,True
Window Tint,21.0,03/17/2017 07:48:00 PM,False
Moving Violation,55.0,08/02/2017 01:19:00 AM,False
Administrative Offense,24.0,04/07/2018 05:43:00 PM,False
Administrative Offense,40.0,09/16/2016 06:39:00 AM,False
Defective Lights,26.0,04/28/2016 07:15:00 PM,False
Speed Related,40.0,03/19/2016 12:32:53 AM,False
Speed Related,22.0,03/03/2018 01:30:00 AM,True
Registration,37.0,06/28/2017 01:08:00 PM,True
Defective Lights,18.0,09/01/2017 02:07:00 AM,False
Defective Lights,28.0,08/25/2017 05:42:00 AM,True
Registration,33.0,05/07/2018 11:05:00 PM,False
Defective Lights,21.0,12/01/2013 12:24:00 AM,False
Seatbelt,48.0,01/24/2018 02:05:00 PM,False
Speed Related,52.0,04/21/2016 10:29:25 PM,False
Moving Violation,20.0,07/05/2014 03:42:00 AM,False
Defective Lights,24.0,04/01/2016 03:08:00 PM,False
Equipment Violation,33.0,10/05/2015 05:32:23 PM,False
Other/Error,22.0,12/11/2014 01:01:00 PM,False
Administrative Offense,35.0,04/09/2017 05:53:00 PM,True
Moving Violation,30.0,07/16/2014 11:59:00 AM,True
Stop Sign,23.0,03/04/2016 06:27:47 PM,True
Seatbelt,23.0,02/22/2015 01:09:00 PM,False
Traffic Control Signal,36.0,06/23/2017 06:30:00 PM,False
Registration,37.0,03/13/2016 01:39:14 PM,False
Window Tint,26.0,01/20/2017 05:09:00 PM,False
Other,23.0,07/09/2014 01:58:00 AM,True
Other,70.0,10/26/2013 08:03:00 PM,False
Other,20.0,05/07/2018 02:59:00 AM,True
Speed Related,20.0,02/10/2018 01:56:00 AM,False
Window Tint,28.0,03/09/2018 04:42:00 PM,False
Traffic Control Signal,24.0,02/22/2016 01:28:00 PM,False
Display of Plates,39.0,04/20/2018 12:50:00 PM,False
Speed Related,40.0,07/28/2014 03:38:00 PM,False
Defective Lights,43.0,09/27/2016 11:53:00 PM,False
Registration,18.0,01/21/2018 02:36:00 PM,False
Stop Sign,44.0,01/27/2017 11:52:00 AM,False
Equipment Violation,33.0,09/29/2016 12:48:06 PM,True
Display of Plates,30.0,03/12/2014 11:09:00 AM,True
Other,37.0,04/30/2018 02:19:00 PM,False
Window Tint,21.0,04/05/2017 09:15:00 AM,True
Stop Sign,22.0,04/12/2014 09:42:00 PM,False
Defective Lights,23.0,01/10/2018 09:53:00 PM,False
Registration,32.0,02/26/2018 02:57:00 PM,False
Registration,41.0,04/28/2016 05:55:52 PM,False
Defective Lights,48.0,07/01/2014 07:20:00 AM,False
Display of Plates,51.0,03/28/2015 02:52:00 PM,False
Display of Plates,31.0,10/21/2015 11:23:58 AM,False
Moving Violation,26.0,07/21/2016 03:25:04 AM,False
Unlicensed Operation,34.0,11/13/2017 10:33:00 PM,False
Other,48.0,05/26/2016 05:34:00 PM,False
Moving Violation,18.0,02/09/2018 11:51:00 PM,False
Other,30.0,03/30/2018 01:21:00 AM,False
Moving Violation,43.0,11/24/2014 03:43:00 PM,True
Display of Plates,22.0,03/26/2016 10:05:47 AM,False
Speed Related,31.0,03/11/2016 04:26:58 PM,False
Stop Sign,34.0,07/07/2016 05:34:00 PM,False
Moving Violation,17.0,11/11/2014 10:14:00 PM,False
Administrative Offense,29.0,10/26/2016 05:46:00 AM,False
Display of Plates,60.0,12/30/2015 02:10:13 PM,False
Other,24.0,11/15/2016 02:20:00 AM,True
Other,20.0,02/03/2018 07:23:00 PM,True
Registration,28.0,06/20/2017 09:11:00 PM,False
Speed Related,23.0,12/13/2017 11:58:00 PM,False
Other,48.0,04/17/2014 01:11:00 AM,False
Stop Sign,42.0,10/22/2015 08:56:52 PM,False
Moving Violation,35.0,02/14/2018 11:15:00 PM,False
Moving Violation,19.0,12/22/2014 09:48:00 PM,False
Speed Related,22.0,12/18/2014 07:35:00 PM,True
Administrative Offense,39.0,05/23/2017 07:57:00 AM,False
Cell Phone,27.0,03/05/2017 12:57:00 AM,True
Cell Phone,19.0,09/01/2017 06:43:00 PM,False
Other,20.0,01/16/2018 12:27:00 AM,False
STC Violation,24.0,08/03/2017 08:34:00 AM,False
Suspended License,43.0,11/22/2014 10:11:00 AM,False
Other,24.0,02/14/2018 02:57:00 PM,True
Defective Lights,22.0,10/17/2014 08:21:00 PM,True
Moving Violation,23.0,04/14/2016 11:32:00 PM,False
Registration,20.0,09/14/2017 08:58:00 PM,False
Other,22.0,08/05/2014 12:10:00 PM,True
Other,25.0,08/11/2014 07:47:00 PM,False
Display of Plates,31.0,03/14/2014 12:00:00 AM,True
Speed Related,25.0,12/07/2013 11:26:00 PM,False
Speed Related,20.0,06/30/2017 09:12:00 PM,False
Display of Plates,23.0,03/14/2014 05:36:00 PM,True
Other,40.0,05/25/2016 04:17:09 PM,False
Other/Error,26.0,11/28/2014 10:49:00 PM,True
Speed Related,22.0,03/12/2018 11:00:00 PM,False
Defective Lights,20.0,01/08/2015 10:08:00 PM,False
Moving Violation,25.0,10/19/2013 12:55:00 AM,True
Cell Phone,19.0,01/08/2014 11:04:00 AM,False
Administrative Offense,33.0,02/18/2018 06:30:00 PM,False
Speed Related,35.0,10/05/2017 11:40:00 PM,False
Traffic Control Signal,22.0,05/28/2017 09:08:00 PM,False
Other,30.0,11/30/2017 01:28:00 PM,True
Administrative Offense,25.0,03/04/2017 04:28:00 PM,True
Display of Plates,18.0,11/26/2016 01:38:00 AM,True
Window Tint,28.0,01/08/2018 09:47:00 PM,True
Moving Violation,32.0,07/03/2017 11:38:00 PM,False
Speed Related,31.0,05/04/2018 07:27:00 PM,False
Traffic Control Signal,22.0,02/25/2018 03:59:00 AM,False
Unlicensed Operation,44.0,10/28/2017 04:30:00 PM,True
Other,20.0,06/03/2014 09:34:00 AM,False
Other,19.0,10/21/2013 10:19:00 AM,False
Stop Sign,40.0,02/10/2015 09:19:00 PM,False
Speed Related,30.0,03/07/2018 01:12:00 AM,True
Stop Sign,50.0,08/30/2016 01:05:33 AM,False
Registration,49.0,08/25/2016 08:58:20 AM,False
Speed Related,25.0,08/24/2017 11:36:00 PM,False
Traffic Control Signal,39.0,07/01/2014 01:18:00 AM,False
Traffic Control Signal,35.0,03/30/2018 08:36:00 PM,True
Moving Violation,21.0,03/06/2018 08:04:00 PM,True
Other,44.0,10/30/2013 01:15:00 PM,False
Defective Lights,37.0,01/11/2018 07:43:00 PM,True
STC Violation,44.0,03/17/2018 11:12:00 PM,False
Registration,47.0,07/23/2016 07:00:32 PM,False
Other,25.0,03/26/2017 03:42:00 AM,True
Other,26.0,12/04/2017 06:45:00 PM,False
Stop Sign,38.0,11/13/2016 08:35:00 PM,False
Registration,24.0,12/27/2017 10:12:00 PM,False
Defective Lights,19.0,06/06/2014 04:35:00 AM,False
Other,38.0,06/23/2017 11:01:00 PM,True
Moving Violation,33.0,03/31/2015 06:03:00 PM,False
STC Violation,27.0,09/20/2017 09:30:00 AM,False
Moving Violation,20.0,05/31/2016 01:17:00 AM,True
Stop Sign,31.0,03/14/2018 01:22:00 AM,False
Defective Lights,20.0,02/29/2016 09:02:07 PM,True
Speed Related,23.0,04/17/2017 10:23:00 PM,False
Moving Violation,16.0,03/19/2018 02:48:00 PM,True
Moving Violation,32.0,10/30/2016 02:55:00 AM,False
Defective Lights,20.0,01/20/2014 10:09:00 PM,True
Stop Sign,22.0,01/31/2018 01:04:00 PM,False
Other,35.0,02/28/2014 10:48:00 PM,False
Display of Plates,19.0,01/17/2014 12:00:00 AM,False
Administrative Offense,32.0,01/15/2018 10:23:00 PM,False
Speed Related,18.0,07/08/2014 09:26:00 PM,False
Administrative Offense,31.0,05/23/2016 08:29:31 AM,False
Traffic Control Signal,22.0,04/19/2016 12:55:46 AM,True
Defective Lights,19.0,01/02/2016 12:55:00 AM,False
Seatbelt,27.0,10/07/2014 02:28:00 AM,True
Defective Lights,26.0,08/21/2014 11:22:00 PM,False
Display of Plates,30.0,10/31/2016 10:13:00 AM,False
Cell Phone,34.0,04/09/2016 04:52:00 PM,False
Window Tint,28.0,06/16/2016 11:12:58 AM,False
Speed Related,30.0,05/26/2016 01:02:00 AM,True
Display of Plates,31.0,03/22/2018 02:15:00 PM,False
Moving Violation,45.0,03/26/2015 05:35:00 PM,False
Cell Phone,17.0,04/15/2017 02:54:00 PM,True
Equipment Violation,49.0,12/02/2015 02:05:00 AM,False
Cell Phone,44.0,09/15/2014 08:53:00 AM,False
Administrative Offense,23.0,03/24/2017 06:17:00 PM,True
Defective Lights,23.0,08/01/2016 11:58:00 PM,True
Other,22.0,03/23/2014 11:46:00 AM,False
Stop Sign,30.0,01/04/2017 08:18:00 PM,False
Display of Plates,20.0,11/23/2014 08:51:00 PM,False
Registration,30.0,05/15/2017 01:49:00 PM,False
Display of Plates,20.0,05/15/2016 03:25:00 AM,True
Suspended License,19.0,08/15/2014 08:24:00 PM,False
Other,20.0,02/02/2014 12:41:00 AM,True
Window Tint,48.0,04/23/2016 04:40:00 PM,False
Moving Violation,18.0,10/08/2015 01:53:59 AM,False
Moving Violation,33.0,09/05/2017 03:44:00 PM,False
Moving Violation,52.0,08/23/2017 06:50:00 PM,True
Moving Violation,19.0,01/30/2017 09:49:00 PM,False
Administrative Offense,45.0,02/12/2018 10:14:00 AM,False
Administrative Offense,59.0,12/11/2017 02:11:00 PM,False
Moving Violation,40.0,01/24/2014 06:17:00 AM,False
Window Tint,34.0,05/26/2016 07:33:00 PM,False
Defective Lights,33.0,11/19/2016 01:39:00 AM,False
Other,38.0,03/06/2014 10:02:00 AM,False
Display of Plates,27.0,02/01/2015 12:28:00 PM,True
Moving Violation,20.0,01/02/2018 07:38:00 PM,True
Moving Violation,19.0,09/19/2016 07:32:51 PM,False
Defective Lights,33.0,05/05/2018 03:26:00 AM,False
Other,17.0,01/02/2016 11:02:08 PM,True
Moving Violation,28.0,12/01/2013 02:42:00 PM,False
STC Violation,17.0,03/18/2016 05:34:42 PM,True
Moving Violation,25.0,10/31/2015 07:17:56 PM,False
Registration,16.0,08/27/2017 11:50:00 PM,False
Moving Violation,26.0,09/23/2017 03:41:00 AM,False
Moving Violation,27.0,03/05/2015 12:27:00 PM,False
Other,26.0,08/26/2014 09:25:00 PM,False
Other,20.0,08/27/2017 01:03:00 AM,True
Display of Plates,27.0,06/01/2016 05:10:40 PM,False
Registration,30.0,12/31/2016 08:24:00 PM,False
Other,33.0,10/26/2017 08:41:00 PM,True
Equipment Violation,19.0,04/12/2014 05:16:00 PM,True
Moving Violation,18.0,07/04/2017 12:37:00 AM,False
Other/Error,25.0,01/22/2015 09:40:00 PM,False
Registration,25.0,12/18/2017 03:15:00 AM,True
Other,50.0,04/12/2018 07:16:00 PM,False
Defective Lights,29.0,08/28/2014 05:09:00 PM,False
Speed Related,26.0,02/24/2015 12:50:00 AM,True
Defective Lights,25.0,11/12/2013 12:30:00 AM,False
Moving Violation,56.0,12/27/2013 09:00:00 PM,False
Unlicensed Operation,39.0,05/02/2018 03:14:00 AM,False
Registration,24.0,08/01/2017 04:22:00 PM,False
Speed Related,12.0,02/24/2018 02:03:00 AM,False
Display of Plates,19.0,05/12/2014 01:18:00 AM,False
Speed Related,21.0,03/29/2015 08:20:00 PM,True
Window Tint,36.0,01/29/2017 05:10:00 PM,False
Traffic Control Signal,29.0,07/17/2014 10:37:00 AM,False
Defective Lights,18.0,12/03/2017 03:38:00 AM,False
Speed Related,39.0,01/21/2016 11:39:28 PM,True
Other,57.0,11/21/2017 12:38:00 AM,False
Traffic Control Signal,33.0,03/15/2018 02:05:00 PM,False
Stop Sign,23.0,04/26/2017 08:32:00 PM,True
Display of Plates,43.0,01/14/2016 11:18:00 PM,False
Other,66.0,05/26/2017 09:21:00 PM,False
Defective Lights,18.0,06/16/2014 11:55:00 PM,False
Display of Plates,20.0,10/13/2013 02:36:00 PM,True
Cell Phone,51.0,04/28/2016 09:15:21 AM,False
Moving Violation,21.0,12/29/2016 02:01:00 AM,True
Other,28.0,03/28/2017 06:51:00 PM,False
Traffic Control Signal,26.0,12/11/2014 07:11:00 AM,False
Speed Related,24.0,08/13/2017 11:37:00 AM,True
Window Tint,35.0,04/05/2017 05:45:00 PM,False
Display of Plates,31.0,06/04/2016 02:05:00 PM,False
Traffic Control Signal,25.0,12/11/2015 01:05:23 AM,False
Moving Violation,26.0,09/23/2014 12:00:00 PM,True
Registration,16.0,05/27/2017 01:42:00 AM,False
Other/Error,38.0,11/12/2014 11:16:00 AM,False
Display of Plates,20.0,02/28/2014 08:42:00 PM,False
Other,30.0,03/20/2018 12:34:00 AM,False
Moving Violation,32.0,05/03/2014 12:45:00 AM,False
Window Tint,34.0,02/15/2017 09:21:00 PM,False
Traffic Control Signal,20.0,01/31/2018 11:30:00 PM,False
Other,18.0,08/09/2016 02:35:00 AM,True
Other,27.0,05/08/2014 12:56:00 AM,False
Stop Sign,21.0,04/13/2018 04:52:00 PM,False
Administrative Offense,26.0,11/01/2017 06:57:00 AM,False
Registration,17.0,03/28/2014 01:51:00 PM,False
Administrative Offense,23.0,05/01/2017 11:27:00 PM,False
Other/Error,22.0,11/27/2014 10:35:00 PM,True
Other,28.0,08/22/2014 08:00:00 PM,True
Cell Phone,34.0,10/02/2014 01:33:00 PM,True
Registration,40.0,04/15/2017 01:12:00 AM,False
Defective Lights,25.0,02/26/2018 09:15:00 PM,False
Moving Violation,34.0,05/09/2018 07:15:00 PM,True
Other,30.0,03/05/2017 07:16:00 PM,False
Registration,57.0,01/27/2014 08:46:00 AM,False
