Date,Store,Sales,Customers,Open
2015-03-12,83,3495,327,1
2015-04-17,55,5858,684,1
2015-07-21,22,4487,468,1
2015-06-18,9,8098,626,1
2015-03-22,16,0,0,0
2015-05-21,75,6395,655,1
2015-06-13,46,4833,560,1
2015-01-18,6,0,0,0
2015-05-11,59,5723,630,1
2015-01-18,75,0,0,0
2015-04-25,7,5404,560,1
2015-03-17,39,6051,735,1
2015-05-28,89,5774,600,1
2015-03-02,27,15516,1412,1
2015-04-27,30,5497,696,1
2015-07-24,67,7023,732,1
2015-06-22,17,4926,700,1
2015-03-22,40,0,0,0
2015-02-05,68,6142,980,1
2015-03-25,48,2750,333,1
2015-07-08,10,4865,518,1
2015-01-16,29,8744,755,1
2015-05-26,100,7700,638,1
2015-06-16,61,6360,680,1
2015-04-16,80,8623,634,1
2015-01-19,13,3989,340,1
2015-02-13,26,6007,566,1
2015-01-31,94,6592,589,1
2015-06-17,23,5886,483,1
2015-01-07,8,7262,781,1
2015-01-30,18,9941,940,1
2015-04-22,93,4923,553,1
2015-01-23,84,11925,1312,1
2015-01-19,76,7074,857,1
2015-06-08,100,9022,754,1
2015-07-14,60,11937,879,1
2015-07-20,46,4225,583,1
2015-03-30,64,20700,1220,1
2015-05-06,45,5344,376,1
2015-01-31,95,4438,473,1
2015-05-09,17,2962,383,1
2015-04-14,28,6448,641,1
2015-06-25,40,3583,539,1
2015-05-11,21,3323,354,1
2015-04-25,8,3213,401,1
2015-03-06,94,7685,709,1
2015-06-29,13,6741,441,1
2015-01-12,13,7307,494,1
2015-03-15,64,0,0,0
2015-06-19,2,4926,544,1
2015-02-11,81,6203,491,1
2015-04-30,55,7167,844,1
2015-01-12,56,8107,550,1
2015-06-27,92,6134,538,1
2015-02-20,40,3929,495,1
2015-03-05,22,4378,476,1
2015-03-23,31,4383,502,1
2015-06-07,27,0,0,0
2015-03-04,96,6555,670,1
2015-04-21,63,4896,471,1
2015-01-01,28,0,0,0
2015-05-09,32,2618,293,1
2015-06-09,51,5773,435,1
2015-04-03,39,0,0,0
2015-01-29,97,7863,778,1
2015-06-23,20,8512,918,1
2015-01-19,82,7625,786,1
2015-01-09,72,4830,526,1
2015-03-20,79,5923,631,1
2015-02-21,16,4660,504,1
2015-01-17,26,5968,551,1
2015-05-18,9,11031,878,1
2015-06-15,96,9787,811,1
2015-01-23,49,6512,523,1
2015-07-01,81,6999,548,1
2015-04-13,59,8829,810,1
2015-07-25,33,7188,694,1
2015-01-31,37,8444,1007,1
2015-06-29,56,11070,652,1
2015-05-23,89,5252,476,1
2015-03-11,87,5024,691,1
2015-05-28,51,5715,429,1
2015-03-24,5,4073,537,1
2015-07-19,38,0,0,0
2015-03-31,20,9856,839,1
2015-03-21,63,7797,766,1
2015-04-24,44,4600,565,1
2015-04-15,64,10942,764,1
2015-07-16,66,6177,530,1
2015-04-22,24,7915,783,1
2015-07-11,20,5332,497,1
2015-07-19,8,0,0,0
2015-01-28,23,5338,453,1
2015-03-12,68,6289,936,1
2015-04-04,30,4723,758,1
2015-02-18,28,4881,533,1
2015-04-03,95,0,0,0
2015-07-11,48,2327,249,1
2015-06-21,16,0,0,0
2015-02-08,8,0,0,0
2015-04-17,54,9896,842,1
2015-01-06,80,7788,571,1
2015-07-14,38,7336,567,1
2015-03-18,84,15051,1515,1
2015-06-12,67,6225,717,1
2015-01-31,58,6775,542,1
2015-01-12,20,10525,1004,1
2015-01-11,18,0,0,0
2015-05-03,4,0,0,0
2015-04-17,80,9733,674,1
2015-01-01,48,0,0,0
2015-06-20,60,4825,426,1
2015-01-24,54,8670,920,1
2015-03-04,87,6352,757,1
2015-03-20,59,6516,602,1
2015-02-14,29,8214,738,1
2015-07-08,56,7777,542,1
2015-06-14,36,0,0,0
2015-04-19,35,0,0,0
2015-05-16,96,2267,200,1
2015-01-22,99,4477,429,1
2015-05-18,76,12368,1150,1
2015-02-08,5,0,0,0
2015-05-24,61,0,0,0
2015-07-17,94,7567,654,1
2015-06-14,24,0,0,0
2015-03-12,50,2697,270,1
2015-06-24,69,7255,966,1
2015-07-24,93,5010,579,1
2015-06-17,61,6969,642,1
2015-01-02,7,9434,988,1
2015-03-29,33,0,0,0
2015-02-27,28,5668,640,1
2015-04-28,90,9786,1131,1
2015-01-23,28,3557,476,1
2015-04-15,32,4537,512,1
2015-01-12,72,6601,592,1
2015-03-21,29,8165,699,1
2015-05-23,76,9401,954,1
2015-07-21,10,6479,654,1
2015-02-27,45,5433,410,1
2015-03-19,54,7774,678,1
2015-05-15,21,6186,588,1
2015-03-22,73,0,0,0
2015-05-26,60,9119,841,1
2015-02-12,54,5726,560,1
2015-04-03,25,0,0,0
2015-03-22,72,0,0,0
2015-07-26,74,0,0,0
2015-07-06,43,6993,593,1
2015-03-01,47,0,0,0
2015-05-16,49,6620,508,1
2015-03-27,69,8342,1174,1
2015-02-08,60,0,0,0
2015-07-08,2,5676,693,1
2015-06-08,62,7156,809,1
2015-07-15,76,10562,1009,1
2015-05-27,72,3686,413,1
2015-07-16,61,4550,562,1
2015-06-27,76,7570,825,1
2015-05-18,71,12708,938,1
2015-04-05,50,0,0,0
2015-04-26,91,0,0,0
2015-01-11,28,0,0,0
2015-06-20,33,8094,821,1
2015-05-15,50,3838,381,1
2015-01-17,58,6232,510,1
2015-03-22,23,0,0,0
2015-01-05,11,9720,1284,1
2015-04-12,78,0,0,0
2015-01-13,75,6085,604,1
2015-04-22,41,4439,343,1
2015-03-11,25,8933,1365,1
2015-02-09,88,5005,553,1
2015-02-12,38,3836,427,1
2015-02-13,22,5083,610,1
2015-07-02,13,5652,388,1
2015-03-14,6,3164,338,1
2015-02-25,93,4714,535,1
2015-06-30,47,13635,1294,1
2015-02-01,35,0,0,0
2015-06-26,48,3113,362,1
2015-06-24,98,4363,388,1
2015-03-16,98,7668,599,1
2015-03-23,2,4183,516,1
2015-01-29,70,6466,654,1
2015-01-17,66,6932,609,1
2015-03-19,59,5880,598,1
2015-03-28,86,3920,517,1
2015-02-22,31,0,0,0
2015-07-17,100,8463,687,1
2015-06-18,60,10930,852,1
2015-04-01,84,20238,1761,1
2015-07-11,17,3034,361,1
2015-03-07,44,3719,492,1
2015-03-28,85,6508,930,1
2015-02-02,37,8683,891,1
2015-04-20,44,4137,550,1
2015-01-14,72,4564,464,1
2015-03-09,25,10477,1565,1
2015-04-06,90,0,0,0
2015-05-25,65,0,0,0
2015-01-04,40,0,0,0
2015-05-10,12,0,0,0
2015-01-17,94,6165,555,1
2015-02-08,21,0,0,0
2015-01-30,6,6555,692,1
2015-07-08,67,7960,804,1
2015-02-26,97,5859,695,1
2015-05-21,50,4361,372,1
2015-04-23,30,2987,533,1
2015-04-18,88,1917,205,1
2015-06-22,45,4043,341,1
2015-02-24,97,5259,610,1
2015-01-17,100,7759,674,1
2015-07-21,58,6159,482,1
2015-02-12,31,4712,518,1
2015-07-21,48,2868,314,1
2015-06-30,41,8145,506,1
2015-05-27,74,5409,768,1
2015-05-12,46,4240,544,1
2015-04-04,80,10578,844,1
2015-02-19,32,4386,488,1
2015-05-19,29,10125,812,1
2015-04-13,32,6549,719,1
2015-07-04,77,6791,598,1
2015-05-30,45,6462,480,1
2015-04-08,12,6618,892,1
2015-01-15,64,11017,790,1
2015-04-02,98,8824,677,1
2015-02-02,100,7329,534,1
2015-04-19,50,0,0,0
2015-03-02,90,12755,1394,1
2015-02-09,32,3859,480,1
2015-02-08,24,0,0,0
2015-06-09,69,8320,1145,1
2015-02-17,97,6985,673,1
2015-02-05,39,5829,705,1
2015-02-15,66,0,0,0
2015-05-30,65,4565,328,1
2015-01-30,42,12295,1204,1
2015-02-25,27,7201,901,1
2015-03-02,18,9841,940,1
2015-05-16,74,4791,611,1
2015-04-18,65,3268,262,1
2015-07-11,69,7599,1008,1
2015-06-16,47,9007,1036,1
2015-05-15,77,8590,716,1
2015-04-12,47,0,0,0
2015-07-13,28,7661,732,1
2015-03-05,96,5900,600,1
2015-06-04,18,7727,764,1
2015-04-15,58,7248,516,1
2015-06-18,64,13484,940,1
2015-05-29,83,4505,381,1
2015-06-19,15,7851,764,1
2015-02-09,95,4761,626,1
2015-01-25,85,7459,1093,1
2015-01-26,34,9234,1080,1
2015-06-29,48,5030,442,1
2015-05-04,6,7521,823,1
2015-06-07,66,0,0,0
2015-06-24,29,7251,634,1
2015-07-08,91,3812,430,1
2015-01-10,27,6562,730,1
2015-07-21,38,4198,411,1
2015-01-25,13,0,0,0
2015-05-29,6,5435,612,1
2015-06-16,4,10671,1352,1
2015-04-01,7,13381,1123,1
2015-04-05,86,0,0,0
2015-05-19,67,9966,893,1
2015-02-24,92,4088,421,1
2015-02-01,85,13899,1830,1
2015-02-01,6,0,0,0
2015-05-01,80,0,0,0
2015-04-16,94,8488,720,1
2015-03-27,85,6524,945,1
2015-02-16,15,8900,761,1
2015-07-08,69,8509,1102,1
2015-07-23,29,5590,519,1
2015-02-20,14,5966,651,1
2015-04-07,80,6831,591,1
2015-02-28,89,4511,431,1
2015-03-06,84,13244,1431,1
2015-04-07,59,5941,641,1
2015-03-18,8,6737,782,1
2015-07-13,31,7116,614,1
2015-07-07,23,3914,391,1
2015-06-16,24,11824,950,1
2015-03-19,96,6335,666,1
2015-05-26,94,6690,646,1
2015-07-04,65,3717,295,1
2015-01-10,14,3655,408,1
2015-02-17,22,3692,383,1
2015-01-15,80,7548,590,1
2015-02-21,79,3994,423,1
2015-03-22,84,0,0,0
2015-04-05,89,0,0,0
2015-02-07,46,4935,668,1
2015-04-17,53,5940,651,1
2015-05-12,5,4438,562,1
2015-06-10,2,5035,680,1
2015-05-02,37,9355,1089,1
2015-03-19,34,7821,996,1
2015-04-19,42,0,0,0
2015-02-08,4,0,0,0
2015-02-02,57,14089,1288,1
2015-07-08,61,5653,576,1
2015-05-08,16,9106,1011,1
2015-02-18,73,5236,544,1
2015-03-23,98,4542,432,1
2015-07-12,75,0,0,0
2015-07-17,5,4355,513,1
2015-06-14,70,0,0,0
2015-05-24,46,0,0,0
2015-05-10,30,0,0,0
2015-01-01,1,0,0,0
2015-01-25,27,0,0,0
2015-03-13,24,9331,809,1
2015-01-20,32,3087,451,1
2015-01-19,41,4749,390,1
2015-07-19,32,0,0,0
2015-07-16,88,7776,715,1
2015-02-15,53,0,0,0
2015-05-13,55,6156,725,1
2015-07-17,21,6745,557,1
2015-05-12,97,6124,663,1
2015-02-28,77,8864,727,1
2015-07-16,57,9756,931,1
2015-03-22,78,0,0,0
2015-02-09,82,7568,802,1
2015-03-20,51,7302,516,1
2015-03-26,10,4778,553,1
2015-04-22,22,3821,465,1
2015-05-04,4,11942,1467,1
2015-04-16,76,8801,927,1
2015-02-19,62,7522,820,1
2015-02-21,61,4590,579,1
2015-07-19,91,0,0,0
2015-02-28,36,10901,1119,1
2015-04-29,20,8954,1000,1
2015-04-23,16,6340,830,1
2015-05-15,69,11171,1496,1
2015-04-23,2,3588,482,1
2015-02-19,65,5844,511,1
2015-02-04,76,9916,905,1
2015-05-19,16,9106,985,1
2015-04-13,36,10785,1184,1
2015-04-13,96,9798,822,1
2015-05-30,22,4063,410,1
2015-06-02,53,5764,552,1
2015-04-27,57,14796,1205,1
2015-07-18,53,3100,367,1
2015-06-10,18,5973,700,1
2015-03-29,44,0,0,0
2015-06-17,28,5316,544,1
2015-03-12,44,4675,556,1
2015-04-04,61,6408,753,1
2015-03-09,31,4946,527,1
2015-02-07,30,3631,612,1
2015-03-06,47,7517,898,1
2015-06-24,17,4524,689,1
2015-01-27,70,6849,716,1
2015-04-22,35,8370,678,1
2015-03-07,77,7382,656,1
2015-06-05,40,5101,651,1
2015-01-02,25,11100,1491,1
2015-03-28,95,4417,464,1
2015-07-07,35,8801,610,1
2015-05-22,8,6191,707,1
2015-04-17,12,8576,947,1
2015-04-02,62,9231,987,1
2015-07-22,74,5165,748,1
2015-03-06,20,7751,867,1
2015-06-21,88,0,0,0
2015-03-28,91,4329,448,1
2015-06-07,29,0,0,0
2015-04-12,79,0,0,0
2015-06-02,100,8624,693,1
2015-04-26,64,0,0,0
2015-05-16,16,5796,598,1
2015-01-01,80,0,0,0
2015-06-19,75,6641,708,1
2015-07-03,29,9644,743,1
2015-03-30,84,17093,1445,1
2015-03-16,62,10433,984,1
2015-01-11,45,0,0,0
2015-06-03,57,10460,926,1
2015-07-08,43,5455,541,1
2015-02-02,2,8155,808,1
2015-05-03,87,0,0,0
2015-03-10,39,3506,498,1
2015-05-15,40,5385,672,1
2015-04-01,92,9355,747,1
2015-03-30,86,8272,834,1
2015-01-21,53,3984,469,1
2015-07-08,28,3912,473,1
2015-06-10,22,4114,483,1
2015-02-18,80,7413,561,1
2015-06-07,21,0,0,0
2015-06-08,5,4260,558,1
2015-04-06,74,0,0,0
2015-07-21,47,5770,786,1
2015-02-06,81,7157,543,1
2015-05-14,4,0,0,0
2015-05-02,55,4243,511,1
2015-06-09,1,4102,485,1
2015-02-08,94,0,0,0
2015-03-10,55,4056,548,1
2015-01-19,81,7324,553,1
2015-01-17,18,5177,531,1
2015-06-22,84,11570,1306,1
2015-05-20,87,6477,809,1
2015-06-03,53,6980,678,1
2015-01-19,43,5942,571,1
2015-06-30,21,9921,646,1
2015-03-08,11,0,0,0
2015-01-24,9,5410,500,1
2015-02-15,93,0,0,0
2015-04-12,49,0,0,0
2015-03-04,85,7826,979,1
2015-06-05,87,6197,737,1
2015-06-28,75,0,0,0
2015-01-25,11,0,0,0
2015-05-29,5,5833,651,1
2015-04-15,13,5239,349,1
2015-06-11,43,5039,531,1
2015-03-23,79,4827,556,1
2015-06-11,71,7452,714,1
2015-04-17,31,5900,587,1
2015-05-13,23,5557,563,1
2015-04-15,80,7396,531,1
2015-04-16,52,6625,437,1
2015-06-04,77,0,0,0
2015-07-01,28,5702,573,1
2015-04-21,83,3451,315,1
2015-01-13,24,10181,871,1
2015-01-22,85,5937,844,1
2015-07-09,91,3391,398,1
2015-01-14,15,7060,600,1
2015-04-04,74,6791,848,1
2015-03-06,24,10998,976,1
2015-02-22,38,0,0,0
2015-03-10,42,8913,1017,1
2015-07-05,73,0,0,0
2015-07-06,56,8682,593,1
2015-05-07,58,7898,558,1
2015-04-21,36,7565,937,1
2015-07-12,59,0,0,0
2015-03-03,77,8771,705,1
2015-01-26,89,7920,759,1
2015-01-20,45,3113,264,1
2015-04-16,4,9818,1298,1
2015-02-17,28,6485,667,1
2015-02-16,86,0,0,0
2015-06-20,66,6212,540,1
2015-01-24,96,2053,193,1
2015-07-09,57,8483,825,1
2015-05-05,30,5511,746,1
2015-02-09,70,4715,580,1
2015-01-16,13,5391,434,1
2015-05-29,18,8983,934,1
2015-04-21,89,5161,604,1
2015-04-20,51,5215,394,1
2015-01-24,64,8620,711,1
2015-05-07,14,6684,689,1
2015-01-18,17,0,0,0
2015-02-11,31,4507,491,1
2015-06-22,24,7579,683,1
2015-01-10,94,5626,512,1
2015-02-19,50,4542,388,1
2015-03-06,83,4312,361,1
2015-06-14,11,0,0,0
2015-07-18,37,7017,781,1
2015-05-31,13,0,0,0
2015-01-14,28,4591,528,1
2015-06-13,93,3100,292,1
2015-02-13,36,9311,1038,1
2015-07-27,71,12920,844,1
2015-06-13,55,2875,347,1
2015-05-17,31,0,0,0
2015-02-04,15,6984,644,1
2015-07-14,52,9429,531,1
2015-06-13,99,5939,519,1
2015-02-04,62,7488,813,1
2015-06-30,82,14893,1114,1
2015-03-28,36,10044,1043,1
2015-04-08,68,8291,1348,1
2015-06-13,23,4562,424,1
2015-04-04,4,15018,1917,1
2015-01-10,50,4259,375,1
2015-01-01,56,0,0,0
2015-04-05,12,0,0,0
2015-05-20,74,6453,830,1
2015-06-04,9,0,0,0
2015-06-16,30,5958,776,1
2015-06-08,91,3828,438,1
2015-01-21,100,5729,518,1
2015-04-12,89,0,0,0
2015-05-07,68,7684,1161,1
2015-05-16,9,6937,581,1
2015-04-08,67,7009,815,1
2015-04-20,60,6514,665,1
2015-04-24,75,5378,608,1
2015-01-20,4,7308,1120,1
2015-05-21,77,6834,608,1
2015-05-12,59,5239,554,1
2015-02-28,59,2944,308,1
2015-02-03,15,7220,668,1
2015-03-22,31,0,0,0
2015-02-16,16,11291,1041,1
2015-02-18,96,5650,611,1
2015-01-17,78,2528,381,1
2015-05-29,15,8632,763,1
2015-06-04,35,0,0,0
2015-07-09,58,4755,431,1
2015-01-19,33,6974,796,1
2015-05-19,41,7426,469,1
2015-03-22,96,0,0,0
2015-07-06,9,7758,656,1
2015-02-03,36,11213,1209,1
2015-05-25,95,0,0,0
2015-01-03,59,1939,233,1
2015-07-06,4,9967,1373,1
2015-01-24,78,2794,402,1
2015-06-27,64,11652,926,1
2015-04-26,99,0,0,0
2015-07-14,85,7626,965,1
2015-05-09,11,5963,826,1
2015-05-27,1,4083,497,1
2015-02-14,50,4519,391,1
2015-05-18,97,11112,942,1
2015-06-29,6,6995,712,1
2015-03-29,75,0,0,0
2015-05-18,72,7938,677,1
2015-02-21,29,7351,728,1
2015-05-09,92,6387,600,1
2015-02-17,94,8605,719,1
2015-02-19,52,6667,433,1
2015-02-08,38,0,0,0
2015-02-27,55,4666,583,1
2015-06-11,74,5279,788,1
2015-05-25,8,0,0,0
2015-05-05,77,8206,667,1
2015-04-14,27,12703,1247,1
2015-05-23,54,7778,759,1
2015-03-17,69,10585,1268,1
2015-07-22,65,3477,326,1
2015-06-18,94,8678,734,1
2015-05-11,9,6356,616,1
2015-06-04,99,0,0,0
2015-03-12,71,7773,666,1
2015-06-05,52,8552,546,1
2015-03-30,38,11610,855,1
2015-01-28,10,5173,512,1
2015-03-14,35,8345,678,1
2015-02-19,7,8565,968,1
2015-05-15,51,7863,592,1
2015-05-06,20,8569,875,1
2015-04-12,67,0,0,0
2015-02-17,50,5149,399,1
2015-06-06,39,3194,449,1
2015-04-01,26,11279,812,1
2015-03-10,11,6690,1075,1
2015-04-24,43,4843,546,1
2015-07-19,10,0,0,0
2015-01-24,25,6974,1057,1
2015-01-30,15,8898,828,1
2015-07-17,18,7660,819,1
2015-04-05,70,0,0,0
2015-02-12,25,3515,616,1
2015-06-27,94,5896,544,1
2015-04-15,17,6910,843,1
2015-05-22,81,9012,642,1
2015-07-06,69,9407,1198,1
2015-05-06,39,9401,1114,1
2015-05-06,93,6524,646,1
2015-05-12,84,11570,1323,1
2015-01-14,57,9544,900,1
2015-04-06,66,0,0,0
2015-01-23,57,7241,734,1
2015-05-10,39,0,0,0
2015-05-27,82,7920,783,1
2015-02-02,50,6572,464,1
2015-05-09,66,6836,613,1
2015-02-21,85,5444,802,1
2015-07-19,3,0,0,0
2015-05-06,88,7669,766,1
2015-04-05,65,0,0,0
2015-07-11,31,5200,555,1
2015-06-10,61,4668,570,1
2015-01-22,86,3487,496,1
2015-04-10,40,4284,604,1
2015-05-14,22,0,0,0
2015-07-20,68,9284,1331,1
2015-03-16,89,8783,802,1
2015-02-24,30,3518,560,1
2015-06-29,98,9429,647,1
2015-03-16,10,8298,816,1
2015-03-08,14,0,0,0
2015-01-14,10,5049,563,1
2015-04-13,81,8832,645,1
2015-02-22,51,0,0,0
2015-03-19,47,8320,964,1
2015-01-01,26,0,0,0
2015-07-23,78,2893,385,1
2015-03-16,96,9215,839,1
2015-04-03,28,0,0,0
2015-04-03,98,0,0,0
2015-05-30,82,6452,582,1
2015-06-26,36,7900,947,1
2015-05-18,100,9600,705,1
2015-05-14,36,0,0,0
2015-05-02,44,4672,525,1
2015-06-15,40,5044,621,1
2015-05-14,63,0,0,0
2015-03-05,67,8960,947,1
2015-07-12,95,0,0,0
2015-02-11,55,3868,505,1
2015-02-12,89,5454,630,1
2015-04-01,1,6816,707,1
2015-07-11,62,3746,369,1
2015-02-01,55,0,0,0
2015-06-25,30,3400,550,1
2015-05-28,21,3790,371,1
2015-01-14,35,10691,727,1
2015-01-13,22,5286,564,1
2015-07-02,65,6503,523,1
2015-06-05,85,7349,984,1
2015-07-05,5,0,0,0
2015-01-26,27,11224,1107,1
2015-05-27,65,4553,389,1
2015-05-22,43,6745,651,1
2015-05-11,8,5752,732,1
2015-02-01,66,0,0,0
2015-01-12,26,9734,709,1
2015-05-09,21,5893,590,1
2015-06-09,57,6864,722,1
2015-07-23,1,3769,503,1
2015-04-20,80,5922,491,1
2015-03-06,58,7728,583,1
2015-01-07,49,9091,625,1
2015-06-27,67,5096,529,1
2015-03-27,23,5021,480,1
2015-05-04,9,11827,889,1
2015-01-05,56,10287,640,1
2015-07-05,60,0,0,0
2015-03-27,78,3355,469,1
2015-05-15,42,11571,1311,1
2015-05-29,34,8978,1045,1
2015-02-18,32,3960,479,1
2015-07-24,71,6642,650,1
2015-07-25,32,2532,308,1
2015-06-15,2,8106,762,1
2015-04-17,75,6168,673,1
2015-06-14,27,0,0,0
2015-01-11,82,0,0,0
2015-01-25,96,0,0,0
2015-02-24,8,5368,674,1
2015-03-30,4,13117,1613,1
2015-05-13,57,9672,1006,1
2015-02-05,75,5827,618,1
2015-04-20,53,4492,527,1
2015-01-11,99,0,0,0
2015-05-31,76,0,0,0
2015-01-18,98,0,0,0
2015-03-09,12,7376,926,1
2015-07-03,5,4475,527,1
2015-07-19,85,13275,1633,1
2015-02-09,35,7799,705,1
2015-05-05,61,4881,613,1
2015-01-26,8,7502,807,1
2015-02-25,63,4753,501,1
2015-04-17,40,5063,603,1
2015-05-26,87,6563,854,1
2015-02-27,31,5882,630,1
2015-01-15,44,5115,587,1
2015-05-24,45,0,0,0
2015-06-17,96,6897,680,1
2015-03-25,72,3020,387,1
2015-01-01,72,0,0,0
2015-06-14,57,0,0,0
2015-03-05,84,14758,1460,1
2015-05-17,74,0,0,0
2015-06-05,65,6009,508,1
2015-07-09,24,8638,740,1
2015-02-25,92,4458,430,1
2015-05-19,43,8049,693,1
2015-06-15,24,15726,1126,1
2015-01-29,59,6068,566,1
2015-05-22,20,8969,898,1
2015-04-15,75,5622,570,1
2015-07-16,99,5093,447,1
2015-07-04,78,2290,320,1
2015-05-16,64,10425,815,1
2015-06-21,1,0,0,0
2015-07-01,70,8337,727,1
2015-02-12,61,3669,479,1
2015-02-03,61,5658,638,1
2015-05-31,63,0,0,0
2015-06-25,92,4197,416,1
2015-01-20,46,3514,504,1
2015-01-08,56,7537,465,1
2015-05-31,29,0,0,0
2015-03-15,47,0,0,0
2015-07-04,4,9358,1257,1
2015-02-20,89,5729,604,1
2015-03-17,58,8344,616,1
2015-06-02,13,5879,368,1
2015-05-12,60,7869,710,1
2015-06-09,37,4840,536,1
2015-05-26,17,6425,866,1
2015-06-06,95,3061,412,1
2015-02-09,99,4262,431,1
2015-05-31,24,0,0,0
2015-06-11,52,5358,386,1
2015-07-06,65,4210,416,1
2015-04-20,38,4636,482,1
2015-05-19,74,7232,897,1
2015-03-07,84,11339,1263,1
2015-01-04,95,0,0,0
2015-06-11,82,8503,855,1
2015-04-11,39,3231,413,1
2015-01-17,93,3339,317,1
2015-03-25,23,4513,399,1
2015-05-03,66,0,0,0
2015-03-29,93,0,0,0
2015-07-03,83,4533,383,1
2015-01-18,87,0,0,0
2015-04-05,62,0,0,0
2015-04-27,58,10676,715,1
2015-04-02,39,7090,802,1
2015-06-15,89,7372,646,1
2015-03-23,85,6441,952,1
2015-04-25,70,5969,626,1
2015-04-01,78,6772,714,1
2015-07-08,26,6641,553,1
2015-02-28,75,5959,640,1
2015-05-12,92,4676,443,1
2015-01-08,81,7617,555,1
2015-03-30,66,9636,664,1
2015-03-08,89,0,0,0
2015-02-01,86,0,0,0
2015-07-18,45,6496,513,1
2015-01-22,49,5108,410,1
2015-04-27,8,10468,1004,1
2015-03-25,7,5977,714,1
2015-05-26,39,4670,646,1
2015-04-02,5,6321,667,1
2015-02-24,76,6058,715,1
2015-02-15,99,0,0,0
2015-02-11,97,4987,527,1
2015-06-28,16,0,0,0
2015-01-10,79,4539,464,1
2015-07-05,51,0,0,0
2015-03-23,10,5790,611,1
2015-05-11,42,8425,1021,1
2015-01-10,35,7901,658,1
2015-06-20,50,4189,393,1
2015-07-06,95,7089,814,1
2015-06-08,74,5858,812,1
2015-06-27,8,3611,397,1
2015-01-21,58,5257,449,1
2015-05-10,48,0,0,0
2015-02-24,81,6198,507,1
2015-03-08,91,0,0,0
2015-07-17,24,9283,765,1
2015-06-14,69,0,0,0
2015-06-30,65,9173,686,1
2015-04-02,99,8479,645,1
2015-06-15,14,8077,779,1
2015-02-23,55,4629,598,1
2015-03-21,91,4202,451,1
2015-06-03,40,4732,630,1
2015-07-10,85,6471,898,1
2015-05-29,41,6661,455,1
2015-07-04,25,8243,1107,1
2015-02-13,63,6265,635,1
2015-07-02,28,6073,609,1
2015-05-09,30,3869,624,1
2015-06-04,19,0,0,0
2015-06-21,36,0,0,0
2015-03-21,78,2477,374,1
2015-07-15,66,6642,536,1
2015-02-16,55,7473,786,1
2015-04-06,36,0,0,0
2015-03-22,82,0,0,0
2015-04-18,69,7371,994,1
2015-03-29,31,0,0,0
2015-06-27,22,3159,342,1
2015-01-12,61,6258,650,1
2015-06-30,57,11913,954,1
2015-06-25,62,6494,766,1
2015-05-16,17,2755,362,1
2015-02-14,56,8813,657,1
2015-03-12,91,3597,388,1
2015-04-06,38,0,0,0
2015-01-16,57,9357,910,1
2015-03-08,79,0,0,0
2015-03-06,2,4823,550,1
2015-07-05,77,0,0,0
2015-06-12,62,6048,705,1
2015-03-07,54,9499,932,1
2015-04-23,63,5150,539,1
2015-04-10,13,4181,340,1
2015-07-16,16,7954,882,1
2015-03-20,56,9054,609,1
2015-02-25,53,4345,480,1
2015-05-07,86,5652,666,1
2015-02-22,27,0,0,0
2015-03-29,85,10433,1430,1
2015-04-04,49,13293,896,1
2015-01-22,51,5105,410,1
2015-01-28,39,4912,636,1
2015-07-19,77,0,0,0
2015-05-26,90,8538,1135,1
2015-01-09,79,6524,627,1
2015-02-11,89,4963,586,1
2015-02-03,78,4270,491,1
2015-01-01,95,0,0,0
2015-05-27,24,8354,835,1
2015-06-06,14,3640,440,1
2015-07-23,50,3794,374,1
2015-02-12,60,7416,662,1
2015-07-01,22,5181,515,1
2015-05-10,73,0,0,0
2015-05-09,13,5416,388,1
2015-04-04,85,7141,1010,1
2015-06-17,57,9884,859,1
2015-01-16,19,7958,790,1
2015-03-10,88,5030,596,1
2015-05-05,58,8066,594,1
2015-05-28,84,10709,1198,1
2015-04-06,43,0,0,0
2015-02-28,3,4574,482,1
2015-06-20,70,6078,602,1
2015-04-05,97,0,0,0
2015-06-30,49,9756,592,1
2015-01-19,28,3447,461,1
2015-05-02,33,11993,1135,1
2015-01-13,79,6349,647,1
2015-01-15,77,7420,667,1
2015-03-17,65,6199,543,1
2015-06-06,99,5167,482,1
2015-03-07,15,5870,613,1
2015-05-05,73,5605,608,1
2015-02-10,73,4540,554,1
2015-01-06,98,6237,479,1
2015-03-25,71,6626,624,1
2015-04-14,95,9463,1048,1
2015-01-26,15,7808,704,1
2015-03-15,49,0,0,0
2015-05-26,22,4343,525,1
2015-01-25,8,0,0,0
2015-03-11,51,4586,382,1
2015-03-12,38,3911,403,1
2015-01-30,46,6686,721,1
2015-01-18,3,0,0,0
2015-02-07,78,2460,395,1
2015-02-12,78,3155,425,1
2015-02-25,61,4186,460,1
2015-06-21,81,0,0,0
2015-01-23,78,3285,454,1
2015-04-25,2,2916,453,1
2015-07-03,49,8214,608,1
2015-06-05,66,8223,649,1
2015-06-17,34,8482,980,1
2015-04-22,59,5020,537,1
2015-02-03,50,4517,382,1
2015-06-06,37,6852,753,1
2015-06-03,88,7555,721,1
2015-02-05,53,5989,614,1
2015-01-20,64,7625,611,1
2015-03-03,90,9535,1133,1
2015-06-19,84,13439,1325,1
2015-07-22,10,5561,600,1
2015-04-30,48,4970,532,1
2015-02-23,38,3690,378,1
