id,movie_id,imdb_id,actor_id,name,character_name
187072,8789,tt0078077 ,76228,Françoise Pascal,
187074,8789,tt0078077 ,100286,Jean-Pierre Bouyxou,
187113,36002,tt0062047 ,2283,Furio Meniconi,
187120,3566,tt0095525 ,59129,Christine Paris,
187183,40861,tt0828151 ,52150,Sarah Manninen,
187185,40861,tt0828151 ,65030,Tory Green,
187616,44453,tt0067282 ,92692,Britt Nichols,
187717,17252,tt0060872 ,73849,Carmen Ripoll,
187718,17252,tt0060872 ,24893,Maurice Domingo,
187720,17252,tt0060872 ,114834,Noëlle Baleste,
187721,17252,tt0060872 ,111410,Alain Derboy,
187904,45274,tt0095728 ,32308,Massimiliano Pavone,
187908,8738,tt0072826 ,97363,Alain Doutey,
187921,12863,tt0769508 ,92528,Helena Noguerra,
187923,12863,tt0769508 ,656,Annabelle Hettmann,
187989,671,tt0111430 ,74887,Jim Jarmusch,
188087,32221,tt0267281 ,48573,Jake Dinwiddie,
188121,40863,tt1019437 ,48573,Jake Dinwiddie,
188123,40863,tt1019437 ,91212,Jessenia Da Silva ,
188359,28341,tt0082225 ,36017,Rolf Illig,
188394,38114,tt0434231 ,93108,Stewart Brand,
188397,38114,tt0434231 ,73666,John Brockman,
188398,38114,tt0434231 ,68495,Butch Gehring,
188401,38114,tt0434231 ,76312,Robert W. Taylor,
188423,12193,tt0065391 ,75039,Ulli Lommel,
188492,44392,tt5584176 ,97758,Christine Schorn,
188537,6343,tt0253335 ,119017,Jesus Nebot,
188538,6343,tt0253335 ,36414,Chelsea Rendon,
188540,6343,tt0253335 ,45734,Lindsay Price,
188655,4631,tt0238066 ,100537,Black Prince,
188656,4631,tt0238066 ,42532,Omar Cook,
188658,4631,tt0238066 ,60689,Alan Crosley,
189010,36417,tt2585160 ,67494,Vincent van der Valk,
189159,16285,tt0048210 ,34236,Stuart Whitman,
189219,21678,tt1063327 ,49776,Spice Williams-Crosby,
189220,21678,tt1063327 ,20691,Jeanette Roxborough,
189469,22978,tt1592247 ,77355,Sheryl Lee Ralph,
189471,22978,tt1592247 ,53940,Ariana Pierce,
189472,22978,tt1592247 ,99684,Ryan Pierce,
189514,39495,tt0079675 ,36431,Anne De Salvo,
189522,39495,tt0079675 ,18891,Karen Landry,
190143,29311,tt3135128 ,25668,Alexandre Carrière,
191245,15508,tt0069426 ,64969,Andres Centenera,
191599,33212,tt0088818 ,41264,George Williams,
191605,33212,tt0088818 ,5257,Elizabeth Forbes,
191613,37739,tt0171512 ,58562,Stefano Molinari,
191615,37739,tt0171512 ,52463,Alessandra Bonarotta,
191616,37739,tt0171512 ,76126,Laura Devoti,
191641,34228,tt0116672 ,18927,Angela Baraldi,
191642,34228,tt0116672 ,118714,Athina Cenci,
191646,34228,tt0116672 ,66514,Roberto Freak Antoni,
191680,44845,tt4393278 ,95661,Anastasiya Zadorozhnaya,
191682,44845,tt4393278 ,111831,Vadim Tsallati,
191686,44845,tt4393278 ,55979,Nikita Dzhigurda,
191699,24518,tt0105924 ,35398,Rita Blanco,
191700,24518,tt0105924 ,22721,Canto e Castro,
193598,23987,tt0054753 ,31471,Don Keefer,
193600,23987,tt0054753 ,21666,Michael McGreevey,
193601,23987,tt0054753 ,62063,John Lupton,
193933,27053,tt0057646 ,110875,Consalvo Dell'Arti,
194033,45360,tt0113769 ,112303,Christopher Lee,
195217,27075,tt0020479 ,85145,Edwin Maxwell,
195849,27138,tt0047230 ,1772,Robert Horton,
195876,34964,tt0067913 ,33343,Bill Stevenson,
195877,34964,tt0067913 ,3284,James Smith,
195928,8923,tt0096218 ,41715,Kyle McCulloch,
195930,8923,tt0096218 ,105644,Michael Gottli,
195931,8923,tt0096218 ,29890,Angela Heck,
195932,8923,tt0096218 ,102473,Margaret Anne MacLeod,
196145,33252,tt3561348 ,16173,Antonio Salines,
197547,34919,tt0035982 ,44398,George Barbier,
197597,33155,tt3614922 ,94798,Janice Man,
197599,33155,tt3614922 ,61567,Feng Wenjuan,
197729,17872,tt0099927 ,53620,Tien Feng,
197731,17872,tt0099927 ,62212,Siu-Kwong Chung,
197737,17872,tt0099927 ,42636,Quinzi Yinjian,
197739,32531,tt0106559 ,47789,Ma Jing-Wu,
197829,40671,tt4970038 ,71926,Collin Chou,
197830,40671,tt4970038 ,122683,Chan Wai-Man,
197832,40671,tt4970038 ,39823,Xu Dongmei,
197846,741,tt0104606 ,37959,Behzad Khodaveisi,
198062,8893,tt0091943 ,83330,Ross McElwee Jr.,
198186,28243,tt2370718 ,60739,Brandon Boyd,
198188,28243,tt2370718 ,9625,Sonny DiPerri,
198307,37175,tt0043327 ,115663,Shelley Winters,
198309,37175,tt0043327 ,99763,William Demarest,
198310,37175,tt0043327 ,3129,Lon Chaney Jr.,
198311,37175,tt0043327 ,61989,Farley Granger,
198319,9872,tt0368711 ,100082,Deborah Harry,
198327,9872,tt0368711 ,56031,Chris Stein,
198328,9872,tt0368711 ,17735,Hilly Kristal,
198335,22697,tt0074216 ,100082,Deborah Harry,
198336,22697,tt0074216 ,100052,David Byrne,
198337,22697,tt0074216 ,56031,Chris Stein,
198338,22697,tt0074216 ,101124,Patti Smith,
198340,22697,tt0074216 ,5630,Richard Hell,
198357,42788,tt1080761 ,100082,Deborah Harry,
198358,42788,tt1080761 ,31068,Afrika Bambaataa,
198359,42788,tt1080761 ,87599,Randy Jones,
198360,42788,tt1080761 ,98188,Ed Koch,
198362,42788,tt1080761 ,101124,Patti Smith,
198363,42788,tt1080761 ,5630,Richard Hell,
198386,8228,tt0396705 ,9476,B.B. King,
198387,8228,tt0396705 ,65682,Levon Helm,
198389,8228,tt0396705 ,101129,Bonnie Raitt,
198392,8228,tt0396705 ,51455,Buddy Guy,
198393,8228,tt0396705 ,109156,Mavis Staples,
198394,8228,tt0396705 ,30337,Hubert Sumlin,
198401,27525,tt0800332 ,45703,Erika Scheimer,
198403,27525,tt0800332 ,46030,Lou Scheimer,
198435,21746,tt2070862 ,22584,Robbie Jones,
198552,8924,tt0096288 ,87444,Mihalis Giannatos,
198557,8924,tt0096288 ,57461,Aliki Georgouli,
198561,8924,tt0096288 ,79658,Kiriakos Katrivanos,
198572,16029,tt0088241 ,87444,Mihalis Giannatos,
198581,16029,tt0088241 ,99633,Despoina Geroulanou,
198636,754,tt0070820 ,97400,Mustapha Ture,
198637,754,tt0070820 ,32447,Ndou Labia,
198669,23947,tt0118805 ,109277,Joséphine Kaboré,
198670,23947,tt0118805 ,95544,Mariama Ly,
198671,23947,tt0118805 ,110892,Hyppolite Ouangrawa,
198783,6963,tt0059043 ,100316,Edina Ronay,
199036,26144,tt0066045 ,13765,Félix Dafauce,
199071,38440,tt0056223 ,82384,Celestino Cafiero,
199072,38440,tt0056223 ,29350,Gianni Chervatini,
199073,38440,tt0056223 ,44717,Salvatore de Pasqualis,
199074,38440,tt0056223 ,36279,Alfredo Di Stéfano,
199075,38440,tt0056223 ,80103,Pasquale Esposito,
199076,38440,tt0056223 ,81258,Giuseppe Ferrari,
199420,24674,tt0055864 ,110832,Philip Ahn,
199422,24674,tt0055864 ,69868,Linda Ho,
199475,36289,tt0088263 ,36867,Forrest J. Ackerman,
199480,36289,tt0088263 ,41440,Tiana Davidson 'Thelma' Davis,
199482,36289,tt0088263 ,66174,Reed Armstrong,
199686,15270,tt0065839 ,121540,Kay Hall,
199717,14195,tt0039135 ,120685,Edwige Feuillère,
199720,14195,tt0039135 ,91534,Ahmed Abdallah,
199837,39975,tt1644669 ,69422,Chris Mulkey,
199838,39975,tt1644669 ,99328,Johanna Braddy,
199839,39975,tt1644669 ,76569,Lili Mirojnick,
199840,39975,tt1644669 ,29133,Morgan Krantz,
200114,22805,tt0105744 ,98238,Dominique Sanda,
200158,27647,tt1928200 ,46519,Héctor Alterio,
200165,27647,tt1928200 ,105092,Daniel Gorvat,
200176,34478,tt0075701 ,46519,Héctor Alterio,
200178,34478,tt0075701 ,68655,Silvia Tortosa,
200179,34478,tt0075701 ,89645,José Sacristán,
200181,34478,tt0075701 ,48458,Fiorella Faltoyano,
200227,14630,tt0078119 ,37113,Francisc Bacs,
200228,14630,tt0078119 ,16079,Clody Bertola,
200242,15314,tt0063493 ,23522,Nita Anastase,
200295,37133,tt0151479 ,112019,Petrica Gheorghiu,
200299,37133,tt0151479 ,70575,Cornel Scripcaru,
200319,774,tt0111180 ,58202,Alex del Rosario,
200320,774,tt0111180 ,29849,Soxy Topacio,
200322,41509,tt2244376 ,29849,Soxy Topacio,
200326,41509,tt2244376 ,51799,Armida Siguion-Reyna,
200327,41509,tt2244376 ,12299,Joey Paras,
200328,41509,tt2244376 ,7507,Bibeth Orteza,
200329,41509,tt2244376 ,75612,Beverly Salviejo,
200416,14266,tt0056846 ,30010,André Certes,
200442,33278,tt0117262 ,22538,Oja Kodar,
200740,14103,tt0823240 ,24838,Serge Renko,
200742,14103,tt0823240 ,16564,Rodolphe Pauly,
200748,14103,tt0823240 ,13805,Mathilde Mosnier,
200749,14103,tt0823240 ,50818,Arthur Dupont,
200813,24058,tt0072596 ,34570,José Feliciano,
200866,40693,tt0069601 ,46035,Ivan Kuznetsov,
201046,36848,tt0144782 ,115089,Sérgio Mamberti,
201047,36848,tt0144782 ,63985,Helena Ignez,
201048,36848,tt0144782 ,18335,Ítala Nandi,
201052,36848,tt0144782 ,65624,Sérgio Hingst,
201053,36848,tt0144782 ,72071,Carlos Reichenbach,
201054,36848,tt0144782 ,53008,Ozualdo Ribeiro Candeias,
201234,31854,tt3623376 ,119631,Fabrizio Gifuni,
201235,31854,tt3623376 ,108568,Kseniya Rappoport,
201238,31854,tt3623376 ,29691,Raffaella Lebbroni,
201450,16476,tt0054042 ,40294,José Dupeyrón,
201506,24856,tt0066980 ,19518,Geraldine Hooper,
201520,36658,tt0294548 ,33601,Jacques Robiolles,
201522,36658,tt0294548 ,53766,Thierry Garrel,
201523,36658,tt0294548 ,44174,Olivier Mosset,
201524,36658,tt0294548 ,113761,Étienne O'Leary,
201542,9045,tt0109020 ,45198,Branko Samarovski,
201544,9045,tt0109020 ,36589,Alexander Pschill,
201718,31748,tt0077427 ,107412,Joachim Bißmeier,
201823,803,tt0112865 ,19577,Heinz Baumann,
201882,16631,tt1013856 ,41762,Luís Miguel Cintra,
201972,28907,tt0077357 ,26128,Penny Irving,
202107,38159,tt1025163 ,53941,Mick Jagger,
202108,38159,tt1025163 ,47723,Eric Clapton,
202176,19919,tt1492820 ,78423,Jonathan Bennett,
202424,42859,tt0063026 ,104868,Pierre Collet,
202492,29512,tt0196025 ,102380,Stefania Casini,
202493,29512,tt0196025 ,38281,Silvia Dionisio,
202494,29512,tt0196025 ,42255,Alain Cuny,
202496,29512,tt0196025 ,81214,José Quaglio,
202498,29512,tt0196025 ,57100,Sonja Jeannine,
202500,29512,tt0196025 ,38913,Ilona Staller,
202620,25553,tt0030722 ,96285,Marcel Maupi,
202653,38495,tt0028464 ,18501,Gaston Clamamus,
202757,821,tt0108227 ,67761,Zhang Guoli,
202758,821,tt0108227 ,33899,Xingli Niu,
202760,821,tt0108227 ,54949,Zhang Haiyan,
202770,40682,tt5328352 ,67761,Zhang Guoli,
202790,43803,tt5952306 ,110557,Leon Dai,
202791,43803,tt5952306 ,26818,Matt Wu Zhong-Tian,
202930,33197,tt0463959 ,4297,Stacy Keach,
202931,33197,tt0463959 ,98028,Kenny Johnson,
202978,19648,tt0110785 ,14609,Rasim Öztekin,
202983,19648,tt0110785 ,77916,Güzin Özipek,
203011,38472,tt0872099 ,100429,Hoa Thuy Do,
203066,22886,tt0150488 ,72570,Alicya Eyo,
203070,35344,tt0349136 ,103939,David Bowie,
203149,12311,tt0051720 ,106239,Fujiko Yamamoto,
203165,13158,tt0040980 ,120686,Fusako Maki,
203198,18646,tt0042762 ,79314,Kamatari Fujiwara,
203201,18646,tt0042762 ,3548,Reikichi Kawamura,
203283,37318,tt0021283 ,44878,Ichirô Tsukida,
203348,16946,tt0046750 ,6665,Haruna Kaburagi,
203397,13024,tt0134771 ,90154,Natsuko Kahara,
203438,20568,tt0056135 ,93539,Osamu Takizawa,
203443,31059,tt0049642 ,26445,Nobuo Nakamura,
203445,31059,tt0049642 ,95329,Masaya Tsukida,
203446,31059,tt0049642 ,81302,Teruko Kishi,
203448,31059,tt0049642 ,76736,Yosuke Irie,
203463,20553,tt0134286 ,40019,Mitsuko Mito,
203467,20553,tt0134286 ,19877,Zenichi Inagawa,
203471,22111,tt0164882 ,92152,Takeshi Katô,
203495,44015,tt0307937 ,44354,Noriko Shigeyama,
203504,34835,tt0140307 ,20940,Mayumi Kurata,
203521,10537,tt0200768 ,72962,Shigeru Amachi,
203543,16655,tt0063186 ,75425,Atsuo Nakamura,
203559,22861,tt0200310 ,15395,Sô Yamamura,
203562,22861,tt0200310 ,72962,Shigeru Amachi,
203569,22926,tt0187501 ,16817,Masao Mishima,
203610,27413,tt0036977 ,59691,Fumiko Okamura,
203689,36919,tt0127887 ,47242,Philippe Khorsand,
203690,36919,tt0127887 ,91574,Jean-Pierre Darroussin,
203691,36919,tt0127887 ,42761,Daniel Duval,
203693,36919,tt0127887 ,93210,Peter Bonke,
203756,28378,tt0081286 ,90042,Fabrizio Moroni,
203793,41966,tt4482938 ,67804,Pauline Greidanus,
203795,41966,tt4482938 ,76507,Tarik Moree,
203968,834,tt0042054 ,11375,Kei Mung-Sek,
203972,834,tt0042054 ,1055,Cheung Lap-Tak,
203977,23971,tt0195402 ,11375,Kei Mung-Sek,
203978,23971,tt0195402 ,29458,Lan Ma,
203979,23971,tt0195402 ,8872,Yan Huang,
203980,23971,tt0195402 ,113957,Qi Heng,
204165,31806,tt0075377 ,80530,Al Lettieri,
204167,31806,tt0075377 ,88369,Renzo Palmer,
204169,31806,tt0075377 ,68756,Claudia Marsani,
204418,11839,tt0482930 ,18206,Louis Koo,
204421,11839,tt0482930 ,122264,Xiao Ran Li,
204441,36049,tt3594826 ,55495,Fan Wei,
204804,839,tt0046468 ,24262,Tatsuya Ishiguro,
204805,30000,tt0046468 ,24262,Tatsuya Ishiguro,
204806,839,tt0046468 ,24262,Tatsuya Ishiguro,
204807,30000,tt0046468 ,24262,Tatsuya Ishiguro,
204818,17878,tt0426900 ,76550,Mieko Takamine,
204826,17878,tt0426900 ,37432,Ayuko Hirano,
204827,17878,tt0426900 ,38559,Toru Hirose,
204878,17803,tt0027307 ,106269,Ken Uehara,
204879,17803,tt0027307 ,6862,Michiko Kuwano,
204881,17803,tt0027307 ,65871,Takashi Ishiyama,
204884,27412,tt0036034 ,106269,Ken Uehara,
204886,27412,tt0036034 ,119054,Fumiko Katsuragi,
204887,27412,tt0036034 ,91066,Yasumi Hara,
204928,19848,tt1818443 ,116016,Rentarô Mikuni,
204934,19848,tt1818443 ,72658,Mimura,
204936,19848,tt1818443 ,36200,Takahiro Miura,
204955,26866,tt0104351 ,116016,Rentarô Mikuni,
204958,26866,tt0104351 ,66601,Kôshirô Matsumoto,
204960,26866,tt0104351 ,37633,Kei Yamamoto,
204961,26866,tt0104351 ,81727,Kyôko Enami,
204962,26866,tt0104351 ,64514,Toshiya Nagasawa,
205034,16925,tt0051584 ,107270,Yôko Uraji,
205058,14011,tt0048757 ,113698,Noriko Sengoku,
205110,8532,tt0053121 ,24262,Tatsuya Ishiguro,
205149,22231,tt0130377 ,24262,Tatsuya Ishiguro,
205154,22231,tt0130377 ,91226,Mikiko Tsubouchi,
205158,22231,tt0130377 ,49638,Matasaburo Tamba,
205184,13823,tt1042570 ,48701,Cristian Solimeno,
205188,13823,tt1042570 ,90387,Alex MacQueen,
205252,20740,tt1185370 ,113982,Lou Perryman,
205254,20740,tt1185370 ,95187,Eagle Pennell,
205370,21146,tt0067861 ,44320,Christine Kaufmann,
205373,21146,tt0067861 ,123301,Manuela Riva,
205376,21146,tt0067861 ,60009,Gabor von Lessner,
205378,21146,tt0067861 ,22847,Joachim Bauer,
205453,23559,tt0067593 ,69126,Reinhard Hauff,
205455,23559,tt0067593 ,85849,Joe Hembus,
205460,29847,tt0060594 ,83101,Greta Rehfeld,
205479,37422,tt0067584 ,75039,Ulli Lommel,
205584,38395,tt0095406 ,19157,Badema,
205665,44377,tt0094229 ,117791,Juliano Mer-Khamis,
205743,41908,tt0126839 ,86281,Wong Wa-Wo,
205796,19988,tt0163818 ,22725,Kwong Kim Yip,
205797,19988,tt0163818 ,67778,Hideri Meiken,
205798,19988,tt0163818 ,66089,Timmy Ho,
205847,32045,tt0457004 ,108937,Raymond Tso Wing-lim,
205851,33688,tt0489067 ,34045,Suki Kwan,
205852,33688,tt0489067 ,65256,Roy Cheung,
205853,33688,tt0489067 ,28412,Emme Wong,
206047,29087,tt4141260 ,93534,Carrie Ng,
206051,29087,tt4141260 ,45412,Ai Wai,
206247,21590,tt0093820 ,34676,Gerry Gibson,
206251,21590,tt0093820 ,56366,Theodore McNabney,
206321,5518,tt0093113 ,3677,Roberto Posse,
206410,25343,tt0060143 ,111369,Gino Pernice,
206494,44109,tt0084222 ,75461,Blanca Guerra,
206496,44109,tt0084222 ,6536,Sydne Rome,
206498,44109,tt0084222 ,67479,Heraclio Zepeda,
206500,44109,tt0084222 ,98257,Roberto Ruy,
206501,44109,tt0084222 ,56107,Trinidad Esclava,
206554,42965,tt5456104 ,84553,Jesús Castro,
206558,42965,tt5456104 ,62357,Mariano Hernández,
206591,37294,tt0800164 ,78361,Geert de Jong,
206593,37294,tt0800164 ,108153,Sabri Saad El-Hamus,
206725,29112,tt0095812 ,28554,Roberto Giannini,
206876,16423,tt0019655 ,53610,Paul Hörbiger,
206885,16423,tt0019655 ,73321,Trude Lieske,
206963,14604,tt0025478 ,41496,Fritz Imhoff,
206964,14604,tt0025478 ,115126,Poldi Dur,
207206,34861,tt4817256 ,72390,Julia Kijowska,
207207,34861,tt4817256 ,73261,Małgorzata Foremniak,
207208,34861,tt4817256 ,37565,Adam Woronowicz,
207209,34861,tt4817256 ,94946,Filip Pławiak,
207237,28507,tt0864911 ,18111,Élodie Bouchez,
207238,28507,tt0864911 ,113070,Léa Drucker,
207239,28507,tt0864911 ,24820,Vincent Elbaz,
207713,13797,tt0054936 ,68851,Diahann Carroll,
207717,13797,tt0054936 ,108328,Jocelyn Lane,
207718,13797,tt0054936 ,74819,Uta Taeger,
207774,25959,tt0047336 ,50079,Edith Schultze-Westrum,
207776,25959,tt0047336 ,76302,Annelore Wied,
207953,38231,tt0022235 ,27131,Hermann Thimig,
207956,38231,tt0022235 ,115727,Bill Bocket,
208449,18596,tt0024906 ,84300,Marion Burns,
210083,24502,tt0036055 ,35969,Lee Patrick,
210088,24502,tt0036055 ,5808,Robert Bailey,
210614,34653,tt0059868 ,96430,Dick Shawn,
210969,37279,tt0040639 ,105282,Han Bentz van den Berg,
211383,31488,tt0075109 ,35194,Riccardo Cucciolla,
213062,33577,tt0010195 ,59984,George Cowl,
214635,39835,tt0075045 ,98496,Claudio Nicastro,
216184,16581,tt0014586 ,50147,Ernst Legal,
216437,37021,tt0156524 ,123359,Peter Lorre,
216438,37021,tt0156524 ,103544,Curt Bois,
217090,17550,tt0071396 ,78707,Walter Hill,
217338,19210,tt0028827 ,71572,Harry Lane,
217800,20194,tt0246520 ,123299,Mary Badham,
217802,20194,tt0246520 ,106093,Cecilia Peck,
217803,20194,tt0246520 ,26046,Veronique Peck,
217805,20194,tt0246520 ,116829,Don Peck,
217806,20194,tt0246520 ,11483,Jacques Chirac,
217880,30168,tt0192427 ,120631,Paola Borboni,
217882,30168,tt0192427 ,71766,Magali Noël,
217883,30168,tt0192427 ,89043,Stefano Satta Flores,
217885,30168,tt0192427 ,123593,Annabella Incontrera,
217886,30168,tt0192427 ,119943,Pinuccio Ardia,
217888,30168,tt0192427 ,106960,Miranda Martino,
217889,30168,tt0192427 ,120530,Gennaro Ombra,
217890,40109,tt0066268 ,120631,Paola Borboni,
219937,26605,tt0129119 ,62250,Buster Keaton,
219939,26605,tt0129119 ,2825,Stan Laurel,
219940,26605,tt0129119 ,50661,Oliver Hardy,
220044,20019,tt0077547 ,7484,Hilton Edwards,
220061,26591,tt0094007 ,32728,Ronee Blakley,
220177,42400,tt0070742 ,27621,Dean Jagger,
220366,44249,tt0075142 ,46473,Richard Dysart,
220370,44249,tt0075142 ,33986,Ben Murphy,
220371,44249,tt0075142 ,112744,Kathryn Crawford,
220427,42931,tt0055746 ,15989,Dennis Price,
220589,33969,tt0088089 ,28354,Gérard Tichy,
222056,23144,tt0013741 ,3710,Mady Christians,
222075,2105,tt0024747 ,63633,Frank Vosper,
222077,2105,tt0024747 ,20391,Fay Compton,
223269,17561,tt0015842 ,17381,Ilka Grüning,
223275,17561,tt0015842 ,64087,Einar Hanson,
223276,17561,tt0015842 ,4820,Gregori Chmara,
223797,9879,tt0055618 ,104792,Diane Clare,
223799,9879,tt0055618 ,29965,Hayley Mills,
223800,9879,tt0055618 ,57973,Norman Bird,
223801,9879,tt0055618 ,112442,Alan Bates,
223802,9879,tt0055618 ,64635,Hamilton Dyce,
224190,24773,tt0020210 ,78592,Frankie Genardi,
224273,41379,tt0059065 ,19155,Emilio Carrere,
225322,28603,tt0070062 ,120056,Angelo Bassi,
225326,28552,tt0066623 ,51544,Enzo Garinei,
225330,28552,tt0066623 ,81793,Phillip Ross,
225332,28552,tt0066623 ,97158,Manuel Gallardo,
225355,29663,tt0063413 ,118245,Gaetano Imbró,
226577,38051,tt0002391 ,35936,Lionel Barrymore,
226578,38051,tt0002391 ,102888,Lillian Gish,
226580,38051,tt0002391 ,90179,Mae Marsh,
226581,38051,tt0002391 ,1576,Dorothy Gish,
226582,38051,tt0002391 ,86054,Kate Bruce,
226595,38053,tt0001789 ,35936,Lionel Barrymore,
226596,38053,tt0001789 ,99608,Donald Crisp,
226600,38055,tt0002795 ,35936,Lionel Barrymore,
226601,38055,tt0002795 ,84064,Henry B. Walthall,
226602,38055,tt0002795 ,36860,Robert Harron,
228299,27794,tt0004008 ,16104,Thomas A. 'Tad' Dorgan,
228509,29664,tt0063439 ,38650,Che Tejada,
229809,33084,tt2215673 ,77452,David Bailie,
229812,33084,tt2215673 ,119329,Elisa Lasowski,
229907,30677,tt0293199 ,108973,Nadia Chan,
229980,44643,tt6083388 ,78669,Ryu Kohata,
230004,24247,tt2771800 ,42328,Morris Ho Kwong-Yui,
230151,24474,tt0473719 ,70080,Bernard Hill,
230153,24474,tt0473719 ,32024,Sara Stewart,
230154,24474,tt0473719 ,24513,Alex Jennings,
230155,24474,tt0473719 ,106165,Doon Mackichan,
230156,24474,tt0473719 ,30265,Victoria Hamilton,
230157,24474,tt0473719 ,6192,Archie Panjabi,
230292,42351,tt0075708 ,100479,Walter Czaschke,
230328,41009,tt5520618 ,3595,Michael Mendl,
230336,41009,tt5520618 ,118412,Lena Münchow,
230427,38245,tt0169620 ,73137,Uschi Digard,
230612,19137,tt0074515 ,25997,Valeska Gert,
230617,19137,tt0074515 ,55998,Alexander von Eschwege,
230634,3204,tt0235872 ,965,Will Arnett,
231828,14074,tt0069446 ,73748,Allen Stanley,
232134,34049,tt0023854 ,1536,Marcellite Garner,
232170,44521,tt3136646 ,14876,Dominique Pinon,
232175,44521,tt3136646 ,121031,Miloš Biković,
232178,44521,tt3136646 ,105639,Sergey Yakhontov,
232342,31996,tt2358456 ,92365,Frank Oz,
232343,31996,tt2358456 ,67054,Jim Henson,
232348,31996,tt2358456 ,8326,Joan Ganz Cooney,
232349,31996,tt2358456 ,86323,Bob McGrath,
232351,31996,tt2358456 ,117417,Matt Vogel,
232352,41360,tt3004720 ,90604,Amy Jo Johnson,
232353,41360,tt3004720 ,38329,Britt McKillip,
232356,41360,tt3004720 ,93905,Carly McKillip,
232378,19278,tt1704161 ,63092,Elaine Jin,
232849,12838,tt0949489 ,63092,Elaine Jin,
232851,12838,tt0949489 ,37828,Tong Dawei,
232912,34588,tt4440036 ,71220,Tony Leung Ka-Fai,
232918,34588,tt4440036 ,61284,Wang Zhifei,
232955,43051,tt0896815 ,48184,Julie Yip,
233536,11920,tt0432264 ,24719,Richard Wilson,
233578,16023,tt0459387 ,13929,Larry Haydn,
233946,33043,tt0167118 ,8651,Janine Duvitski,
233949,33043,tt0167118 ,30991,Charles Bolton,
233950,33043,tt0167118 ,69780,Dee Anderson,
233951,33043,tt0167118 ,58604,Peter-Hugo Daly,
234133,30605,tt0078012 ,85568,Ugo Tognazzi,
234135,30605,tt0078012 ,18412,Alberto Sordi,
234139,30605,tt0078012 ,2751,Alfredo Adami,
234140,30605,tt0078012 ,90896,Orietta Berti,
234162,33511,tt0078942 ,31027,Aurore Clément,
234163,33511,tt0078942 ,28628,Andrée Lachapelle,
234164,33511,tt0078942 ,64785,Stefano Madia,
234183,33525,tt0057323 ,85568,Ugo Tognazzi,
234712,29298,tt2936470 ,52624,Tom Georgeson,
234726,28150,tt0073333 ,47556,James Bate,
234729,28150,tt0073333 ,48432,Jackie Gambino,
234825,29273,tt0096239 ,86348,Jude Gerard Prest,
235480,29818,tt0065226 ,60968,Witold Holtz,
235481,29818,tt0065226 ,76931,Małgorzata Potocka,
235482,29818,tt0065226 ,38225,Elżbieta Kępińska,
235483,29818,tt0065226 ,57097,Tadeusz Kalinowski,
235546,23838,tt3743126 ,49481,Hensy Pichardo,
235569,38625,tt1690542 ,65454,Robert Carradine,
235570,38625,tt1690542 ,72916,Ivan Sergei,
235619,25410,tt0061870 ,32814,Amparo Díaz,
235860,37713,tt0100581 ,101961,Daria Nicolodi,
235992,43302,tt3459906 ,62348,Rik Mayall,
235996,43302,tt3459906 ,119240,Isa Hoes,
236393,1099,tt0107274 ,115710,Luis Alarcón,
236406,20268,tt2024396 ,43608,Sergio Hernández,
236408,20268,tt2024396 ,20196,Viviana Herrera,
236466,25366,tt0076531 ,116466,Imelde Marani,
236503,41562,tt0102544 ,16123,Caroline Azar,
236542,37478,tt0267261 ,91453,Sabrina Colle,
236543,37478,tt0267261 ,51477,Agostino Nani,
236544,37478,tt0267261 ,10553,Giulia De Gresy,
236631,38429,tt0079655 ,42935,Ana Torrent,
236663,4754,tt0234988 ,5545,Jacques Pieiller,
236666,4754,tt0234988 ,91574,Jean-Pierre Darroussin,
236667,4754,tt0234988 ,51801,Christine Brücher,
236701,22758,tt2489734 ,111636,Malcolm X,
236702,22758,tt2489734 ,67502,Abdul Rahman Barman,
236706,22758,tt2489734 ,39957,Louis Farrakhan,
236708,22758,tt2489734 ,121906,Sonny Liston,
236718,27339,tt1277736 ,60818,Celia Cruz,
236775,4110,tt0206187 ,60454,Norman Mailer,
236776,4110,tt0206187 ,121287,Tobias Schneebaum,
236777,4110,tt0206187 ,1867,Michael Nelson Rockefeller,
236778,23323,tt1298564 ,60454,Norman Mailer,
236779,23323,tt1298564 ,5271,George W. Bush,
236780,23323,tt1298564 ,5522,Henry Kissinger,
236787,35071,tt0063477 ,27782,George Plimpton,
236788,35071,tt0063477 ,15346,Edie Sedgwick,
236791,35071,tt0063477 ,76394,Jim Dine,
236792,35071,tt0063477 ,11737,Jack Doroshow,
236794,35071,tt0063477 ,21535,Bruce Jay Friedman,
236797,1112,tt0110173 ,59803,Jean-Luc Godard,
236831,26068,tt2400275 ,101499,Alexandre Païta,
236834,26068,tt2400275 ,41009,Jeremy Zampatti,
236849,1114,tt0109781 ,8114,Jan Kraus,
236850,1114,tt0109781 ,119621,Jiří Suchý,
236852,1114,tt0109781 ,79498,Vladimír Kudla,
236853,1114,tt0109781 ,106363,Antonín Zacpal,
236855,1114,tt0109781 ,87289,Jana Mézlová,
236856,1114,tt0109781 ,63309,Miluse Straková,
236905,23820,tt0104285 ,8114,Jan Kraus,
236910,23820,tt0104285 ,15471,Karel Hamr,
236919,19982,tt0057230 ,56624,Petr Brožek,
237213,39581,tt0021100 ,40867,Benny Rubin,
