GUID,ProgramID,ConcertID,EventType,Location,Venue,Date,Time
58316a7d-7d5e-46eb-9cfd-b4b2fdabd207,13469,0,Tour,"Washington, DC",National Theatre,1928-03-06T05:00:00+00:00,4:30PM
3ecebbb9-8082-4278-9796-9a1bdb702de6,4102,0,Tour,"Baltimore, MD",Lyric Theatre,1928-03-07T05:00:00+00:00,8:30PM
d885b12e-283c-441c-852e-279d8f2f1b1b,13470,0,Tour,"Buffalo, NY",Elmwood Hall,1928-03-08T05:00:00+00:00,8:15PM
83d6cc70-2771-4d67-9873-51255f27b19a,8894,0,Subscription Season,"Manhattan, NY",Carnegie Hall,1928-03-08T05:00:00+00:00,3:00PM
06a3babb-0d8f-4e73-a6ca-d5019076b12d,4106,0,Tour,"Pittsburgh, PA",Syria Mosque,1928-03-09T05:00:00+00:00,2:15PM
76e40cd4-d869-45fc-b3ba-f85e62ec06e0,4109,0,Tour,"Pittsburgh, PA",Syria Mosque,1928-03-10T05:00:00+00:00,2:15PM
c9389cf4-6c57-4f5b-9007-e238a9dff275,2387,0,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1928-03-11T05:00:00+00:00,3:00PM
31e68654-885d-47c9-9da5-5641933ded92,2390,0,Subscription Season,"Manhattan, NY",Carnegie Hall,1928-03-15T05:00:00+00:00,8:30PM
966b2171-8ff4-4e10-bf77-e364f32779e9,8895,0,Subscription Season,"Manhattan, NY",Carnegie Hall,1928-03-16T05:00:00+00:00,8:30PM
4a4d19b2-f36e-4e38-932b-34d574f41fe0,2396,0,Student Concert,"Manhattan, NY",Carnegie Hall,1928-03-17T05:00:00+00:00,8:30PM
76d0889e-a960-4782-af1f-fe244ff1e115,4313,0,Young People's Concert,"Manhattan, NY",Carnegie Hall,1928-03-17T05:00:00+00:00,11:00AM
4ac31af6-0fb5-47a4-9c7a-28b5d1357d78,2404,0,Subscription Season,"Manhattan, NY",Carnegie Hall,1928-03-22T05:00:00+00:00,8:30PM
7e51e34a-9d0b-44d4-b414-2ee202970019,8896,0,Subscription Season,"Manhattan, NY",Carnegie Hall,1928-03-22T05:00:00+00:00,3:00PM
7298e933-f01f-4ba6-afc5-a25c4235b5c5,2406,0,Student Concert,"Manhattan, NY",Carnegie Hall,1928-03-24T05:00:00+00:00,8:30PM
acb4c762-c391-4ff8-9f1b-b89740a247cd,2414,0,Subscription Season,"Brooklyn, NY",Brooklyn Academy of Music,1928-03-25T05:00:00+00:00,3:15PM
21018f41-041c-4115-8db1-951e6b59d844,2420,0,Subscription Season,"Manhattan, NY",Carnegie Hall,1928-03-29T05:00:00+00:00,8:30PM
a4c58c9a-e14d-4d0b-8206-1ed967b06a46,8897,0,Subscription Season,"Manhattan, NY",Carnegie Hall,1928-03-30T05:00:00+00:00,8:30PM
85249908-0477-4dd8-aa03-de4f2625711f-0.1,8897,0,Subscription Season,"Manhattan, NY",Carnegie Hall,1928-03-30T05:00:00+00:00,8:30PM
d5094b64-39c3-4be2-90bd-a9f9da34b859,6180,0,Student Concert,"Manhattan, NY",Carnegie Hall,1928-03-31T05:00:00+00:00,8:30PM
22d2f500-ede3-41b9-af44-d4eab8f31c65,10253,0,Subscription Season,"Manhattan, NY",Mecca Auditorium,1928-04-01T05:00:00+00:00,3:00PM
0aad3434-db91-47e9-96d7-fd75b833490e-0.1,10253,0,Subscription Season,"Manhattan, NY",Mecca Auditorium,1928-04-01T05:00:00+00:00,3:00PM
cb7128df-bc44-4b4a-8786-8329c8d4b864,4731,0,Young People's Concert,"Bronx, NY",Monroe High School,1928-04-16T05:00:00+00:00,
56da5ae3-6433-45f6-bd8d-0c2cde807eb1,4738,0,Young People's Concert,"Bronx, NY",Monroe High School,1928-04-19T05:00:00+00:00,
74696746-7eac-4d29-9c24-dace4c923de9,4763,0,Young People's Concert,"Newark, NJ",Mosque Theatre,1928-04-21T05:00:00+00:00,
9440cc21-1097-404c-848e-b404dfcf09b8,4748,0,Young People's Concert,"Bronx, NY",Monroe High School,1928-04-23T05:00:00+00:00,
903b47db-8a96-4c0c-8547-a2285420293f,4776,0,Young People's Concert,"Newark, NJ",Mosque Theatre,1928-04-25T05:00:00+00:00,
491cf79a-f537-4bc4-9f7b-04206a4a63b9,4755,0,Young People's Concert,"Bronx, NY",Monroe High School,1928-04-26T05:00:00+00:00,
7a4cb3e9-9312-4e75-bd4c-f6b1c9ea0e9c,4782,0,Young People's Concert,"Newark, NJ",Mosque Theatre,1928-04-28T05:00:00+00:00,
4cfd7858-1470-44f0-9f25-11f3d8c8d308,5173,0,Young People's Concert,"Newark, NJ",Mosque Theatre,1928-05-05T04:00:00+00:00,
5f73a294-6066-4ce9-93df-7bee085a4020,12746,0,Stadium Concert,"Manhattan, NY","Great Hall, City College of New York",1928-07-05T04:00:00+00:00,8:30PM
99c69d5f-3d4a-44ed-ac5d-dd9c0c8a9076,12747,0,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1928-07-06T04:00:00+00:00,8:30PM
44f87ea1-0771-417a-a7fb-ad709186a964,12748,0,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1928-07-07T04:00:00+00:00,8:30PM
67a4dd93-8273-48eb-9b14-76b4e556b1e0,12749,0,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1928-07-08T04:00:00+00:00,8:30PM
8ed76b39-5aa5-44ff-9f35-efd41546f5b7,12750,0,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1928-07-09T04:00:00+00:00,8:30PM
0b466666-3a96-47d5-b38b-6b047f80fc6a,12751,0,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1928-07-10T04:00:00+00:00,8:30PM
67f2aef7-e293-489a-9ba2-e58e9b8404be,12752,0,Stadium Concert,"Manhattan, NY","Great Hall, City College of New York",1928-07-11T04:00:00+00:00,8:30PM
b92f6ef9-82cf-4eff-a52f-6dd295519020,12753,0,Stadium Concert,"Manhattan, NY","Great Hall, City College of New York",1928-07-12T04:00:00+00:00,8:30PM
8b6563d3-af86-456f-a8d5-fb3005b2597d,12754,0,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1928-07-13T04:00:00+00:00,8:30PM
dbff75ab-008e-485c-8f3c-4b88db29ace9,12755,0,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1928-07-14T04:00:00+00:00,8:30PM
c9c95d3a-d099-418a-8382-117958e19722,12756,0,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1928-07-15T04:00:00+00:00,8:30PM
d35dc66b-5c5b-47a5-ac29-286e26602d54,12757,0,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1928-07-16T04:00:00+00:00,8:30PM
7a7bbd06-bb28-4aef-9ce2-d8d0a3246bef,12758,0,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1928-07-17T04:00:00+00:00,8:30PM
8e69a677-016b-4425-8856-3db89be6ab40,12759,0,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1928-07-19T04:00:00+00:00,8:30PM
be34230c-f916-48bd-9681-31f3c8bdc169,12760,0,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1928-07-20T04:00:00+00:00,8:30PM
b3805c7a-882b-4280-8363-b5962db872cc,12761,0,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1928-07-21T04:00:00+00:00,8:30PM
380310e7-4e87-45f5-ac72-217eda31c4d2,12762,0,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1928-07-22T04:00:00+00:00,8:30PM
89acb162-9593-4568-8e6d-2653aff7ed69,12763,0,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1928-07-23T04:00:00+00:00,8:30PM
35e720ba-4de1-4c1c-b839-d588f7a29c93,12764,0,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1928-07-24T04:00:00+00:00,8:30PM
e63c551a-b71c-4173-a315-8043fb2a6259,12765,0,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1928-07-25T04:00:00+00:00,8:30PM
57dc9eaa-21a5-4997-8564-26e4be8fa4eb,12766,0,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1928-07-26T04:00:00+00:00,8:30PM
71e69cda-9bfa-4d69-8a26-8235c14cd6f9,12767,0,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1928-07-27T04:00:00+00:00,8:30PM
53263e6f-7f50-4d0d-b226-0cf296f36657,12768,0,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1928-07-28T04:00:00+00:00,8:30PM
c3d84ee4-6cac-4d55-95bc-fb2d73763146,12769,0,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1928-07-29T04:00:00+00:00,8:30PM
a78fde92-1ba6-489d-b000-a01b82be4553,12770,0,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1928-07-30T04:00:00+00:00,8:30PM
3bfe5160-5c71-402c-a665-111c70990041,12771,0,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1928-07-31T04:00:00+00:00,8:30PM
43e967c4-a9a5-42af-a01c-080ae302ee1f,12772,0,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1928-08-01T04:00:00+00:00,8:30PM
759c5785-bd87-434b-b65e-2d7162c1744b,12773,0,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1928-08-02T04:00:00+00:00,8:30PM
87f24122-03a3-468b-8f2d-f04c967c65c4,12774,0,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1928-08-03T04:00:00+00:00,8:30PM
f6762828-4e7c-43a0-83e1-afcca662b5b5,12775,0,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1928-08-04T04:00:00+00:00,8:30PM
ab714b78-8c02-4a37-b74a-7c84ae786052,12776,0,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1928-08-05T04:00:00+00:00,8:30PM
28bb6ebd-be83-4c67-adad-022b7ec8ac0b,12777,0,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1928-08-06T04:00:00+00:00,8:30PM
21f44c60-f738-4afa-93c8-336bfc5b2fec,12778,0,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1928-08-07T04:00:00+00:00,8:30PM
f6e5aa00-fd94-4757-b36b-d3f755290186,12779,0,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1928-08-08T04:00:00+00:00,8:30PM
c5b9740c-27b0-4f9c-88fe-bff44d052c86,12784,0,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1928-08-10T04:00:00+00:00,8:30PM
d250536c-38df-4c17-84f2-75fefdccc95d,12780,0,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1928-08-11T04:00:00+00:00,8:30PM
2d3695b2-81fd-4e26-bf54-e7c50b9b9819,12781,0,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1928-08-12T04:00:00+00:00,8:30PM
40895274-9e62-44a0-8c0c-5bc038d8d2d6,12782,0,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1928-08-13T04:00:00+00:00,8:30PM
44b2b915-fb48-4d8f-9887-1bd4aa3fcac1,12783,0,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1928-08-14T04:00:00+00:00,8:30PM
d7cd60db-9675-4e94-b938-54156a44ed1d,12785,0,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1928-08-15T04:00:00+00:00,8:30PM
b64dfa14-a29c-4570-a3c5-6d1b530422fc,12786,0,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1928-08-16T04:00:00+00:00,8:30PM
3990cf50-fb13-4431-a9d8-2069ec5c94b1,12787,0,Stadium Concert,"Manhattan, NY","Great Hall, City College of New York",1928-08-17T04:00:00+00:00,8:30PM
16603658-e2bb-43ab-bac1-f7faa7b4b6ac,12957,0,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1928-08-18T04:00:00+00:00,8:30PM
0c72bec7-f933-4f4b-b034-4a4c7810abe9,12958,0,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1928-08-19T04:00:00+00:00,8:30PM
7c0d496c-d916-4baa-ab44-2c81f93ece15,12959,0,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1928-08-20T04:00:00+00:00,8:30PM
8fcf863b-883f-496a-8384-5ca162d3f45d,12960,0,Stadium Concert,"Manhattan, NY","Great Hall, City College of New York",1928-08-22T04:00:00+00:00,8:30PM
2976ea1f-b161-4497-bdac-2032ab28eaa6,12788,0,Stadium Concert,"Manhattan, NY","Great Hall, City College of New York",1928-08-23T04:00:00+00:00,8:30PM
c6062407-c884-476e-b2c5-2504233cdae7,12790,0,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1928-08-25T04:00:00+00:00,8:30PM
65bab4e9-cf6b-4c1f-ac58-0819b8a41975,12791,0,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1928-08-26T04:00:00+00:00,8:30PM
e8fe6bed-c5ff-451a-9177-af3d802837d0,12792,0,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1928-08-27T04:00:00+00:00,8:30PM
a2f8c42a-97fc-4485-aeef-a48d024d0605,12793,0,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1928-08-28T04:00:00+00:00,8:30PM
5ace5033-e9ec-42f8-aa75-08a0cef7d05e,12794,0,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1928-08-29T04:00:00+00:00,8:30PM
f994eb63-f54f-4ed0-a1c1-f33c69a2faa8,4031,0,Subscription Season,"Manhattan, NY",Carnegie Hall,1928-10-04T05:00:00+00:00,8:30PM
a2d48fef-5cbf-4df3-8a1a-7548caa894dd,4036,0,Subscription Season,"Manhattan, NY",Carnegie Hall,1928-10-07T05:00:00+00:00,3:00PM
10805e06-fb36-4772-8ae6-439ac7d82be1,4044,0,Subscription Season,"Manhattan, NY",Carnegie Hall,1928-10-11T05:00:00+00:00,2:30PM
3b6e5df3-0ff6-466f-8bc9-3eb3da8a70a2,6001,0,Young People's Concert,"Manhattan, NY",Carnegie Hall,1928-10-13T05:00:00+00:00,2:30PM
b94216fc-ced5-44bf-9c0b-a84464d55984,4052,0,Subscription Season,"Manhattan, NY",Carnegie Hall,1928-10-14T05:00:00+00:00,3:00PM
a644c778-756e-4d4d-8e76-30ecfdafea62,4061,0,Subscription Season,"Manhattan, NY",Carnegie Hall,1928-10-18T05:00:00+00:00,8:30PM
99897fcb-046f-4271-b4ff-43454d5c1434,4070,0,Subscription Season,"Manhattan, NY",Carnegie Hall,1928-10-20T05:00:00+00:00,8:30PM
0c99bac9-88da-4f93-bc67-968206208568,4079,0,Subscription Season,"Manhattan, NY",Carnegie Hall,1928-10-25T05:00:00+00:00,2:30PM
cabf9d2e-ef82-47b3-8b95-01ab27c82640-0.1,4079,0,Subscription Season,"Manhattan, NY",Carnegie Hall,1928-10-25T05:00:00+00:00,2:30PM
ec2d0deb-7f81-452c-aefc-1f123c961b9c,6008,0,Young People's Concert,"Manhattan, NY",Carnegie Hall,1928-10-27T05:00:00+00:00,2:30PM
f064acb7-daf5-4eca-a4b8-1f8a19be6603,4089,0,Subscription Season,"Manhattan, NY",Carnegie Hall,1928-10-28T05:00:00+00:00,3:00PM
075f28af-7b66-470c-959e-7c40eedd2b47,4482,0,Subscription Season,"Manhattan, NY",Carnegie Hall,1928-11-01T05:00:00+00:00,8:30PM
e720b735-26cb-479e-9486-e328a74d04ea,6394,0,Young People's Concert,"Manhattan, NY",Carnegie Hall,1928-11-03T05:00:00+00:00,11:00AM
54e51d18-bb21-4cda-9555-6826d31e8d31,4486,0,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1928-11-04T05:00:00+00:00,3:00PM
524dc6d7-af81-41f2-a8f2-f344c1c838e8,4488,0,Runout,"Philadelphia, PA",Academy of Music,1928-11-05T05:00:00+00:00,8:15PM
41f8f922-5bf7-4137-8924-5758e72f13a6,4494,0,Subscription Season,"Manhattan, NY",Carnegie Hall,1928-11-08T05:00:00+00:00,2:30PM
c574aa06-7084-41b0-bf5b-d52137923948,6406,0,Young People's Concert,"Manhattan, NY",Carnegie Hall,1928-11-10T05:00:00+00:00,2:30PM
2ec8d4c0-a269-45fc-b541-bd21accc330e,4497,0,Subscription Season,"Manhattan, NY",Carnegie Hall,1928-11-11T05:00:00+00:00,3:00PM
24fc4172-acce-49f1-ab5f-0ab2f24b76ab,6199,0,Tour,"Indianapolis, IN",Murat Theatre,1928-11-12T05:00:00+00:00,8:30PM
5bfba68a-0b95-44d5-988c-c467ac84b815,6200,0,Tour,"Dayton, OH",Memorial Hall,1928-11-13T05:00:00+00:00,8:30PM
a0e54d15-3aff-41c9-8afb-4877bf354137,13478,0,Tour,"Columbus, OH",Memorial Hall,1928-11-14T05:00:00+00:00,8:30PM
24ff3650-f686-4243-a1a2-70b4e934ae8d,13479,0,Tour,"Buffalo, NY",Elmwood Hall,1928-11-15T05:00:00+00:00,8:30PM
48606434-111a-40e6-9150-38ebad4ec86e,6202,0,Tour,"Pittsburgh, PA",Syria Mosque,1928-11-16T05:00:00+00:00,8:15PM
66301975-03be-4964-92cd-93529f6c94e3,6207,0,Tour,"Pittsburgh, PA",Syria Mosque,1928-11-17T05:00:00+00:00,2:15PM
df2d7300-338a-4854-91d7-2f6b0984a9c7,4502,0,Subscription Season,"Manhattan, NY",Carnegie Hall,1928-11-18T05:00:00+00:00,3:00PM
c5339ba4-1858-4787-bc92-ccd3db711d94,4505,0,Subscription Season,"Manhattan, NY",Carnegie Hall,1928-11-21T05:00:00+00:00,8:30PM
a8164791-e1da-4c50-929b-0abad8de6b33,6413,0,Young People's Concert,"Manhattan, NY",Carnegie Hall,1928-11-24T05:00:00+00:00,11:00AM
c7103d9f-b659-487e-bf76-36fb1eb005ca,4510,0,Subscription Season,"Brooklyn, NY",Brooklyn Academy of Music,1928-11-25T05:00:00+00:00,3:15PM
8ea077bc-2277-4bd4-bde4-6afe0301e597,4514,0,Subscription Season,"Manhattan, NY",Carnegie Hall,1928-11-28T05:00:00+00:00,2:30PM
8df31d41-c698-4fea-8c78-4f830e0bbd4b,6819,0,Young People's Concert,"Manhattan, NY",Carnegie Hall,1928-12-01T05:00:00+00:00,2:30PM
fb71146a-99b8-43e8-a653-0cbd9f45a316,4895,0,Subscription Season,"Manhattan, NY",Carnegie Hall,1928-12-02T05:00:00+00:00,3:00PM
449797e3-865e-4a0a-b33d-d418d67fcbce,4902,0,Tour,"Philadelphia, PA",Academy of Music,1928-12-03T05:00:00+00:00,8:15PM
0af10cb1-e91a-4a32-a513-d42a082c31df,13480,0,Tour,"Baltimore, MD",Lyric Theatre,1928-12-04T05:00:00+00:00,
8172c8fd-c2bb-48f0-8cec-79d039b381b8,4904,0,Subscription Season,"Manhattan, NY",Carnegie Hall,1928-12-06T05:00:00+00:00,2:30PM
0002718f-a7a0-4362-9366-92fabab4ff3c,6825,0,Young People's Concert,"Manhattan, NY",Carnegie Hall,1928-12-08T05:00:00+00:00,11:00AM
ecd8c7a0-06a7-4655-8d0e-25b3026cce5f,4908,0,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1928-12-09T05:00:00+00:00,3:00PM
9ba0cd3e-37e7-4565-be31-6d647e315071,4911,0,Subscription Season,"Manhattan, NY",Carnegie Hall,1928-12-13T05:00:00+00:00,8:30PM
ee2b4c99-e09d-42e3-a277-de977bedf149,6832,0,Young People's Concert,"Manhattan, NY",Carnegie Hall,1928-12-15T05:00:00+00:00,2:30PM
4965a50d-8d6f-4629-8fed-756262da43a3,4917,0,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1928-12-16T05:00:00+00:00,3:00PM
7ab1cc65-008d-40f3-a878-303df445868d-0.1,4917,0,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1928-12-16T05:00:00+00:00,3:00PM
5d7b990f-f9d8-484a-9365-ecfa20c74936,4923,0,Subscription Season,"Manhattan, NY",Carnegie Hall,1928-12-17T05:00:00+00:00,8:30PM
069377e0-8f63-419d-916b-2b3b15acf224,4930,0,Subscription Season,"Manhattan, NY",Carnegie Hall,1928-12-20T05:00:00+00:00,2:30PM
fbd36c16-dfc9-414b-8b6e-60ffba7a809c,6837,0,Young People's Concert,"Manhattan, NY",Carnegie Hall,1928-12-22T05:00:00+00:00,11:00AM
d8dff6b4-7fe5-43a9-803d-92a3edb48d2a,4934,0,Subscription Season,"Manhattan, NY",Carnegie Hall,1928-12-23T05:00:00+00:00,3:00PM
724451bb-363c-41fe-b7ff-42c7d352864b,2022,0,Subscription Season,"Manhattan, NY",Carnegie Hall,1928-12-27T05:00:00+00:00,8:45PM
f7f5aed3-f840-4704-b407-9544ae03cf98,6843,0,Young People's Concert,"Manhattan, NY",Carnegie Hall,1928-12-29T05:00:00+00:00,2:30PM
9da666a2-4010-4ad7-a0dd-52240c9cc138-0.1,6843,0,Young People's Concert,"Manhattan, NY",Carnegie Hall,1928-12-29T05:00:00+00:00,2:30PM
c1852e17-9efe-48d3-8f84-f5e7a62af89f,6570,0,Subscription Season,"Manhattan, NY",Carnegie Hall,1928-12-30T05:00:00+00:00,3:00PM
3d9f7eff-ef66-40e9-966a-e795aa4cca91,122,0,Subscription Season,"Manhattan, NY",Carnegie Hall,1929-01-03T05:00:00+00:00,2:30PM
10a98cb5-c0b6-4c09-ac2c-27c28665e23c,2064,0,Young People's Concert,"Manhattan, NY",Carnegie Hall,1929-01-05T05:00:00+00:00,11:00AM
dd0f3fd9-ee88-4870-8344-93b93fe85c38,1793,0,Runout,"Brooklyn, NY",Brooklyn Academy of Music,1929-01-06T05:00:00+00:00,3:15PM
16ab3a53-fd01-4c00-8c53-9e959ebcbd24,13595,0,Tour,"Philadelphia, PA",Academy of Music,1929-01-07T05:00:00+00:00,8:15PM
ece94d28-5ab4-4be6-a221-0307c1e9c170,13596,0,Tour,"Washington, DC",National Theatre,1929-01-08T05:00:00+00:00,4:30PM
bbcdeca8-54cf-4e58-9ad4-69bf5d2b2605,13597,0,Tour,"Baltimore, MD",Lyric Theatre,1929-01-09T05:00:00+00:00,8:30PM
fef88543-b41d-4dbb-af91-e67f08c40cac,13598,0,Tour,"Harrisburg, PA",Majestic Theater,1929-01-10T05:00:00+00:00,
97b88de4-e1c8-4006-b04c-1c4640278d97,1795,0,Tour,"Pittsburgh, PA",Syria Mosque,1929-01-11T05:00:00+00:00,8:15PM
f3789882-5155-4eef-9a74-33e3ee23cf69,7926,0,Tour,"Pittsburgh, PA",Syria Mosque,1929-01-12T05:00:00+00:00,2:15PM
dabec69e-bc82-4f9b-82ec-4fb58d77d16a,133,0,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1929-01-13T05:00:00+00:00,3:00PM
5b6b0d74-736d-478f-b544-f64f0e1c7395,137,0,Subscription Season,"Manhattan, NY",Carnegie Hall,1929-01-17T05:00:00+00:00,8:45PM
39fae2ce-8d5a-4ad5-bfbd-7ed475276be3,144,0,Subscription Season,"Manhattan, NY",Carnegie Hall,1929-01-19T05:00:00+00:00,8:45PM
5eb50918-cbd8-4a56-9fe7-23a1cc7eee52,148,0,Subscription Season,"Manhattan, NY",Carnegie Hall,1929-01-24T05:00:00+00:00,2:30PM
6b455a41-4272-4245-ab65-c55e9ab2ade0,2069,0,Young People's Concert,"Manhattan, NY",Carnegie Hall,1929-01-26T05:00:00+00:00,11:00AM
94b8e461-8f1b-4c9b-986c-c1db305fc634,152,0,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1929-01-27T05:00:00+00:00,3:00PM
56a3bf4d-4af6-492b-b293-05afc8722e16,157,0,Tour,"Philadelphia, PA",Academy of Music,1929-01-28T05:00:00+00:00,8:15PM
17e39542-14fc-480b-a89d-4f902ca5b256,13476,0,Tour,"Washington, DC",Constitution Hall,1929-01-29T05:00:00+00:00,4:30PM
1cc99e32-755b-4307-95d6-590497b4c85b,13477,0,Tour,"Baltimore, MD",Lyric Theatre,1929-01-30T05:00:00+00:00,8:30PM
7a136ad3-90fb-4e00-8b57-4e25402006d1,2477,0,Young People's Concert,"Manhattan, NY",Carnegie Hall,1929-02-02T05:00:00+00:00,11:00AM
1524ddd1-5916-4c63-aa09-bdc498699dd5,530,0,Subscription Season,"Manhattan, NY",Carnegie Hall,1929-02-07T05:00:00+00:00,8:45PM
fbabe650-50c3-482d-8fd2-78f5459998fe,536,0,Subscription Season,"Manhattan, NY",Carnegie Hall,1929-02-09T05:00:00+00:00,8:45PM
b92a93e3-b479-4a14-b1be-053db75aa60b,2484,0,Young People's Concert,"Manhattan, NY",Carnegie Hall,1929-02-09T05:00:00+00:00,11:00AM
b0f3a92c-0531-4f55-91b9-3ec80acaf56d,540,0,Subscription Season,"Manhattan, NY",Carnegie Hall,1929-02-14T05:00:00+00:00,2:30PM
13f985fc-a968-4b8e-aaff-0e2ec0fd357d,548,0,Subscription Season,"Manhattan, NY",Carnegie Hall,1929-02-16T05:00:00+00:00,8:45PM
3b882a3e-3e2a-4c28-8b9a-cd21d484e8f8,554,0,Subscription Season,"Manhattan, NY",Carnegie Hall,1929-02-21T05:00:00+00:00,8:45PM
3da86cf8-8d48-4876-acce-040422eb5775,565,0,Subscription Season,"Brooklyn, NY",Brooklyn Academy of Music,1929-02-24T05:00:00+00:00,3:15PM
9ce17604-0fde-4d43-9234-224eccf4cdf5,574,0,Subscription Season,"Manhattan, NY",Carnegie Hall,1929-02-28T05:00:00+00:00,2:30PM
d55b943b-25c7-4546-9c30-bbcbfd1cb933,2910,0,Young People's Concert,"Manhattan, NY",Carnegie Hall,1929-03-02T05:00:00+00:00,11:00AM
3e2717fc-58f9-4833-aa05-79b9b9c04338,2688,0,Tour,"Philadelphia, PA",Academy of Music,1929-03-04T05:00:00+00:00,8:15PM
a9a8a1d8-c4a8-423d-aaf3-635b8cc6ae72,13472,0,Tour,"Washington, DC",Constitution Hall,1929-03-05T05:00:00+00:00,4:30PM
822689e9-b94f-4d00-b144-b4b7fe3be286,13473,0,Tour,"Baltimore, MD",Lyric Theatre,1929-03-06T05:00:00+00:00,8:30PM
29f01a32-3b00-476d-89bd-44338163de06,13474,0,Tour,"Rochester, NY",Eastman Theatre,1929-03-07T05:00:00+00:00,8:30PM
54b2bddf-df68-4df0-b951-dbb5987c7d45,13475,0,Tour,"Pittsburgh, PA",Syria Mosque,1929-03-08T05:00:00+00:00,8:15PM
0740378d-82ef-4927-8ee0-52b62dd3ad80,2693,0,Tour,"Pittsburgh, PA",Syria Mosque,1929-03-09T05:00:00+00:00,2:15PM
091b7377-a3cf-4549-967d-2e0699b5b9c0,953,0,Subscription Season,"Manhattan, NY",Carnegie Hall,1929-03-14T05:00:00+00:00,8:45PM
ef7dd004-be3a-4da8-a996-55e1b7cc26b5,961,0,Subscription Season,"Manhattan, NY",Carnegie Hall,1929-03-16T05:00:00+00:00,8:45PM
6c7490a7-8b7f-4af3-b322-41c7a4fb61ad,2920,0,Young People's Concert,"Manhattan, NY",Carnegie Hall,1929-03-16T05:00:00+00:00,11:00AM
4054fab1-34a4-4c00-a240-5c9a2b106d03,966,0,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1929-03-17T05:00:00+00:00,3:00PM
c514a818-f675-4ade-9ada-d7a3420fb7bb,971,0,Subscription Season,"Manhattan, NY",Carnegie Hall,1929-03-21T05:00:00+00:00,2:30PM
047e8467-2f16-4eee-b60e-169b8a3c2210,976,0,Subscription Season,"Manhattan, NY",Carnegie Hall,1929-03-23T05:00:00+00:00,8:45PM
853f5c46-a879-4179-b452-3d81af832740,2927,0,Young People's Concert,"Newark, NJ",Mosque Theatre,1929-03-23T05:00:00+00:00,
72735796-90b4-4a8c-8347-79e362f73059,982,0,Subscription Season,"Manhattan, NY",Carnegie Hall,1929-03-27T05:00:00+00:00,2:30PM
