User-ID,Location,Age
52106,"royal oak, michigan, usa",
52112,"wichita, kansas, usa",40.0
52116,"denver, colorado, usa",26.0
52117,"deerfield, illinois, usa",
52121,"minneapolis, minnesota, usa",1.0
52125,"doylestown, pennsylvania, usa",
52130,"jenkintown, pennsylvania, usa",
52141,"salt lake city, utah, usa",32.0
52143,"dorchester, massachusetts, usa",
52151,"glass, scotland, united kingdom",
52159,"richmond, california, usa",49.0
52163,"woodinville, washington, usa",34.0
52166,"grand island, nebraska, united kingdom",
52169,"vancouver, british columbia, canada",
52175,"johnstown, pennsylvania, usa",
52186,"debary, florida, usa",16.0
52189,"buffalo, new york, usa",
52193,"twain harte, california, usa",45.0
52199,"houston, texas, usa",47.0
52203,"calais, pas de calais, france",32.0
52205,"den haag, zuid-holland, netherlands",42.0
52215,"downingtown, pennsylvania, usa",25.0
52222,"gorizia, gorizia,",
52224,"oak grove, kentucky, usa",26.0
52225,"rochester, new york, usa",
52226,"yukon, oklahoma, usa",58.0
52234,"haverhill, massachusetts, usa",50.0
52242,"annapolis, maryland, usa",64.0
52256,"duluth, minnesota, usa",17.0
52263,"fraser, colorado, usa",
52283,"midlothian, virginia, usa",
52287,"beaverton, oregon, usa",
52289,"south san francisco, california, usa",
52291,"vancouver, british columbia, canada",36.0
52293,"lombard, illinois, usa",61.0
52307,"milano, lombardia, italy",43.0
52310,"pittsford, new york, usa",60.0
52313,"roma, lazio, italy",
52319,"bowling green, kentucky, usa",
52320,"hong kong, n/a, hong kong",
52323,"karlsruhe, baden-wuerttemberg, germany",38.0
52325,"san rafael, california, usa",
52328,"mulvane, kansas, usa",62.0
52329,"cortland, ohio, usa",
52330,"carol stream, illinois, usa",30.0
52331,"seixal, seixal, portugal",39.0
52338,"münchen, bayern, germany",36.0
52350,"lisboa, n/a, portugal",31.0
52352,"mayne island, british columbia, canada",70.0
52355,"boppard, rheinland-pfalz, germany",
52356,"sitka, alaska, usa",66.0
52358,"west palm beach, florida, usa",
52359,"columbus, ohio, usa",24.0
52362,"haworth, oklahoma, usa",32.0
52363,"chico, california, usa",53.0
52364,"washington, dc, usa",41.0
52365,"pittsburgh, pennsylvania, usa",
52366,"wellington, n/a, new zealand",
52377,"spokane, washington, usa",19.0
52382,"oakland, maryland, usa",
52383,"las palmas de gran canaria, las palmas, spain",52.0
52392,"melbourne, victoria, australia",34.0
52396,"innsbruck, tirol, austria",23.0
52417,"raleigh, north carolina, usa",
52418,"london, ontario, canada",
52420,"san diego, california, usa",28.0
52422,"seattle, washington, usa",54.0
52423,"london, england, united kingdom",56.0
52425,"taos, new mexico, usa",
52431,"redding, california, usa",
52434,"st. paul, minnesota, usa",28.0
52435,"jacksonville, florida, usa",
52436,"logan, utah, usa",34.0
52437,"worcester, worcestershire, united kingdom",
52438,"davis, california, usa",
52441,"hackham, south australia, australia",30.0
52445,"bellingham, washington, usa",
52449,"santa cruz, california, usa",46.0
52455,"maidenhead, england, united kingdom",27.0
52459,"ottawa, ontario, canada",
52463,"cooper city, florida, usa",
52470,"figueres, catalunya, spain",34.0
52472,"frisco/dallas, texas, usa",209.0
52479,"bridport, n/a, united kingdom",
52495,"lugo, lugo, spain",26.0
52497,"danang, danang, vietnam",22.0
52498,"amsterdam, noord holland, netherlands",
52499,"philadelphia, pennsylvania, usa",
52500,"champaign, illinois, usa",48.0
52503,"tampa, florida, usa",
52509,"mexico city, n/a, mexico",
52510,"portland, oregon, usa",
52517,"san diego, california, usa",
52520,"minneapolis, minnesota, usa",
52521,"safety harbor, florida, usa",38.0
52522,"tuscaloosa, alabama, usa",
52525,"jacksonville, florida, usa",34.0
52531,"guildford, england, united kingdom",35.0
52532,"fishers, indiana, usa",36.0
52544,"hamburg, down by the river, germany",
52546,"skerray, scotland, united kingdom",
52547,"baton rouge, louisiana, usa",
52556,"unionville, connecticut, usa",49.0
52561,"air ronge, saskatchewan, canada",30.0
52570,"winnetka, illinois, usa",
52572,"gold coast, queensland, australia",
52574,"hebron, kentucky, usa",
52577,"midrand, gauteng, south africa",28.0
52584,"livermore, california, usa",45.0
52586,"london, england, united kingdom",26.0
52587,"victoria, british columbia, canada",
52593,"walnut creek, california, usa",18.0
52595,"longmont, colorado, usa",
52597,"toronto, ontario, canada",37.0
52598,"brooklyn, new york, usa",23.0
52600,"augusta, maine, usa",
52605,"leamington, ontario, canada",52.0
52606,"palmerston north, manawatu, new zealand",40.0
52607,"lakewood, ohio, usa",
52608,"whites creek, tennessee, usa",39.0
52609,"fairfield, connecticut, usa",
52614,"toccoa, ga., usa",33.0
52616,"lawrence, kansas, usa",
52618,"clemmons, north carolina, usa",
52622,"lebanon, missouri, usa",54.0
52623,"woodinville, washington, usa",17.0
52631,"brodbecks, pennsylvania, usa",
52635,"portland, oregon, usa",23.0
52641,"colchester, essex, united kingdom",71.0
52642,"aldergrove, british columbia, canada",32.0
52645,"seattle, washington, usa",
52656,"north liberty, iowa, usa",23.0
52658,"portland, maine, usa",
52668,"london, england, united kingdom",50.0
52670,"palm harbor, florida, usa",
52673,"barcelona, catalunya, spain",26.0
52676,"clematis, victoria, australia",48.0
52691,"albuquerque, new mexico, usa",
52693,"highland, california, usa",8.0
52698,"hopkinsville, kentucky, usa",65.0
52726,"münster, nordrhein-westfalen, germany",26.0
52730,"addy, washington, usa",43.0
52744,"dallas, texas, usa",
52745,"auburn, alabama, usa",
52748,"sweetwater, texas, usa",41.0
52751,"gillette, wyoming, usa",
52752,"ridgewood, new york, usa",
52753,"doniphan, missouri, usa",
52754,"ft. lauderdale, florida, usa",31.0
52760,"winthrop, massachusetts, usa",34.0
52761,"hilton head, south carolina, usa",
52768,"clayton,, new mexico, usa",
52774,"appleton city, missouri, usa",26.0
52775,"somersworth, new hampshire, usa",
52777,"granville ferry, nova scotia, canada",65.0
52779,"albuquerque, new mexico, usa",33.0
52782,"schierling, bayern, germany",21.0
52783,"corvallis, ,",
52798,"carnation, washington, usa",18.0
52802,"jansen, saskatchewan, canada",42.0
52803,"glens falls, new york, usa",66.0
52805,"redmond, washington, usa",26.0
52807,"three hills, alberta, canada",38.0
52809,"tallahassee, florida, usa",
52811,"rapid river, michigan, usa",33.0
52814,"columbus, ohio, usa",
52816,"calgary, alberta, canada",34.0
52818,"bogota, n/a, colombia",28.0
52821,"panama city, florida, usa",49.0
52832,"highland park, illinois, usa",
52834,"new york, new york, usa",49.0
52835,"medicine hat, alberta, canada",
52845,"boring, oregon, usa",27.0
52846,"shasta, california, usa",61.0
52847,"irvine, california, usa",34.0
52851,"sausalito, california, usa",
52852,"brooklyn, new york, usa",
52853,"yuba city, california, usa",61.0
52855,"barnet, london, united kingdom",28.0
52867,"port jefferson station, new york, usa",45.0
52875,"saint charles, missouri, usa",42.0
52880,"new freedom, pennsylvania, usa",18.0
52883,"dallas, texas, usa",
52885,"berlin, prenzlauer berg, germany",32.0
52887,"san lorenzo, california, usa",
52888,"bakersfield, california, usa",25.0
52897,"oswego, new york, usa",47.0
52900,"saint peters, missouri, usa",15.0
52903,"san francisco, california, usa",40.0
52910,"brentwood, tennessee, usa",
52912,"galesburg, michigan, usa",
52917,"bellevue, washington, usa",42.0
52924,"london, uk, united kingdom",
52926,"caribou, maine, usa",58.0
52927,"los angeles, california, usa",
52928,"madrid, madrid, spain",25.0
52938,"vancouver, washington, usa",
52944,"kingston, new york, usa",59.0
52947,"el paso, texas, usa",37.0
52961,"biddeford, maine, usa",24.0
52963,"houston, texas, usa",33.0
52968,"west point, new york, usa",33.0
52969,"palmdale, california, usa",17.0
52972,"vancouver, british columbia, canada",
52984,"sandpoint, idaho, usa",63.0
52986,"los angeles, california, usa",20.0
52987,"shelton, washington, usa",14.0
52988,"west lawn, pennsylvania, usa",64.0
52993,"louisville, ,",30.0
52994,"colton, oregon, usa",
53001,"queenstown, otago, new zealand",
53018,"bensenville, illinois, usa",40.0
53027,"wichita, ,",
53030,"north pole, alaska, usa",
53032,"rosharon, texas, usa",
53036,"twinsburg, ohio, usa",29.0
53039,"santa rosa, california, usa",51.0
53042,"wethersfield, connecticut, usa",59.0
53045,"lansdale, pennsylvania, usa",
53046,"laurens, south carolina, usa",
53051,"anchor point, alaska, usa",
53054,"cleveland, tennessee, usa",
53057,"hanson, massachusetts, usa",49.0
53067,"winston-salem, north carolina, usa",33.0
53068,"atlanta, georgia, usa",
53069,"greensburg, indiana,",
53070,"london, , usa",
53072,"stafford springs, connecticut, usa",45.0
53073,"venice, florida, usa",61.0
53075,"chicago, illinois, usa",27.0
53076,"saratoga springs, new york, usa",28.0
53077,"lansdowne, pennsylvania, usa",45.0
53084,"sacramento, california, usa",26.0
53095,"san francisco, california, usa",
53104,"olathe, kansas, usa",37.0
53106,"adelaide, south australia, australia",38.0
53107,"st ignatius, montana, usa",
53109,"sackville, new brunswick, canada",
53115,"glasgow, scotland, united kingdom",21.0
53117,"london, england, united kingdom",
53123,"new york, new york, usa",
53125,"arnold, maryland, usa",
53126,"lewiston, new york, usa",34.0
53127,"newcastle, northen england, united kingdom",34.0
53130,"warsaw, indiana, usa",
53132,"bellthorpe, queensland, australia",
53136,"london, ontario, canada",30.0
53137,"seattle, washington, usa",16.0
53140,"caldwell, idaho, usa",
53142,"north canton, ohio, usa",35.0
53149,"frankfurt, hessen, germany",31.0
53150,"ottawa, , canada",
53151,"whyalla, south australia, australia",32.0
53169,"london, ontario, canada",38.0
53174,"orlando, florida, usa",29.0
53177,"berlin, berlin, germany",34.0
53186,"blairmore, alberta, canada",
53189,"shelby, alabama, usa",
53193,"burnaby, british columbia, canada",
53201,"london, england, united kingdom",
53205,"kensington, connecticut, usa",
53209,"notre dame, indiana, usa",19.0
53214,"poertschach, kaernten, austria",24.0
53215,"colorado springs, colorado, usa",32.0
53220,"fullerton, california, usa",36.0
53221,"manila, luzon, philippines",18.0
53225,"madrid, madrid, spain",29.0
53227,"brampton, ontario, canada",27.0
53229,"minneapolis, minnesota, usa",35.0
53231,"indpls, indiana, usa",35.0
53236,"bethany, missouri, usa",16.0
53241,"hillsborough, new jersey, usa",
53245,"portland, oregon, usa",
53248,"alvin, texas, usa",45.0
53249,"gahanna, ohio, usa",
53250,"phoenix, arizona, usa",30.0
53253,"peoria, illinois, usa",
53254,"mountain view, california, usa",17.0
53255,"sacramento, california, usa",23.0
53256,"sterlington, louisiana, usa",21.0
53258,"westfield, new jersey, usa",
53259,"stockton, california, usa",
53260,"republic, washington, usa",24.0
53265,"woodstock, georgia, usa",46.0
53274,"-----, virginia, usa",
53277,"crockett, texas, usa",17.0
53278,"toronto, ontario, canada",34.0
53281,"mississauga, ontario, canada",
53284,"york, york, united kingdom",19.0
53298,"miami, ,",
53300,"raby, new south wales, australia",15.0
53301,"milpitas, california, usa",29.0
53302,"st. paul, minnesota, usa",
53304,"south burlington, vermont, usa",52.0
53308,"manalapan, new jersey, usa",20.0
53310,"london, ontario, canada",
53315,"fairbanks, alaska, usa",21.0
53319,"elk grove, california, usa",40.0
53321,"mexico, new york, usa",17.0
53330,"burlington, vermont, usa",20.0
53332,"hampton, virginia, usa",41.0
53335,"fuquay-varina, north carolina, usa",
53338,"vancouver, british columbia, canada",24.0
53342,"st. john`s, newfoundland, canada",
53344,"san jose, california, usa",43.0
53345,"pontiac, michigan, usa",38.0
53349,"leola, pennsylvania, usa",
53350,"austin, texas, usa",
53354,"toongabbie, new south wales, australia",15.0
53360,"san rafael, california, usa",31.0
53362,"newport, rhode island, usa",
53365,"canal winchester, ohio, usa",29.0
53369,"clemmons, north carolina, usa",
53372,"elkhorn, nebraska, usa",
53376,"miami, florida, usa",27.0
53377,"south charleston, ohio, usa",
53378,"allen park, michigan, usa",
53381,"tallahassee, florida, usa",23.0
53390,"casper, wyoming, usa",26.0
53391,"knoxville, tennessee, usa",18.0
53392,"minneapolis, minnesota, usa",34.0
53394,"frankfort, kentucky, usa",27.0
53395,"brechin, angus, united kingdom",
53397,"phoenix, arizona, maricopa",
53400,"carlsbad, california, usa",20.0
53401,"napa, california, usa",
53408,"college station, texas, usa",22.0
53410,"richmond, ,",27.0
53411,"columbia, missouri, usa",
53414,"minoa, new york, usa",49.0
53418,"puyallup, washington, usa",28.0
53420,"minneapolis, minnesota, usa",33.0
53426,"vienna, virginia, usa",
53430,"minneapolis, minnesota, usa",25.0
53434,"duisburg, nordrhein-westfalen, germany",
53438,"commerce township, ,",
53443,"webster groves, missouri, usa",47.0
53446,"cecil, wisconsin, usa",41.0
53448,"norcross, georgia, usa",16.0
53456,"ne portland, oregon,",
53458,"fairfield, ,",54.0
53472,"los angeles, california, usa",18.0
53474,"verona, north dakota, usa",44.0
53481,"newport news, virginia, usa",47.0
53490,"thousand oaks, california, usa",39.0
53496,"deltona, florida, usa",
53498,"kingston, ontario, canada",
53499,"tucson, arizona, usa",
53504,"cambridge, ontario, canada",18.0
53506,"hewitt, new jersey, usa",
53510,"surrey, england, united kingdom",23.0
53515,"kincardine, ,",
53517,"minneapolis, minnesota, usa",
53520,"ottawa, ontario, canada",59.0
53526,"oxon hill, maryland, usa",34.0
53527,"toronto, ontario, canada",38.0
53528,"cleveland, tennessee, usa",62.0
53533,"cincinnati, ohio, usa",
53537,"richmond, indiana, usa",
53538,"new york, new york, usa",54.0
53543,"bakersfield, california, usa",45.0
53545,"los angeles, california, usa",
53557,"maple ridge, british columbia, canada",23.0
53558,"boise, idaho, usa",58.0
53559,"virginia beach, virginia, usa",31.0
53564,"chicago, illinois, usa",25.0
53565,"fort myers, florida, usa",
53566,"westerville, ohio, usa",19.0
53567,"vancouver, british columbia, canada",23.0
53575,"watkins glen, new york, usa",30.0
53577,"brooklyn, new york, usa",
53579,"northampton, massachusetts, usa",36.0
53580,"london, ontario, canada",28.0
53583,"mount vernon, new york, usa",
53587,"warren, new hampshire, usa",
53590,"thalwil, zurich, switzerland",40.0
53592,"orange, california, usa",
53594,"saint martinville, louisiana, usa",39.0
53604,"stratford, connecticut, usa",48.0
53605,"davao, davao del sur, philippines",17.0
53608,"middlebourne, west virginia, usa",44.0
53609,"grantville, georgia, usa",41.0
53612,"southampton, england, united kingdom",
53614,"barreiro, barreiro, portugal",30.0
53617,"creston, british columbia, canada",57.0
53623,"harrison, ohio,",
53628,"brest, bretagne, france",22.0
53632,"edinburgh, scotland, united kingdom",
53639,"seattle, washington,",22.0
53645,"apollo, pennsylvania, usa",50.0
53647,"niles, michigan, usa",
53648,"austin, texas, usa",39.0
53656,"san antonio, texas, usa",21.0
53659,"saint louis, missouri, usa",
53660,"pittsburgh, pennsylvania, usa",35.0
53661,"kalamazoo, michigan, usa",33.0
53663,"baltimore, maryland, usa",51.0
53664,"maple ridge, british columbia, canada",
53666,"milwaukee, wisconsin, usa",
53668,"cumberland, maryland, usa",33.0
53678,"wappinger falls, new york, usa",57.0
53679,"rochester, new york, usa",42.0
53680,"medford, oregon, usa",
53686,"rovato, lombardia, italy",32.0
53688,"paris, france, ile de france, france",28.0
53699,"hoxie, arkansas, usa",27.0
53702,"manchester, england, united kingdom",22.0
53707,"frederick, maryland, usa",
53718,"los angeles, california,",60.0
53722,"barcelona, catalunya, spain",
53724,"richardson, texas, usa",27.0
53726,"newcastle, england, united kingdom",
53729,"balingup, western australia, australia",
53730,"bothell, washington, usa",41.0
53740,"panama city beach, florida, united kingdom",25.0
53741,"warrnambool, victoria, australia",29.0
53759,"pensacola, florida, usa",30.0
53760,"la guancha, tenerife, spain",22.0
53765,"etobicoke, ontario, canada",75.0
53767,"austin, texas, usa",
53770,"barcelona, barcelona, spain",22.0
53772,"mogliano veneto (treviso), veneto, italy",49.0
53773,"vancouver, washington, usa",
53774,"alessandria, piemonte, italy",
53775,"st petersburg, florida, usa",35.0
53781,"trapani, sicilia, italy",21.0
53789,"woodstock, georgia, usa",21.0
53790,"bronx, ny, new york, usa",
53795,"casalgrande, emilia romagna, italy",29.0
53799,"las vegas, nevada, usa",56.0
53800,"zuerich, zuerich, switzerland",26.0
53808,"barbera, barcelona, spain",20.0
53822,"burbank, california, usa",36.0
53830,"carmel, california, usa",73.0
53836,"greenville, michigan,",
53841,"tampa, florida, usa",26.0
53842,"winfield, missouri, usa",31.0
53846,"bloomington, indiana, usa",55.0
53849,"lic, new york, usa",31.0
53851,"chicago, illinois, usa",34.0
53853,"arlington, virginia, usa",
53862,"grants pass, oregon, usa",46.0
53880,"vila nova de gaia, n/a, portugal",29.0
53886,"alcalá de guadaira, sevilla, spain",36.0
53902,"dunedin, n/a, new zealand",34.0
53918,"vaucluse, new south wales, australia",27.0
53928,"south bend, indiana, usa",
53930,"regina, saskatchewan, canada",
53932,"halifax, nova scotia, canada",
53934,"n/a, , n/a - on the road",27.0
53938,"norfolk, virginia, usa",
53942,"wheeling, illinois, usa",31.0
53943,"pioneer, california, usa",
53944,"conover, wisconsin, usa",
53954,"corvallis, oregon, usa",31.0
53965,"cleveland heights, ohio, usa",41.0
53974,"portsmouth, new hampshire, usa",
53975,"wimberley, texas, usa",
53978,"carrboro, north carolina, usa",37.0
53980,"la mesa, california, usa",40.0
53981,"portland, oregon, usa",26.0
53989,"washington, illinois, usa",63.0
53999,"calgary, alberta, canada",
54000,"portage la prairie, manitoba, canada",41.0
54001,"walnut creek, california, usa",27.0
54005,"lacey, washington, usa",59.0
54010,"monnickendam, noord holland, netherlands",41.0
54013,"north port, florida, usa",53.0
54016,"newark, delaware, usa",
54021,"cromer, england, united kingdom",43.0
54026,"potomac, maryland, usa",
54031,"commerce city, colorado, usa",52.0
54034,"canton, ohio, usa",57.0
54035,"midland, texas, usa",60.0
54041,"perth wa, virginia, australia",
54043,"spring, texas, usa",
54049,"terrassa, barcelona, spain",29.0
54056,"calgary, alabama, canada",22.0
54062,"irving, texas, usa",27.0
54072,"van nuys, california, usa",
54073,"bolling afb, dc, usa",29.0
54074,"telford, pennsylvania, usa",33.0
54076,"kitchener, ontario, canada",
54078,"victoria, british columbia, canada",
54085,"lorton, virginia, usa",
54090,"boca raton, florida, usa",
54091,"houston, texas, usa",
54092,"dorney, berkshire, united kingdom",
54094,"aloha, oregon, usa",
54095,"kingston, ontario, canada",47.0
54098,"escondido, california, usa",
54102,"savannah, georgia, usa",
54107,"lacombe, alberta, canada",
54113,"decatur, illinois, usa",41.0
54114,"auburn hills, michigan, usa",36.0
54116,"weyhe, bremen, germany",43.0
54118,"bird cove, newfoundland, canada",47.0
54121,"essen, nordrhein-westfalen, germany",
54124,"austin, texas, usa",16.0
54130,"edmonton, alberta, canada",31.0
54132,"grand prairie, texas, usa",
54142,"adelaide, south australia, australia",
54145,"nashua, new hampshire, usa",20.0
54148,"st marys, new south wales, australia",75.0
54150,"bothell, washington, usa",
54154,"hamilton, n/a, new zealand",21.0
54161,"perth, ontario, canada",
54163,"worcester, vermont, usa",
54165,"adelaide, south australia, australia",27.0
54166,"halifax, nova scotia, canada",
54167,"dixon, kentucky, usa",50.0
54173,"san diego, california, usa",38.0
54181,"chalfont st giles, england,",48.0
54184,"st. paul, minnesota, usa",
54185,"s. casco, maine, usa",
54193,"bartlesville, oklahoma, usa",27.0
54196,"new york, new york, usa",
54201,"newtown, connecticut, usa",
54204,"grandville, michigan, usa",
54205,"alexandria, virginia, usa",39.0
54206,"philadelphia, pennsylvania, usa",24.0
54207,"norman, oklahoma, usa",
54208,"schertz, texas, usa",52.0
54213,"lexington, ,",
54218,"kaiserslautern, rheinland-pfalz, germany",27.0
54220,"carrollton, texas, usa",16.0
54222,"wichita, kansas, usa",
54234,"denver, colorado, usa",
54236,"las cruces, new mexico, usa",66.0
54243,"bisbee, arizona, usa",
54245,"yankton, south dakota, usa",
54258,"sun city center, florida, usa",46.0
54261,"janesville, wisconsin, usa",43.0
54281,"middleton, new hampshire, usa",20.0
54283,"las vegas, nevada, usa",33.0
54289,"petaluma, california, usa",
54290,"englewood, colorado, usa",35.0
54292,"bronx, new york, usa",26.0
54293,"jacksonville, florida, usa",14.0
54295,"rochester, new york, usa",42.0
54304,"carrboro, north carolina, usa",
54308,"mission viejo, california, usa",28.0
54309,"manchester, maryland,",
54311,"blythwood, south carolina, usa",
54315,"arlington, texas, usa",29.0
54316,"burlington, ,",
54319,"perth, western australia, australia",19.0
54325,"lacey, washington, usa",54.0
54326,"crescent city, florida, usa",62.0
54328,"bronx, new york, usa",34.0
54329,"cayce, south carolina, usa",
54333,"albuquerque, new mexico, usa",14.0
54335,"north haven, connecticut, usa",43.0
54346,"maryville, tennessee, usa",
54349,"lincoln, nebraska, usa",16.0
54351,"york, pennsylvania, usa",33.0
54352,"caledon, ontario, canada",
54354,"hamburg, new york, usa",
54362,"norwalk, ohio, usa",
54364,"flint, michigan, usa",32.0
54367,"mesa, arizona, usa",
54373,"crestview, florida, usa",
54374,"london, ontario, canada",24.0
54378,"dunedin, n/a, new zealand",44.0
54379,"santa ana, california, usa",
54385,"madrid, madrid, spain",40.0
54386,"fredricton, new brunswick, canada",
54392,"arlington, texas, usa",18.0
54395,"smethwick, england, united kingdom",32.0
54403,"elizabethtown, pennsylvania, usa",
54404,"owen sound, ontario, canada",22.0
54406,"bloomington, illinois, usa",39.0
54412,"shellharbour, new south wales, australia",45.0
54413,"vilonia, arkansas, usa",
54416,"n/a, n/a, usa",51.0
54429,"hollywood, florida, usa",32.0
54432,"ventura, california, usa",41.0
54434,"belmont, massachusetts, usa",33.0
54443,"fremont, california, usa",
54447,"ann arbor, michigan, usa",
54452,"huntington beach, california, usa",
54453,"boise, idaho, usa",
54460,"hollywood, florida, usa",21.0
54461,"verona, new jersey, usa",
54485,"barcelona, cataluña,",27.0
54490,"greenville, north carolina, usa",
54492,"san diego, california, usa",34.0
54493,"baton rouge, louisiana, usa",
54494,"santiago, south america, chile",
54497,"huntingtown, maryland, usa",48.0
54501,"horseshoe valley, ontario,",
54507,"summit, new jersey, usa",
54508,"plano, texas, usa",
54511,"austin, texas, usa",50.0
54512,"lakewood, colorado, usa",47.0
54514,"greeley, colorado, usa",34.0
54527,"topsham, maine, usa",
54528,"canyon country, california, usa",55.0
54529,"huntington beach, california, usa",53.0
54544,"carmel, indiana, usa",
54547,"bismarck, missouri, usa",36.0
54549,"brisbane, queensland, australia",15.0
54553,"hesperia, california, usa",22.0
54563,"kapaa, hawaii, usa",17.0
54564,"cottge grove, minnesota, usa",34.0
54567,"laurel, maryland, usa",
54569,"storm lake, ,",67.0
54572,"reading, england, united kingdom",51.0
54574,"albany, california, usa",
54576,"southern california, california, usa",
54578,"quincy, massachusetts,",
54581,"beaverton, oregon, usa",36.0
54588,"lowell, michigan, usa",
54589,"chicago, illinois, usa",49.0
54600,"west bend, wisconsin, usa",33.0
54605,"penngrove, california, usa",
54610,"sykesville, maryland, usa",
54611,"minnetonka, minnesota, usa",
54614,"midwest city, oklahoma, usa",
54617,"euless, texas, usa",37.0
54620,"san francisco, california, usa",29.0
54622,"kuala lumpur, federal territory, malaysia",
54624,"wichita, kansas, usa",34.0
54632,"bozeman, montana, usa",
54635,"jeffersonville, indiana, usa",
54638,"san diego, california, usa",53.0
54643,"san diego, california, usa",
54648,"santa claus, indiana, usa",
54649,"miramar, florida, usa",
54652,"lake charles, louisiana, usa",30.0
54653,"pooler, georgia, usa",26.0
54654,"beaverton, oregon, usa",
54655,"wilton, connecticut, usa",48.0
54672,"cypress, california, usa",
54685,"waterbury, connecticut, usa",64.0
54693,"tampere, tampere, finland",
54700,"katy, texas, usa",
54704,"london, ontario, canada",
54713,"marietta, georgia, usa",18.0
54722,"indianapolis, indiana, usa",20.0
54730,"newtown, pennsylvania, usa",22.0
54731,"zurich, n/a, switzerland",28.0
54740,"newark, delaware, usa",34.0
54747,"toronto, ontario, canada",40.0
54752,"chapel hill, north carolina, usa",
54758,"st. charles, missouri, usa",
54774,"ottawa, ontario, canada",
54777,"alexandria, virginia, usa",
54790,"barcelona, catalunya, spain",30.0
54801,"milano, lombardia, italy",
54808,"drogheda, louth, ireland",32.0
54812,"lakewood, colorado, usa",41.0
54816,"waalwijk, noord-brabant, netherlands",
54817,"aylesbury, buckinghamshire, united kingdom",25.0
54818,"anaheim, california, usa",35.0
54819,"padova, veneto, italy",
54824,"woodbridge, virginia, usa",22.0
54828,"hamburg, hamburg, germany",
54833,"new cumberland, pennsylvania,",34.0
54840,"paintsville, kentucky, usa",33.0
54842,"albuquerque, new mexico, usa",18.0
54850,"sydney, new south wales, australia",44.0
54866,"holland, michigan, usa",
54867,"moab, utah, usa",50.0
54876,"hyattsville, maryland, usa",
54884,"nashua, new hampshire, usa",33.0
54885,"astoria, new york, usa",30.0
54888,"nanaimo, british columbia, canada",
54889,"culbertson, montana, usa",
54898,"pine beach, new jersey, usa",35.0
54907,"stockholm, stockholm, sweden",
54911,"gridley, california, usa",17.0
54913,"leipzig, sachsen, germany",24.0
54914,"washington, dc, usa",
54917,"mandeville, louisiana, usa",
54925,"san francisco, california, usa",
54927,"culver, indiana, usa",
54931,"aptos, california, usa",
54932,"mechanicsburg, pennsylvania, usa",59.0
54934,"warrensburg, missouri,",37.0
54943,"fredericton, new brunswick, canada",19.0
54946,"poole, dorset, united kingdom",49.0
54954,"montpellier, languedoc-roussillon, france",33.0
54956,"clearwater, florida, usa",
54958,"roma, lazio, italy",43.0
54968,"amsterdam, massachusetts, netherlands",
54969,"stuttgart, ,",45.0
54970,"toronto, ontario, canada",
54980,"salford, ontario, canada",25.0
54983,"st. louis, missouri, usa",
54991,"kincaid, illinois, usa",
54997,"san francisco, california, usa",31.0
55006,"calgary, alberta, canada",34.0
55010,"san francisco, california, usa",
55013,"enterprise, alabama, usa",
55014,"lee, new hampshire, usa",23.0
55015,"hertfordshire, england, united kingdom",
55019,"minneapolis, ,",
55021,"santa clara, california, usa",44.0
55023,"tuscaloosa, alabama, usa",
55026,"st. augustine, florida, usa",5.0
55027,"burlington, north carolina, usa",44.0
55032,"the woodlands, texas, usa",
55033,"bellevue, washington, usa",
55040,"oslo, oslo, norway",18.0
55042,"oak park, illinois, usa",57.0
55044,"chicago, illinois,",59.0
55046,"sudbury, ontario, canada",20.0
55058,"brampton, ontario, canada",38.0
55060,"salisbury, maryland, usa",56.0
55065,"columbus, mississippi, usa",31.0
55066,"vancouver, washington, usa",
55067,"edmonton, alberta, canada",32.0
55072,"austin, texas, usa",26.0
55075,"seattle, washington, usa",33.0
55081,"leeds, england, united kingdom",41.0
55082,"toronto, ontario, canada",
55084,"philadelphia, pennsylvania, usa",
55085,"red oak, texas, usa",
55086,"bonn, nordrhein-westfalen, germany",28.0
55090,"muscatine, iowa, usa",
55097,"greenville, illinois, usa",
55119,"jacksonville, florida, usa",39.0
55121,"abbotsford, british columbia, canada",
55125,"egg harbor township, new jersey, usa",
55136,"birmingham, west midlands, united kingdom",40.0
55137,"hummelstown, pennsylvania, usa",
55141,"berkeley, california, usa",80.0
55142,"austin, texas, usa",47.0
55144,"n/a, n/a, philippines",22.0
55151,"gütersloh, nordrhein-westfalen, germany",26.0
55155,"williams lake, british columbia, canada",
55156,"madrid, madrid, spain",35.0
55161,"hackensack, new jersey, usa",
55168,"ottawa, ontario, canada",
55173,"new orleans, louisiana, usa",
55178,"moore, oklahoma, usa",25.0
55180,"great falls, montana, usa",52.0
55183,"eindhoven, noord brabant, netherlands",
55184,"winnipeg, manitoba, canada",31.0
55185,"olds, alberta, canada",15.0
55187,"torrance, california, usa",48.0
55191,"los angeles, california, usa",
55193,"mendon, massachusetts, usa",
55194,"harrison, ,",
55197,"narre warren, victoria,",37.0
55198,"houston, texas, usa",
55199,"oviedo, n/a, spain",25.0
55202,"seattle, , usa",
55203,"mendon, massachusetts, usa",57.0
55216,"winnipeg, manitoba, canada",
55217,"vigo, pontevedra, spain",26.0
55220,"hopkins, minnesota, usa",
55222,"oslo, n/a, norway",43.0
55224,"st. albans, wv, usa",
55226,"kingsthorpe, queensland, australia",21.0
